model,dataset,seed,quantizer_reference,delta_mode,Delta_value,G_mode,G_value,L_value_if_used,S3_sq_if_used,rho3_q90_if_used,d_mode,formula_name,hstar_cont,oracle_source,oracle_path,empirical_min_nmse_h,empirical_min_nmse,empirical_max_corr_h,empirical_max_corr,h_over_empirical_min_nmse_h,empirical_min_nmse_h_over_h,notes
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0005004363541896373,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.33362423612642483,2.9973841577296443,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0005004363541896373,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.16681211806321242,5.994768315459289,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0026499984537705725,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.7666656358470483,0.5660380661225339,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0026499984537705725,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.7666656358470483,0.5660380661225339,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0026499984537705725,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.8833328179235241,1.1320761322450679,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0013249992268852863,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.8833328179235241,1.1320761322450679,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0013249992268852863,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.8833328179235241,1.1320761322450679,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0013249992268852863,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.44166640896176207,2.2641522644901357,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00292942480246484,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.9529498683098934,0.512045913838747,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00292942480246484,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.9529498683098934,0.512045913838747,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00292942480246484,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.9764749341549467,1.024091827677494,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0005034530047512608,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.3356353365008405,2.979424069066982,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0005034530047512608,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.3356353365008405,2.979424069066982,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0005034530047512608,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.16781766825042024,5.958848138133964,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.00260039601414905,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.7335973427660334,0.5768352173431777,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.00260039601414905,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.7335973427660334,0.5768352173431777,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.00260039601414905,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.8667986713830167,1.1536704346863553,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.001300198007074525,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.8667986713830167,1.1536704346863553,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.001300198007074525,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.8667986713830167,1.1536704346863553,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.001300198007074525,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.43339933569150835,2.3073408693727107,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0005392591159349593,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.35950607728997286,2.781594145885365,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0005392591159349593,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.35950607728997286,2.781594145885365,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0005392591159349593,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.17975303864498643,5.56318829177073,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.002785338933691456,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.8568926224609705,0.5385341014897692,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.002785338933691456,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.8568926224609705,0.5385341014897692,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.002785338933691456,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.9284463112304853,1.0770682029795384,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.001392669466845728,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.9284463112304853,1.0770682029795384,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.001392669466845728,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.9284463112304853,1.0770682029795384,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.001392669466845728,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.46422315561524263,2.154136405959077,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.003079036119442633,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.0526907462950885,0.48716544457800315,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
