model,task,precision,perturbation_mode,h,A_uniform,p_active,V_norm,V_align,p_clip,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,disp_rms,relative_disp,locality_proxy
roberta-large,sst-5,int4,sparse_p0p1,3e-05,166.26500935045254,0.0002979051510053673,12.853050442647302,0.06350062377786968,0.026538905411359448,0.0002979051510053673,0.0,0.9997020948489946,0.0002979051510053673,0.0,0.00017320513553891408,0.004036656729100596,2593.251032368147
roberta-large,sst-5,int4,sparse_p0p1,0.0001,46.82335674137155,0.0009893142173355764,6.879236129710431,0.11995025911182362,0.026545320385724585,0.0009893142173355764,0.0,0.9990106857826644,0.0009893142173355764,0.0,0.00030783299232644645,0.00717424524421531,2270.3228315438723
roberta-large,sst-5,int4,sparse_p0p1,0.0003,15.843249204128114,0.003002364465673316,4.062913590468778,0.20844612740122348,0.026571136745974524,0.003002364465673316,0.0,0.9969976355343266,0.003002364465673316,0.0,0.0005453219512221838,0.012709077690324798,2467.766220352841
roberta-large,sst-5,int4,sparse_p0p1,0.001,4.4291791174081725,0.010423081641031803,2.2836323410685524,0.39114168978820496,0.02664623888488344,0.01042683674797725,0.0,0.9895769183589682,0.010419326534086358,3.755106945445806e-06,0.0010218616622818164,0.023815141175955904,2722.271134206286
roberta-large,sst-5,int4,sparse_p0p1,0.003,1.0073932980947422,0.032147314097172155,1.38271710835482,0.6887178857418457,0.026945708663782743,0.03324615226708323,0.0,0.9678526859028278,0.031098856945445806,0.0010484571517263479,0.001825071203957089,0.04253445449881549,3075.4155990937306
roberta-large,sst-5,int4,sparse_p0p1,0.01,0.11533750993860392,0.07029747957221821,1.0366588790909985,0.9450098309774375,0.028484363734679163,0.11517851778418649,0.0,0.9297025204277818,0.04032296423135464,0.029974515340863574,0.003697087101073878,0.08616298516892379,4658.9313747544575
roberta-large,sst-5,int4,sparse_p0p1,0.03,0.031341917353793665,0.08915593957782585,0.9566985797140719,0.9846023311901766,0.03796694754866618,0.3355851457982857,0.0,0.9108440604221741,0.018555548045341666,0.07060039153248418,0.009303119973717853,0.21681517540859047,20755.922041176775
roberta-large,sst-5,int4,sparse_p0p1,0.1,0.18129340831377322,0.09680931692101258,0.6819414967099776,0.941273802252658,0.07790970720179444,0.8278967207902748,0.0,0.9031906830789874,0.005930565569174076,0.0908787513518385,0.022468491668776704,0.5236426033518568,63548.71368095286
roberta-large,sst-5,int8,dense,1e-08,812640.2761289417,0.0003143337438916927,900.1316914508004,0.014758748854079316,0.007540254746455179,0.0003143337438916927,0.0,0.9996856662561083,0.0003143337438916927,0.0,1.275178903538166e-05,0.0002971886189031605,666536.1829186435
roberta-large,sst-5,int8,dense,3e-08,104105.5751022215,0.000362837208603701,322.5999850301593,0.01483954498710916,0.007540254746455179,0.000362837208603701,0.0,0.9996371627913962,0.000362837208603701,0.0,1.3688519206161277e-05,0.00031901971609011166,97428.86121313977
roberta-large,sst-5,int8,dense,1e-07,11092.595280502796,0.0004576536589762076,105.30888573737735,0.018149393882348458,0.007540254746455179,0.0004576536589762076,0.0,0.9995423463410238,0.0004576536589762076,0.0,1.4897329425310706e-05,0.00034719181324042287,12303.935299375404
roberta-large,sst-5,int8,dense,3e-07,1989.1830908119705,0.0008536609789313466,44.60487833077538,0.029987615944245108,0.0075407241348233595,0.0008536609789313466,0.0,0.9991463390210686,0.0008536609789313466,0.0,1.8931528050085048e-05,0.0004412113985983006,3567.618648178985
roberta-large,sst-5,int8,dense,1e-06,416.1936017548396,0.0021596558819995193,20.42203394987162,0.05169974320250408,0.007545730944083954,0.0021596558819995193,0.0,0.9978403441180005,0.0021596558819995193,0.0,2.8898347557830847e-05,0.0006734945171588013,1743.0168483127902
roberta-large,sst-5,int8,dense,3e-06,123.4291188438158,0.005677878164303453,11.151679382065486,0.0878615323880785,0.007549329588240007,0.005677878164303453,0.0,0.9943221218356966,0.005677878164303453,0.0,4.733002703019266e-05,0.0011030566241900831,1391.4984405902862
roberta-large,sst-5,int8,dense,1e-05,35.98081714969131,0.018474969708803975,6.078750341736679,0.16225869300313142,0.007554179934711207,0.018474969708803975,0.0,0.981525030291196,0.018474969708803975,0.0,8.595589768688115e-05,0.002003257303682409,1361.4570795167372
roberta-large,sst-5,int8,dense,3e-05,11.477309756122088,0.05525905856965473,3.529068777424737,0.2801368529986561,0.007560751371865737,0.055259527958022914,0.0,0.9447409414303453,0.05525858918128655,4.6938836818072576e-07,0.00014971037555847316,0.003489096284783734,1391.776359375817
roberta-large,sst-5,int8,dense,0.0001,2.775320207315897,0.18413808404430024,1.9393181412714129,0.5119406901138703,0.00758406432748538,0.18447885999959945,0.0,0.8158619159556998,0.18381608362372828,0.00032200042057197787,0.0002739501925998221,0.00638458487362822,1404.306039743285
roberta-large,sst-5,int8,dense,0.0003,0.4592764096502669,0.48890162495994555,1.2037733757918554,0.8264802773329434,0.007671214101177602,0.5545613909917487,1.0,0.5110983750400545,0.42991280641672674,0.05898881854321878,0.0004779934958791852,0.011139944872902055,1446.1346141366917
roberta-large,sst-5,int8,dense,0.001,0.0444334195264744,0.8132222322358408,1.0182044239289043,0.9783429875619614,0.00798664308459505,1.848634611822078,2.0,0.18677776776415925,0.3231989255387327,0.4900233066971081,0.0010789601785246112,0.02514585870402454,3378.986404426456
roberta-large,sst-5,int8,dense,0.003,0.006825460807586047,0.9362348418849635,0.9989247374649577,0.9965841931300098,0.009102848624128815,5.543155097182168,5.0,0.06376515811503645,0.12501799322078025,0.8112168486641833,0.0030196130563406643,0.07037401821390579,23031.89033922489
roberta-large,sst-5,int8,dense,0.01,0.0033456042397918937,0.9808506756689097,0.9943582287380266,0.9983337375409341,0.014873039834174477,18.434476982446128,16.0,0.019149324331090282,0.038334948029319874,0.9425157276395898,0.009963327452208081,0.23220173396736574,245688.81787029217
roberta-large,sst-5,int8,dense,0.03,0.008998959528332373,0.9935851820976528,0.9725804117648019,0.9957605213628092,0.06295734073339743,54.138262568342945,47.0,0.006414817902347192,0.012849193653368582,0.9807359884442842,0.029293967645252876,0.682714696936327,2040027.9655470487
roberta-large,sst-5,int8,dense,0.1,0.13557086096062496,0.9980784804834575,0.7411477480181188,0.9537452536415584,0.41587386971280943,140.70991329458062,148.0,0.0019215195165424978,0.003857277146919811,0.9942212033365377,0.07599279395440912,1.7710607836469234,8314824.076043046
roberta-large,sst-5,int8,sparse_p0p1,1e-08,670798.5840692107,3.254426019386365e-05,764.294332946069,0.016370736688378826,0.007540254746455179,3.254426019386365e-05,0.0,0.9999674557398062,3.254426019386365e-05,0.0,3.660645249780296e-06,8.531368446090828e-05,7273.959525563533
roberta-large,sst-5,int8,sparse_p0p1,3e-08,104550.56070875365,3.4421813666586556e-05,291.0979682047169,0.014649489206442,0.007540254746455179,3.4421813666586556e-05,0.0,0.9999655781863334,3.4421813666586556e-05,0.0,4.3384081108932545e-06,0.00010110938246682232,1909.821149657042
roberta-large,sst-5,int8,sparse_p0p1,1e-07,11127.70623341495,5.053748097412481e-05,100.11905996244461,0.020167203371041394,0.007540254746455179,5.053748097412481e-05,0.0,0.9999494625190258,5.053748097412481e-05,0.0,4.721970862243433e-06,0.00011004855829698805,179.48505358593377
roberta-large,sst-5,int8,sparse_p0p1,3e-07,1992.3067493659087,8.542868300889209e-05,42.982474148278776,0.031633009026553645,0.007540254746455179,8.542868300889209e-05,0.0,0.9999145713169911,8.542868300889209e-05,0.0,5.9894142286452995e-06,0.00013958713853493105,48.32428647113606
roberta-large,sst-5,int8,sparse_p0p1,1e-06,421.646238971969,0.0002143540214691981,20.30950170874203,0.05176030513542913,0.007540567672033966,0.0002143540214691981,0.0,0.9997856459785308,0.0002143540214691981,0.0,9.19030933360666e-06,0.00021418605111558306,19.606696679468993
roberta-large,sst-5,int8,sparse_p0p1,3e-06,124.77310326553767,0.0005724973463910919,11.182075972691493,0.08790944979826461,0.0075407241348233595,0.0005724973463910919,0.0,0.9994275026536089,0.0005724973463910919,0.0,1.5053445867441063e-05,0.0003508302070137251,14.571006008443971
roberta-large,sst-5,int8,sparse_p0p1,1e-05,35.94569838870859,0.0018556486822078025,6.070459758493344,0.16288156589109967,0.007541975837138508,0.0018556486822078025,0.0,0.9981443513177922,0.0018556486822078025,0.0,2.7203569246599968e-05,0.0006339966220584171,13.774948654501694
roberta-large,sst-5,int8,sparse_p0p1,3e-05,11.37228458848841,0.005503265691340222,3.511728124174501,0.27969517770244556,0.007542445225506689,0.005503265691340222,0.0,0.9944967343086598,0.005503265691340222,0.0,4.709011298587006e-05,0.0010974652735733286,13.653176965124556
roberta-large,sst-5,int8,sparse_p0p1,0.0001,2.7760966925789785,0.01843851387887527,1.9408127451220185,0.5129045438448616,0.007545887406873348,0.018471371064647923,0.0,0.9815614861211247,0.01840737778378595,3.1136095089321475e-05,8.668331001444247e-05,0.002020210114335194,14.08784652604418
roberta-large,sst-5,int8,sparse_p0p1,0.0003,0.4587484980957745,0.04886911825082112,1.2038578373133673,0.8267281857869803,0.007552771769606665,0.055413330879996794,0.0,0.9511308817491789,0.042976103751101495,0.005893014499719618,0.00015109234495604598,0.0035213039676031043,14.440902040076686
roberta-large,sst-5,int8,sparse_p0p1,0.001,0.04437234033801389,0.0813199701594168,1.0181580412485924,0.9783685225710188,0.007589071136745974,0.18480039103180326,0.0,0.9186800298405832,0.03238372937194585,0.04893624078747096,0.0003415302761464399,0.007959582047660311,33.9318257378771
roberta-large,sst-5,int8,sparse_p0p1,0.003,0.0068510277994863495,0.09363218351958663,0.9989653217714343,0.9965715245584594,0.007695622296322999,0.5536352877413282,0.0,0.9063678164804133,0.012548002783785948,0.08108418073580069,0.00095404656591792,0.022234666877545592,229.56436791361088
roberta-large,sst-5,int8,sparse_p0p1,0.01,0.0033233741448169736,0.09815427105863975,0.9943703344521301,0.9983449958317607,0.0082825142193383,1.8429909990086517,0.0,0.9018457289413603,0.003832086637827445,0.0943221844208123,0.0031473131987510743,0.07335015190396185,2447.0916442710286
roberta-large,sst-5,int8,sparse_p0p1,0.03,0.009158040654591788,0.09924059220539934,0.9721784732239445,0.9956899461309954,0.013109860660498277,5.407338981014179,0.0,0.9007594077946006,0.0012654710406152367,0.0979751211647841,0.009258310813189546,0.21577086919440602,20359.29258049687
roberta-large,sst-5,int8,sparse_p0p1,0.1,0.13599644422454027,0.09986613043739485,0.740700894223638,0.9536062988027757,0.048463879626291756,14.089904926950654,0.0,0.9001338695626051,0.00038912295722182166,0.09947700748017303,0.02406489762890111,0.5608478677411721,83627.73191175678
