d,Delta,G,L,n_dirs,alpha,beta,gamma,h_ref,h_q,h_loc,rho_min,W1_low,W1_high,W01_low,W01_high,empirical_min_h,empirical_min_A,rho_emp_W1_low,rho_emp_W1_high,h_emp_center,h_emp_opt,bound_coverage_frac,center_error_log10,endpoint_error_low_log10,endpoint_error_high_log10,W1_exists,W01_exists
1000,0.001,10.0,0.1,256,2.5e-05,40080.00000000001,2.001999000998752,0.0049975031203201,0.0005,0.0499500748752183,0.0200799899800474,0.0005007739327747,0.0498728783649436,0.0015916316134022,0.0156914685705589,0.01,0.3539125886783618,0.0003,0.1,0.0054772255750516,0.01,1.0,0.0398075534066191,0.2225204593590343,0.3021355661722866,True,True
1000,0.001,10.0,1.0,256,2.5e-05,4008000.0,20.01999000998752,0.001580349247401,0.0005,0.0049950074875218,0.2007998998004742,0.0005033181094279,0.0049620780515912,,,0.003,3.1768544201859585,0.0003,0.01,0.0017320508075688,0.003,1.0,0.0398075534066191,0.224721301910627,0.3043364087238655,True,False
1000,0.01,1.0,0.1,256,2.5e-05,40080.00000000001,2.001999000998752,0.0049975031203201,0.005,0.0049950074875218,2.0079989980047426,,,,,0.01,0.3725099174727601,0.003,0.01,0.0054772255750516,0.01,1.0,0.0398075534066191,,,False,False
1000,0.01,1.0,1.0,256,2.5e-05,4008000.0,20.01999000998752,0.001580349247401,0.005,0.0004995007487521,20.07998998004742,,,,,1e-08,1.1181129428434984,,,,1e-08,1.0,,,,False,False
1000,0.01,10.0,0.1,256,0.0025,40080.00000000001,20.01999000998752,0.01580349247401,0.005,0.0499500748752183,0.2007998998004742,0.0050331810942796,0.0496207805159128,,,0.03,3.176853473905088,0.003,0.1,0.0173205080756887,0.03,1.0,0.0398075534066191,0.2247213019106269,0.3043364087238656,True,False
1000,0.01,10.0,1.0,256,0.0025,4008000.0,200.1999000998752,0.0049975031203201,0.005,0.0049950074875218,2.007998998004742,,,,,0.01,37.25099174727601,0.003,0.01,0.0054772255750516,0.01,1.0,0.0398075534066191,,,False,False
10000,1e-05,1.0,0.1,128,2.5000000000000004e-11,4000800.000000001,0.02000199990001,4.999750031245313e-05,5e-06,0.0004999500074987,0.02000799989998,5.001000150175355e-06,0.0004998500224812,1.5894311185472695e-05,0.0001572732538279,0.0001,0.0032936793238791,3e-06,0.001,5.477225575051661e-05,0.0001,1.0,0.0396123355767247,0.2219356128694624,0.3011602840228873,True,True
10000,1e-05,1.0,1.0,128,2.5000000000000004e-11,400080000.0,0.2000199990001,1.581059783023321e-05,5e-06,4.999500074987502e-05,0.2000799989998,5.026222518558473e-06,4.973416971222129e-05,,,3e-05,0.0339867512823129,3e-06,0.0001,1.7320508075688774e-05,3e-05,1.0,0.0396123355767247,0.2241204568434736,0.3033451279969223,True,False
10000,1e-05,10.0,0.1,128,2.500000000000001e-09,4000800.000000001,0.2000199990001,0.0001581059783023,5e-06,0.0049995000749875,0.002000799989998,5.000752371160166e-06,0.0049987478922402,1.581455105340043e-05,0.0015806645595271,0.0003,0.0323521766638295,3e-06,0.01,0.0001732050807568,0.0003,1.0,0.0396123355767246,0.2219140948287349,0.3011387659819243,True,True
10000,1e-05,10.0,1.0,128,2.500000000000001e-09,400080000.0,2.000199990001,4.999750031245314e-05,5e-06,0.0004999500074987,0.02000799989998,5.001000150175355e-06,0.0004998500224812,1.5894311185472695e-05,0.0001572732538279,0.0001,0.3293679323879116,3e-06,0.001,5.477225575051661e-05,0.0001,1.0,0.0396123355767246,0.2219356128694624,0.3011602840228873,True,True
10000,0.0001,1.0,0.1,128,2.5e-09,4000800.000000001,0.2000199990001,0.0001581059783023,5e-05,0.0004999500074987,0.2000799989998,5.026222518558473e-05,0.0004973416971222,,,0.0003,0.0339924669874304,3e-05,0.001,0.0001732050807568,0.0003,1.0,0.0396123355767247,0.2241204568434736,0.3033451279969223,True,False
10000,0.0001,1.0,1.0,128,2.5e-09,400080000.0,2.000199990001,4.999750031245313e-05,5e-05,4.999500074987502e-05,2.0007999899980007,,,,,0.0001,0.4055765053571093,3e-05,0.0001,5.477225575051661e-05,0.0001,1.0,0.0396123355767247,,,False,False
10000,0.0001,10.0,0.1,128,2.5e-07,4000800.000000001,2.000199990001,0.0004999750031245,5e-05,0.0049995000749875,0.02000799989998,5.001000150175355e-05,0.0049985002248125,0.0001589431118547,0.0015727325382798,0.001,0.3293679344853275,3e-05,0.01,0.0005477225575051,0.001,1.0,0.0396123355767247,0.2219356128694624,0.3011602840228873,True,True
10000,0.0001,10.0,1.0,128,2.5e-07,400080000.0,20.00199990001,0.0001581059783023,5e-05,0.0004999500074987,0.2000799989998,5.026222518558473e-05,0.0004973416971222,,,0.0003,3.3992466987430423,3e-05,0.001,0.0001732050807568,0.0003,1.0,0.0396123355767246,0.2241204568434736,0.3033451279969223,True,False
10000,0.001,1.0,0.1,128,2.5e-07,4000800.000000001,2.000199990001,0.0004999750031245,0.0005,0.0004999500074987,2.0007999899980007,,,,,0.001,0.4055766064483682,0.0003,0.001,0.0005477225575051,0.001,1.0,0.0396123355767247,,,False,False
10000,0.001,1.0,1.0,128,2.5e-07,400080000.0,20.00199990001,0.0001581059783023,0.0005,4.999500074987502e-05,20.007999899980007,,,,,1e-08,1.0311129446073486,,,,1e-08,1.0,,,,False,False
10000,0.001,10.0,0.1,128,2.5e-05,4000800.000000001,20.00199990001,0.0015810597830233,0.0005,0.0049995000749875,0.2000799989998,0.0005026222518558,0.0049734169712221,,,0.003,3.3986759772840927,0.0003,0.01,0.0017320508075688,0.003,1.0,0.0396123355767246,0.2241204568434736,0.3033451279969223,True,False
10000,0.001,10.0,1.0,128,2.5e-05,400080000.0,200.0199990001,0.0004999750031245,0.0005,0.0004999500074987,2.0007999899980007,,,,,0.001,40.55766064483682,0.0003,0.001,0.0005477225575051,0.001,1.0,0.0396123355767247,,,False,False
10000,0.01,1.0,0.1,128,2.5e-05,4000800.000000001,20.00199990001,0.0015810597830233,0.005,0.0004999500074987,20.007999899980007,,,,,1e-08,1.0311129446073486,,,,1e-08,1.0,,,,False,False
10000,0.01,1.0,1.0,128,2.5e-05,400080000.0,200.0199990001,0.0004999750031245,0.005,4.999500074987502e-05,200.07999899980007,,,,,1e-08,1.0311129446073486,,,,1e-08,1.0,,,,False,False
10000,0.01,10.0,0.1,128,0.0025,4000800.000000001,200.0199990001,0.0049997500312453,0.005,0.0049995000749875,2.0007999899980007,,,,,0.01,40.55765125235644,0.003,0.01,0.0054772255750516,0.01,1.0,0.0396123355767246,,,False,False
10000,0.01,10.0,1.0,128,0.0025,400080000.0,2000.199990001,0.0015810597830233,0.005,0.0004999500074987,20.007999899980007,,,,,1e-08,103.11129446073484,,,,1e-08,1.0,,,,False,False
100000,1e-05,1.0,0.1,32,2.5000000000000004e-11,400008000.0000001,0.2000019999900001,1.581130924488859e-05,5e-06,4.999950000749988e-05,0.2000079999899998,5.025525553303499e-06,4.9745543503040187e-05,,,3e-05,0.0255307200305008,3e-06,0.0001,1.7320508075688774e-05,3e-05,1.0,0.0395927944745075,0.2240602308683228,0.303245819817338,True,False
100000,1e-05,1.0,1.0,32,2.5000000000000004e-11,40000800000.0,2.000019999900001,4.999975000312495e-06,5e-06,4.999950000749988e-06,2.0000799998999983,,,,,1e-05,0.4334404111216426,3e-06,1e-05,5.477225575051661e-06,1e-05,1.0,0.0395927944745074,,,False,False
100000,1e-05,10.0,0.1,32,2.500000000000001e-09,400008000.0000001,2.000019999900001,4.999975000312496e-05,5e-06,0.0004999950000749,0.0200007999989999,5.000325066205548e-06,0.0004999624958926,1.5892107187817022e-05,0.0001573092209125,0.0001,0.3774311763809721,3e-06,0.001,5.477225575051661e-05,0.0001,1.0,0.0395927944745074,0.2218769835904397,0.3010625725395036,True,True
100000,1e-05,10.0,1.0,32,2.500000000000001e-09,40000800000.0,20.00019999900001,1.5811309244888592e-05,5e-06,4.999950000749988e-05,0.2000079999899998,5.025525553303499e-06,4.9745543503040187e-05,,,3e-05,2.553072003050083,3e-06,0.0001,1.7320508075688774e-05,3e-05,1.0,0.0395927944745074,0.2240602308683228,0.303245819817338,True,False
100000,0.0001,1.0,0.1,32,2.5e-09,400008000.0000001,2.000019999900001,4.999975000312495e-05,5e-05,4.999950000749988e-05,2.0000799998999983,,,,,0.0001,0.4334404080738545,3e-05,0.0001,5.477225575051661e-05,0.0001,1.0,0.0395927944745075,,,False,False
100000,0.0001,1.0,1.0,32,2.5e-09,40000800000.0,20.00019999900001,1.581130924488859e-05,5e-05,4.999950000749988e-06,20.00079999899998,,,,,1e-08,1.083359376257078,,,,1e-08,1.0,,,,False,False
100000,0.0001,10.0,0.1,32,2.5e-07,400008000.0000001,20.00019999900001,0.0001581130924488,5e-05,0.0004999950000749,0.2000079999899998,5.0255255533035e-05,0.0004974554350304,,,0.0003,2.5530717390920525,3e-05,0.001,0.0001732050807568,0.0003,1.0,0.0395927944745075,0.2240602308683229,0.303245819817338,True,False
100000,0.0001,10.0,1.0,32,2.5e-07,40000800000.0,200.0019999900001,4.999975000312496e-05,5e-05,4.999950000749988e-05,2.0000799998999983,,,,,0.0001,43.344040807385454,3e-05,0.0001,5.477225575051661e-05,0.0001,1.0,0.0395927944745074,,,False,False
100000,0.001,1.0,0.1,32,2.5e-07,400008000.0000001,20.00019999900001,0.0001581130924488,0.0005,4.999950000749988e-05,20.00079999899998,,,,,1e-08,1.083359376257078,,,,1e-08,1.0,,,,False,False
100000,0.001,1.0,1.0,32,2.5e-07,40000800000.0,200.0019999900001,4.999975000312496e-05,0.0005,4.999950000749988e-06,200.0079999899998,,,,,1e-08,1.083359376257078,,,,1e-08,1.0,,,,False,False
100000,0.001,10.0,0.1,32,2.5e-05,400008000.0000001,200.0019999900001,0.0004999975000312,0.0005,0.0004999950000749,2.0000799998999983,,,,,0.001,43.34405189507641,0.0003,0.001,0.0005477225575051,0.001,1.0,0.0395927944745075,,,False,False
100000,0.001,10.0,1.0,32,2.5e-05,40000800000.0,2000.019999900001,0.0001581130924488,0.0005,4.999950000749988e-05,20.00079999899998,,,,,1e-08,108.3359376257078,,,,1e-08,1.0,,,,False,False
100000,0.01,1.0,0.1,32,2.5e-05,400008000.0000001,200.0019999900001,0.0004999975000312,0.005,4.999950000749988e-05,200.00799998999983,,,,,1e-08,1.083359376257078,,,,1e-08,1.0,,,,False,False
100000,0.01,1.0,1.0,32,2.5e-05,40000800000.0,2000.019999900001,0.0001581130924488,0.005,4.999950000749988e-06,2000.079999899998,,,,,1e-08,1.083359376257078,,,,1e-08,1.0,,,,False,False
100000,0.01,10.0,0.1,32,0.0025,400008000.0000001,2000.019999900001,0.0015811309244888,0.005,0.0004999950000749,20.00079999899998,,,,,1e-08,108.3359376257078,,,,1e-08,1.0,,,,False,False
100000,0.01,10.0,1.0,32,0.0025,40000800000.0,20000.19999900001,0.0004999975000312,0.005,4.999950000749988e-05,200.00799998999983,,,,,1e-08,108.3359376257078,,,,1e-08,1.0,,,,False,False
