d,Delta,G,L,n_dirs,h,A_true,envelope,rho_theory,rho_emp,vector_radius_error,V_dir,h_ref,W1_low,W1_high,W01_low,W01_high
1000,1e-05,1.0,0.1,256,0.01,0.2518990795142332,4.010002249000999,4.0200122387612405,0.253499415633458,253.75291504909148,1001.0,0.0001580349247401,5.007489425950745e-06,0.0049875367301315,1.583586220408286e-05,0.0015771188910175
1000,1e-05,1.0,0.1,256,0.03,2.2671795248257283,36.07400202677878,36.18010791996894,2.28157745954923,2283.8590370087795,1001.0,0.0001580349247401,5.007489425950745e-06,0.0049875367301315,1.583586220408286e-05,0.0015771188910175
1000,1e-05,1.0,0.1,256,0.1,25.19107794280005,400.80200200150114,402.0011988037065,25.35105247474334,25376.403527218084,1001.0,0.0001580349247401,5.007489425950745e-06,0.0049875367301315,1.583586220408286e-05,0.0015771188910175
1000,1e-05,1.0,0.1,256,0.3,226.7199711038404,3607.202001999279,3618.010789211069,228.15974324294285,228387.9029861858,1001.0,0.0001580349247401,5.007489425950745e-06,0.0049875367301315,1.583586220408286e-05,0.0015771188910175
1000,1e-05,1.0,0.1,256,1.0,2519.110554333745,40080.00200199903,40200.11988011991,2535.108020098085,2537643.1281181835,1001.0,0.0001580349247401,5.007489425950745e-06,0.0049875367301315,1.583586220408286e-05,0.0015771188910175
1000,1e-05,1.0,1.0,256,1e-08,1.1181129428434984,250000.02001999045,250749.2507492512,1.1235440567995765,1124.667600856376,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,3e-08,1.1181129428434984,27777.797797771407,27861.02786103149,1.1235440567995765,1124.667600856376,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,1e-07,1.1181129428434984,2500.020020030091,2507.4925075327087,1.1235440567995765,1124.667600856376,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,3e-07,1.1181129428434984,277.7977981285078,278.6102789720797,1.1235440567995765,1124.667600856376,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,1e-06,1.1181129428434984,25.020023998009997,25.07492909493708,1.1235440567995765,1124.667600856376,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,3e-06,0.7344361717685369,2.797833839787765,2.7861389662106784,0.7428995854447827,743.6424850302275,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,1e-05,0.0845506332097044,0.2704207900099875,0.2511512519480519,0.0852169693221092,85.30218629143138,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,3e-05,0.0095005698668204,0.0514049677877653,0.0314790386502386,0.009527456054335,9.536983510389364,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.0001,0.0035391239469134,0.0625999900099875,0.0427076123876123,0.0035546289441216,3.5581835730657416,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.0003,0.0226217371252061,0.3810177677877652,0.3620796891996892,0.0227737568226709,22.79653057949366,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.001,0.2520870233683082,4.028044990009987,4.020037062937063,0.2536974805580536,253.9511780386117,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.003,2.267158432914029,36.09202276778777,36.18011067821068,2.2815522927381022,2283.83384503084,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.01,25.19098855299559,400.82002024001,402.0011990519481,25.350966194945148,25376.31716114009,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.03,226.7198107671537,3607.220020017788,3618.01078923865,228.15959468342024,228387.75427810365,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.1,2519.11062565176,40080.02001999251,40200.1198801224,2535.1081114649405,2537643.2195764054,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,0.3,22671.99717648275,360720.0200199903,361801.0789210792,22815.97448436394,22838790.4588483,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,1.0,1.0,256,1.0,251911.05795316747,4008000.02001999,4020011.988011988,253510.8046444018,253764315.4490462,1001.0,4.997503120320104e-05,5.007739327747257e-06,0.0004987287836494,1.5916316134022282e-05,0.0001569146857055
1000,1e-05,10.0,0.1,256,1e-08,111.81129428434984,25000000.02002,250749.2507492508,1.1235440567995765,112466.7600856376,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,3e-08,111.81129428434984,2777777.7977977693,27861.02786102787,1.1235440567995765,112466.7600856376,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,1e-07,111.81129428434984,250000.0200199905,2507.4925074925127,1.1235440567995765,112466.7600856376,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,3e-07,111.81129428434984,27777.797797771407,278.6102786103149,1.1235440567995765,112466.7600856376,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,1e-06,111.81129428434984,2500.020020030091,25.074925075327087,1.1235440567995765,112466.7600856376,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,3e-06,73.4927840816415,277.7977981285078,2.7861027897207973,0.7433998766064681,74414.32764830746,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,1e-05,8.46046937431063,25.020023998009997,0.2507492909493706,0.0852634975773883,8534.876107496573,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,3e-05,0.9338540136446892,2.797833839787766,0.0278613896621067,0.0093740041697765,938.3378173946368,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.0001,0.0860237060906962,0.2704207900099875,0.0025115125194805,0.0008682635304614,86.91317939919189,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.0003,0.0084442131658145,0.0514049677877653,0.0003147903865023,8.494268808417142e-05,8.50276307722556,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.001,0.0034246822847309,0.0625999900099875,0.0004270761238761,3.4566259323198034e-05,3.4600825582521235,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.003,0.0227241200087499,0.3810177677877654,0.0036207968919968,0.0002286357575927,22.88643933503237,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.01,0.2517986058895209,4.028044990009988,0.0402003706293706,0.0025340455173599,253.65795628773049,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.03,2.266994467310747,36.09202276778777,0.3618011067821069,0.0228139335578998,2283.674749145772,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.1,25.19079488084385,400.8200202400101,4.020011990519483,0.2535076615107516,25376.11691722624,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,0.3,226.71996450259843,3607.220020017788,36.18010789238652,2.281597272446245,228387.8869718692,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,0.1,256,1.0,2519.110302355187,40080.02001999252,402.001198801224,25.351077566395087,2537642.8643961484,100100.0,0.000499750312032,5.007486930992974e-06,0.0498753921875436,1.5835071945322756e-05,0.0157719759809644
1000,1e-05,10.0,1.0,256,1e-08,111.81129428434984,25000000.200199906,250749.2507492508,1.1235440567995765,112466.7600856376,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,3e-08,111.81129428434984,2777777.977977684,27861.027861027906,1.1235440567995765,112466.7600856376,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,1e-07,111.81129428434984,250000.2001999403,2507.49250749291,1.1235440567995765,112466.7600856376,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,3e-07,111.81129428434984,27777.97797803861,278.6102786138967,1.1235440567995765,112466.7600856376,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,1e-06,111.81129428434984,2500.200203908101,25.074925115125204,1.1235440567995765,112466.7600856376,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,3e-06,73.4882931630168,277.97801374987773,2.7861031479038654,0.7433541814918124,74409.75356733042,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,1e-05,8.459737864729348,25.20060070009988,0.2507532707612387,0.085256852527174,8534.21093797012,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,3e-05,0.9334535907850672,2.981584877877653,0.0278972079689199,0.009369100890051,937.8469990941142,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.0001,0.0899479579752321,0.4902799000998752,0.0029094937062937,0.0009068863317922,90.77932181240708,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.0003,0.0296762057339588,0.5886976778776529,0.003896621067821,0.0002993828698661,29.96822527360535,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.001,0.2542385853744491,4.210699900099876,0.0402251948051948,0.0025594725263828,256.20319989092707,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.003,2.266834865696553,36.27247767787765,0.3618038650238651,0.0228119487292462,2283.4760677975496,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.01,25.18990795142332,401.0002249000999,4.020012238761239,0.253499415633458,25375.291504909143,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.03,226.7179524825728,3607.4002026778776,36.180107919968926,2.28157745954923,228385.903700878,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.1,2519.1077942800043,40080.2002001501,402.0011988037064,25.351052474743337,2537640.352721808,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,0.3,22671.99711038404,360720.2001999279,3618.010789211068,228.15974324294288,22838790.29861858,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,1e-05,10.0,1.0,256,1.0,251911.05543337445,4008000.200199903,40200.1198801199,2535.108020098085,253764312.81181836,100100.0,0.0001580349247401,5.007489425950746e-06,0.0049875367301315,1.5835862204082863e-05,0.0015771188910175
1000,0.0001,1.0,0.1,256,1e-08,1.1181129428434984,25000000.020019986,25074925.07492508,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,3e-08,1.1181129428434984,2777777.7977977684,2786102.786102787,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,1e-07,1.1181129428434984,250000.02001999048,250749.2507492512,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,3e-07,1.1181129428434984,27777.7977977714,27861.02786103149,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,1e-06,1.1181129428434984,2500.02002003009,2507.4925075327087,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,3e-06,1.1181129428434984,277.79779812850774,278.6102789720797,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,1e-05,1.1181129428434984,25.020023998009982,25.074929094937065,1.1235440567995765,1124.667600856376,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,3e-05,0.7344361717685368,2.797833839787765,2.7861389662106784,0.7428995854447827,743.6424850302275,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.0001,0.0845506330123784,0.2704207900099875,0.2511512519480519,0.085216969113996,85.30218608311006,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.0003,0.0095005692391074,0.0514049677877653,0.0314790386502386,0.0095274554060323,9.536982861438332,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.001,0.003539124468834,0.0625999900099875,0.0427076123876124,0.0035546294686661,3.558184098134791,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.003,0.0226217376437243,0.3810177677877654,0.3620796891996893,0.0227737573302793,22.796531087609612,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.01,0.2520870247794594,4.028044990009988,4.020037062937065,0.2536974819716049,253.95117945357657,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.03,2.267158430410096,36.09202276778777,36.180110678210696,2.28155228973209,2283.833842021822,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.1,25.1909880710715,400.8200202400101,402.00119905194833,25.350965767052184,25376.31673281924,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,0.3,226.71981104736903,3607.220020017788,3618.0107892386513,228.15959496511343,228387.75456007852,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,0.1,256,1.0,2519.1106261824307,40080.02001999252,40200.11988012241,2535.10811201066,2537643.2201226703,1001.0,0.000499750312032,5.007739327747256e-05,0.0049872878364943,0.0001591631613402,0.0015691468570558
1000,0.0001,1.0,1.0,256,1e-08,1.1181129428434984,25000000.20019989,25074925.07492508,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,3e-08,1.1181129428434984,2777777.9779776824,2786102.786102791,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,1e-07,1.1181129428434984,250000.20019994024,250749.250749291,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,3e-07,1.1181129428434984,27777.9779780386,27861.02786138967,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,1e-06,1.1181129428434984,2500.2002039081,2507.49251151252,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,3e-06,1.1181129428434984,277.9780137498777,278.6103147903865,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,1e-05,1.1181129428434984,25.200600700099876,25.07532707612388,1.1235440567995765,1124.667600856376,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,3e-05,0.7302017732360828,2.9815848778776526,2.7897207968919973,0.7385891349272729,739.3277240622001,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.0001,0.0867237306659262,0.4902799000998752,0.2909493706293706,0.0874748667440276,87.56234161077168,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.0003,0.0317685328063409,0.5886976778776529,0.3896621067821068,0.0318498026924228,31.881652495115315,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.001,0.254657490710883,4.210699900099876,4.022519480519481,0.2561835202086612,256.4397037288699,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.003,2.2660490853567348,36.27247767787765,36.1803865023865,2.280514726259978,2282.7952409862382,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.01,25.193858217936807,401.0002249000999,402.0012238761239,25.35397219577445,25379.32616797022,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.03,226.7199605647932,3607.4002026778776,3618.010791996892,228.1596774758672,228387.83715334308,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.1,2519.1097874232264,40080.2002001501,40200.11988037063,2535.1069870222336,2537642.094009256,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,0.3,22671.999690123157,360720.2001999279,361801.0789211068,22815.977986126723,22838793.96411285,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,1.0,1.0,256,1.0,251911.09092945355,4008000.200199903,4020011.988011991,253510.83983904647,253764350.67888552,1001.0,0.0001580349247401,5.033181094279628e-05,0.0004962078051591,,
1000,0.0001,10.0,0.1,256,1e-08,111.81129428434984,2500000000.2002,25074925.07492508,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,3e-08,111.81129428434984,277777777.9779777,2786102.786102787,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,1e-07,111.81129428434984,25000000.200199906,250749.2507492508,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,3e-07,111.81129428434984,2777777.977977682,27861.027861027906,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,1e-06,111.81129428434984,250000.20019994015,2507.49250749291,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,3e-06,111.81129428434984,27777.977978038594,278.6102786138967,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,1e-05,111.81129428434984,2500.2002039080994,25.074925115125197,1.1235440567995765,112466.7600856376,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,3e-05,73.4882931630168,277.9780137498777,2.7861031479038654,0.7433541814918124,74409.75356733042,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.0001,8.459737844979314,25.20060070009988,0.2507532707612387,0.0852568523191246,8534.210917144374,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.0003,0.933453522656396,2.981584877877653,0.0278972079689199,0.0093691001871041,937.84692872913,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.001,0.0899479676574702,0.4902799000998752,0.0029094937062937,0.0009068864314892,90.77933179207405,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.003,0.0296762110813432,0.5886976778776531,0.003896621067821,0.0002993829222738,29.968230519610756,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.01,0.2542385912013891,4.210699900099876,0.0402251948051948,0.0025594725841658,256.20320567499743,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.03,2.266834806197356,36.27247767787765,0.3618038650238651,0.0228119480861286,2283.476003421478,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.1,25.18989762358576,401.0002249001,4.0200122387612405,0.2534993233246145,25375.28226479392,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,0.3,226.7179532796441,3607.400202677878,36.18010791996894,2.2815774677262324,228385.90451939587,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
1000,0.0001,10.0,0.1,256,1.0,2519.1077951365837,40080.20020015011,402.0011988037064,25.351052482879897,2537640.353536277,100100.0,0.001580349247401,5.007489425950746e-05,0.0498753673013159,0.0001583586220408,0.0157711889101756
