source_path,script_path,field_name,metric_definition_from_code,model,task,precision,mode,quantizer,checkpoint,batch,direction_seed,h,value,is_true_directional_mse,reason
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,delta_visibility_nmse_mean,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,0.2398298023550321,False,This is displacement geometry and explains the old curve whose minimum was at large h.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,delta_visibility_nmse_mean,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.004,0.1409742080074549,False,This is displacement geometry and explains the old curve whose minimum was at large h.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,delta_visibility_nmse_mean,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.005,0.0948361604031309,False,This is displacement geometry and explains the old curve whose minimum was at large h.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,delta_visibility_nmse_mean,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.034494639315009,False,This is displacement geometry and explains the old curve whose minimum was at large h.
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,17243.56612850692,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,3.9966490405975614,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,2285.0301580571854,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0015,2.43370764864663,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,60.44531187473048,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.002,1.6449645597761415,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,14.77438896999942,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,0.8771312439175236,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.004,0.5318189618953525,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.005,0.3538373418998331,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
outputs/rtnclip_int4_g128_rtnclip_roberta_sst5_seed16_20260521/int4_hsearch_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,lowbit_true_nmse,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.100231443991697,False,"Runner documents this as dequantized effective-displacement nMSE, not loss-level directional MSE."
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-08,25030821.85161253,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-08,3045518.8036009865,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-07,285556.1187799449,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-07,35997.04279199124,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-06,6684.054573230617,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-06,1950.104694004116,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,535.4693382052942,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,161.19795318265952,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,46.90416557518289,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,15.861075873864394,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,4.430447045162584,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,1.0040297476687212,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.1153451760248642,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.03,0.0311170547486392,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.1,0.180823497570693,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-08,29447108.442038585,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-08,3118004.925908355,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-07,273306.04892465705,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-07,31299.72256710905,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-06,7148.042819599377,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-06,1959.5455130699104,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,490.574426431948,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,166.26500935045254,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,46.82335674137155,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,15.843249204128114,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,4.4291791174081725,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,1.0073932980947422,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
