source,run_name,precision_mode,h,seed,data_seed,batch_size,max_steps,steps_completed,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,last_eval_loss,last5_eval_acc_mean,last5_eval_acc_std,last5_eval_loss_mean,last5_eval_loss_std,final_train_loss,final_train_acc,last5_train_acc_mean,last5_train_acc_std,nan_occurred,first_nan_step,checkpoint_count,final_checkpoint_path,best_acc_checkpoint_path,best_loss_checkpoint_path,probe_corr_fd_true,probe_nMSE_fd_true,probe_sign_agreement,probe_alignment,probe_norm_ratio,status
previous_11h,fp32_h4e-3_seed16_bs64_ckpt1k,fp32,0.004,16,16,64,20000,19990,0.4613583138173302,19990,0.4613583138173302,19990,1.3590304851531982,1.3590304851531982,,,,,1.4285062551498413,0.453125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000004384446,0.9999999986895108,completed
previous_11h,fp16_h4e-3_seed16_bs64_ckpt1k,fp16,0.004,16,16,64,20000,19990,0.32669789227166274,13990,0.32669789227166274,19990,1.5478515625,1.5478515625,,,,,1.537200927734375,0.328125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000033567413,1.0000000001362495,completed
previous_11h,fp32_h3e-4_seed16_bs64_ckpt1k,fp32,0.0003,16,16,64,20000,19990,0.48009367681498827,17990,0.4718969555035129,19990,1.2217601537704468,1.2217601537704468,,,,,1.2447969913482666,0.4375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.000000000503896,0.9999999989698292,completed
previous_11h,fp16_h3e-4_seed16_bs64_ckpt1k,fp16,0.0003,16,16,64,20000,19990,0.43559718969555034,19990,0.43559718969555034,19990,1.45703125,1.45703125,,,,,1.44158935546875,0.4375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999954872283,1.0000000080674136,completed
previous_11h,fp32_h5e-3_seed16_bs64_ckpt1k,fp32,0.005,16,16,64,20000,19990,0.38875878220140514,19990,0.38875878220140514,19990,1.4804675579071045,1.4804675579071045,,,,,1.657491683959961,0.34375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999931229093,1.0000000040699197,completed
previous_11h,fp16_h5e-3_seed16_bs64_ckpt1k,fp16,0.005,16,16,64,20000,19990,0.3372365339578454,19990,0.3372365339578454,19990,1.5478515625,1.5478515625,,,,,1.5675506591796875,0.375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.000000000469139,1.0000000017886053,completed
previous_11h,fp32_h1e-3_seed16_bs64_ckpt1k,fp32,0.001,16,16,64,20000,19990,0.477751756440281,15990,0.46955503512880564,19990,1.2280547618865967,1.2280547618865967,,,,,1.2635478973388672,0.4375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.999999999127056,1.0000000008910417,completed
previous_11h,fp16_h1e-3_seed16_bs64_ckpt1k,fp16,0.001,16,16,64,20000,19990,0.44730679156908665,19990,0.44730679156908665,19990,1.4482421875,1.4482421875,,,,,1.4446563720703125,0.484375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999918085413,0.9999999926652628,completed
previous_11h,fp32_h1p5e-3_seed16_bs64_ckpt1k,fp32,0.0015,16,16,64,20000,19990,0.477751756440281,19990,0.477751756440281,19990,1.2346433401107788,1.2346433401107788,,,,,1.2528730630874634,0.453125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000024702993,1.0000000030044975,completed
previous_11h,fp16_h1p5e-3_seed16_bs64_ckpt1k,fp16,0.0015,16,16,64,20000,19990,0.45784543325526933,19990,0.45784543325526933,19990,1.392578125,1.392578125,,,,,1.41265869140625,0.453125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000020783855,0.9999999968671222,completed
previous_11h,fp32_h1e-2_seed16_bs64_ckpt1k,fp32,0.01,16,16,64,20000,19990,0.2775175644028103,990,0.275175644028103,19990,1.6413358449935913,1.689415693283081,,,,,1.5968384742736816,0.296875,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000028073215,1.0000000016828197,completed
previous_11h,fp16_h1e-2_seed16_bs64_ckpt1k,fp16,0.01,16,16,64,20000,19990,0.26229508196721313,18990,0.2611241217798595,19990,1.615234375,1.6328125,,,,,1.5696334838867188,0.234375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-2_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000011263248,0.999999999911601,completed
left_tail,fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,16,16,64,20000,19990,0.2962529274004684,4990,0.27400468384074944,19990,1.5518829822540283,1.5917367935180664,0.246135831381733,0.035465985245732266,1.6062789678573608,0.02158355163888901,1.6275099515914917,0.1875,0.1875,0.0,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.7540157363182145,0.9337658039352992,completed
left_tail,fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,16,16,64,20000,19990,0.24824355971896955,990,0.24824355971896955,19990,1.7724609375,1.7724609375,0.24824355971896955,0.0,1.7724609375,0.0,1.8317794799804688,0.21875,0.21875,0.0,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,,,completed
