group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,source_output_dir
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.001,16,1.0454795597702189e-05,1.8617145105177892e-05,2.2087913140708267e-05,4264.83154296875,3677.3681640625,0.7822413579821922,1.0,0.0,0.2659294945659007,0.24254150652331574,0.6183885515023284,0.6851058984733784,0.399868610948746,False,False,0.9999226935826453,1.000080595709051,0.011251652585111788,2.4873018573585253e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0015,16,7.767535820579348e-06,1.4101714441663366e-05,1.8073292814986814e-05,3168.741861979167,3041.585286458333,0.7026885337022054,1.0,0.0,0.4866200714269058,0.030876923612323148,0.32020435259768004,0.10902195285814062,0.6851058984733784,False,False,0.9999662344513798,1.0000346411208585,0.007502456708252596,2.4657458079956384e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.002,16,6.003420961070095e-06,1.3666296851168408e-05,1.905711580538997e-05,2449.03564453125,2435.6842041015625,0.6781880463335537,1.0,0.0,0.9401913332538423,0.533984803011971,0.03186068350308428,1.0552542933237887,0.10902195285814062,False,False,0.9999812847508722,1.0000224435070395,0.005626837781694853,2.4482116612133826e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.003,16,8.57422505722983e-06,2.0963892217127493e-05,2.1731564138400205e-05,3498.077392578125,2255.757649739583,1.045954948883942,1.0,0.0,nan,0.264804794313664,0.34810305940677816,0.8165882408814011,1.0552542933237887,False,False,0.9999918621047715,1.0000082009498064,0.0037506513671379128,2.4223512080547628e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.004,16,5.702702379442452e-06,2.6515231648502554e-05,3.129928740415544e-05,2326.369285583496,2382.3976516723633,0.6586283298066425,1.0,0.0,nan,0.4209370817182235,0.209364160781315,2.448397620912427,0.8165882408814011,False,False,0.999995500457249,1.0000088172015718,0.002813228604644672,2.4033255620918914e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.005,16,5.929645610218874e-06,1.5353986996362126e-05,1.7492014504010902e-05,2418.8232421875,2420.95947265625,0.6738955955642874,1.0,0.0,0.5970014625084178,0.5970014625084178,0.7269280563971329,1.3111534917605967,2.448397620912427,False,True,0.9999971544312937,1.0000032641661383,0.0022503902074447356,2.3914685073283738e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.01,16,2.562607345558329e-06,6.1876337071972454e-06,8.415866789281611e-06,1045.4177856445312,1045.4177856445312,0.6744907594765948,1.0,0.0,nan,nan,1.4813985832911065,nan,1.3111534917605967,False,False,0.999999313099784,1.0000010075202297,0.0011262982121441343,2.3794458476851308e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,1e-05,16,1.8994517432693654e-05,4.6754941904685216e-05,8.328563190869189e-05,7748.603820800779,5960.464477539062,0.8768379873195735,1.0,0.125,nan,3.007134985364834,nan,1.263481696675449,nan,False,False,1.0000000037013486,0.9999999930876429,0.00013678544429905257,3.1118907971594836e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,3e-05,16,2.2404367731742566e-05,0.00018735336645209945,0.0003179571246945929,9139.378865559895,5761.782328287761,1.069881894342185,1.0,0.0,nan,0.6085806558645452,0.7504451425638825,0.7790672670840824,1.263481696675449,True,False,0.9999999970473619,0.999999997402967,4.549464266570102e-05,3.111761990745654e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.0001,16,2.1770845344471123e-05,7.333373120966963e-05,7.737237713370947e-05,8881.092071533203,6365.776062011719,0.9410030258615417,1.0,0.0,nan,0.6184972249720384,1.5548047509219152,0.8771403380716772,0.7790672670840824,False,False,1.0000000065806507,0.9999999960739725,1.3864847185581387e-05,3.1083755032520467e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.0003,16,1.141835357163965e-05,2.797702134114638e-05,3.081827277460076e-05,4658.434126112197,2251.731024848091,1.395402353575991,1.0,0.0,nan,0.07437526463876871,1.6212129123482957,0.06419279537312698,0.8771403380716772,False,False,1.0000000031571017,1.0000000003876852,4.651440511782299e-06,3.089040967714791e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.001,16,1.1689706781553645e-05,2.5896222900718873e-05,3.0472377145901846e-05,4768.788814544678,2698.1234550476074,1.1921263214581028,1.0,0.0,0.07253774985537836,0.003978049086279584,0.08035142298757096,0.009830642614337175,0.06419279537312698,False,False,0.999999998757267,0.9999999981424382,1.4279125681755937e-06,3.0369512578269686e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.0015,16,1.0527320097595863e-05,2.5793206450892526e-05,3.203967889365962e-05,4294.421937730577,3397.226333618164,0.8526214122471857,1.0,0.0,0.09942572820281553,0.06883352390597836,0.003993937164366953,0.2479028422012572,0.009830642614337175,False,False,1.0000000007971055,0.9999999999811695,9.462218906708656e-07,3.009366762910176e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.002,16,9.91353760739374e-06,2.4017769089209657e-05,3.049379353508252e-05,4043.9963340759277,3957.584500312805,0.6892179202935144,1.0,0.0,0.03540985713145642,0.03285363582370659,0.07392182351185515,0.0823879423663353,0.2479028422012572,False,False,0.9999999985226469,0.9999999988842451,7.323414244505727e-07,2.9894248138444095e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.003,16,9.205746812828884e-06,2.322869801740125e-05,2.5259631704533656e-05,3755.278057522244,2894.2757182651094,0.8751413464444381,1.0,0.0,nan,0.07058238078918094,0.03396966275284261,0.23707692640246314,0.0823879423663353,False,False,0.99999999887996,0.9999999995967463,5.00075817867504e-07,2.954885781690122e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.004,16,1.2143862013000475e-05,2.4868234896684738e-05,2.966093514484624e-05,4954.129457473755,4873.577505350113,0.6856389452406573,1.0,0.0,nan,0.4125525521079338,0.06592895797252993,1.5478752863092002,0.23707692640246314,False,False,0.9999999985564374,0.9999999981181795,3.775082154489981e-07,2.934841871670157e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.005,16,7.590221983530429e-06,3.512768908228416e-05,4.700944133851934e-05,3096.33731842041,3096.33731842041,0.6744907594765951,1.0,0.0,0.6806553942763893,0.6806553942763893,0.29206173709593103,1.646814013756065,1.5478752863092002,False,True,0.9999999992079176,1.0000000007049046,3.0703184405835727e-07,2.917432528786253e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_clean32,0.01,16,3.4329436203434677e-06,1.1217837339308223e-05,1.2592505620845273e-05,1400.4266262054443,1198.4449625015259,0.7881670400023505,1.0,0.0,nan,nan,2.131413470204314,nan,1.646814013756065,False,True,0.9999999964020638,1.0000000009382146,1.893669457365916e-07,2.9306024475625466e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,1e-05,16,0.003459948989632484,0.006639340160622065,0.006966420581792166,1411437.9882812498,724792.4804687499,1.3134820052965275,1.0,0.0,nan,0.8450715514374723,nan,1.697406728520404,nan,True,False,0.7952938660363661,0.9663886578489012,0.5935536882207009,1.2598286605557958e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,3e-05,16,0.0005714548788459884,0.001028622669718989,0.001096147109501064,233120.38845486112,135633.68055555556,1.159280992850398,1.0,0.0,nan,0.874541593030869,5.454592486262514,1.724109536740233,1.697406728520404,True,False,0.9414137435998424,1.0197351001733617,0.3057177937286384,2.0774017604109913e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0001,16,6.826375799052712e-05,0.00012904936064073738,0.00015663930660700956,27847.2900390625,13351.4404296875,1.4067950126226128,1.0,0.0,nan,0.7874460815755344,6.970769150974868,1.409559682713746,1.724109536740233,True,False,0.9921260316699011,1.0072264253031515,0.10904805881083804,2.5230471581848323e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0003,16,1.3713717051741506e-05,2.7429946486914652e-05,2.8208860211543596e-05,5594.889322916668,3348.4564887152783,1.1269972183659565,1.0,0.0,nan,0.0519753760549686,3.704688614599057,0.044332232627772056,1.409559682713746,False,False,0.999111572195994,1.0008754284564239,0.037379116905425336,2.5308552223625232e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.001,16,1.2090788240018771e-05,2.6004264651114222e-05,3.0711627364099904e-05,4932.403564453125,2693.17626953125,1.2352925665768235,1.0,0.0,0.07335996285603333,0.007713932752313415,0.0548249219927248,0.01909865700562097,0.044332232627772056,False,False,0.999922676692165,1.0000804885165617,0.01125114086537169,2.487380472458427e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0015,16,1.0631058630079087e-05,2.5803669494608234e-05,3.187471435767385e-05,4336.886935763889,3443.400065104167,0.849506333205874,1.0,0.0,0.10349939164483284,0.06615635578337095,0.007773900094868433,0.23792326947117812,0.01909865700562097,False,False,0.9999662316462398,1.000034696142834,0.007502248956166497,2.4658789968262876e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.002,16,1.0073827658762736e-05,2.409659268885006e-05,3.062627344469573e-05,4109.382629394531,4023.5519409179688,0.6888790430397365,1.0,0.0,0.02983300563637984,0.03998853137003223,0.07084307549029513,0.10064996293387182,0.23792326947117812,False,False,0.9999812713942761,1.0000226867553959,0.005629322839833888,2.44825104612242e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.003,16,9.214252516427602e-06,2.313300529621256e-05,2.5248698270997853e-05,3758.748372395833,2875.8578830295137,0.8815599196814216,1.0,0.0,nan,0.07272989884803603,0.04165422255538244,0.24404268973242185,0.10064996293387182,False,False,0.9999918603387383,1.0000082179408327,0.0037544105155040883,2.42235576714098e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.004,16,1.2254245481617081e-05,2.481546650418708e-05,2.9542332888866398e-05,4999.1607666015625,4858.255386352539,0.6940532092410682,1.0,0.0,nan,0.41436017032434297,0.06779889227114663,1.5536064131883252,0.24404268973242185,False,False,0.9999954958180494,1.000008634888327,0.002816144487906208,2.4034944568224453e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.005,16,7.5662263868151924e-06,3.5098007845900235e-05,4.691108642570259e-05,3086.5478515625,3086.5478515625,0.6744907594765951,1.0,0.0,0.6795251777167736,0.6795251777167736,0.29296651519062594,1.6417170771820637,1.5536064131883252,False,True,0.9999971541161813,1.0000031629313897,0.002253008251432395,2.3913926949588755e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.01,16,3.4240265665205845e-06,1.1248027147384987e-05,1.2582845310056152e-05,1396.78955078125,1213.9129638671875,0.7761031251648229,1.0,0.0,nan,nan,2.1203699338234716,nan,1.6417170771820637,False,True,0.999999301144608,1.0000009532729106,0.001125647378175292,2.37942422492929e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,1e-05,16,2.337845583854553e-05,3.945106909741728e-05,4.45624403496824e-05,9536.743164062498,3576.278686523437,1.79864202527092,1.0,0.0,nan,0.18514348300712818,nan,0.18636532298221675,nan,False,False,1.000000001438662,1.0000000070607769,0.00013773227902773554,3.1121832115151822e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,3e-05,16,1.7371641004524518e-05,3.214696057122308e-05,3.596012132479697e-05,7086.329989963107,2516.6405571831597,1.8992239806314648,1.0,0.0,nan,0.011364253819931495,0.22720991873560453,0.009385731747203254,0.18636532298221675,False,False,0.9999999969862796,1.0000000014738295,4.5965915097000174e-05,3.1118013447932136e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.0001,16,1.7870813461975714e-05,3.2512286802058044e-05,3.570305564739754e-05,7289.648056030273,2270.936965942383,2.16509763475033,1.0,0.0,nan,0.03146095261778331,0.011236558714635811,0.029097143640080328,0.009385731747203254,False,False,0.9999999942436559,0.9999999993240638,1.3741666745150787e-05,3.1084353429812354e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.0003,16,1.7272481528257304e-05,3.148941925602176e-05,3.4769452156017216e-05,7045.931286282011,2171.5958913167324,2.1884437908116783,1.0,0.0,nan,0.016631762681687333,0.03248289545250291,0.013930234394106586,0.029097143640080328,False,False,1.0000000001510576,0.9999999998395819,4.6293783433469676e-06,3.0891270926033005e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.001,16,1.6818452627159844e-05,3.096569469133969e-05,3.386748225498172e-05,6860.37540435791,1449.1677284240723,3.1930464127930374,1.0,0.0,0.03953043127650852,0.021161719304326865,0.016913056625708047,0.0527513660897872,0.013930234394106586,False,False,0.9999999979181745,0.9999999990894379,1.446910546550462e-06,3.037072357726942e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.0015,16,1.9019521994819387e-05,3.0310407331056356e-05,3.268867999169432e-05,7758.484946356879,3560.728496975369,1.469650496605156,1.0,0.0,0.029134055071393047,0.06200426748502387,0.021619219151591575,0.20911258267314398,0.0527513660897872,False,False,1.0000000020505746,0.9999999999366354,9.927975795898977e-07,3.009440059445875e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.002,16,1.993120247017572e-05,3.218978199679547e-05,3.342679039875092e-05,8130.401372909546,4225.000739097595,1.29795967752531,1.0,0.0,0.133988215286811,0.08581728468214665,0.05838419805210268,0.2212886346139452,0.20911258267314398,False,False,1.0000000011829946,0.9999999984082419,7.623704870431067e-07,2.9893965260867418e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.003,16,1.4006101783584671e-05,2.942734222550295e-05,2.9876540745090188e-05,5713.131692674425,3478.076722886827,1.107926834685632,1.0,0.0,nan,0.05269289147292155,0.09387323042123887,0.18816585156056773,0.2212886346139452,False,False,1.0000000031790905,0.9999999985452402,5.28879204435853e-07,2.95497128990573e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.004,16,1.1376708599264813e-05,2.787673042258511e-05,3.9972797442648525e-05,4641.178995370865,4674.658179283142,0.6696601602503836,1.0,0.0,nan,0.05659252450297598,0.05562387424163971,0.26107402084942527,0.18816585156056773,False,False,0.9999999971144675,0.999999998539502,4.075372780415321e-07,2.9349652412849913e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.005,16,1.3978121017862709e-05,2.629911581648958e-05,2.979298105493225e-05,5702.106952667236,4457.674026489258,0.8627859341591014,1.0,0.0,0.3412605146533185,0.3412605146533185,0.059987360682255374,0.6022200659314586,0.26107402084942527,False,False,0.9999999979542452,1.0000000003889356,3.352223926146136e-07,2.9173463341225967e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_clean32,0.01,16,6.982027745430523e-06,1.7324265676766603e-05,1.852346185630787e-05,2848.079800605774,2650.3437757492065,0.7248129564692048,1.0,0.0,nan,nan,0.5180507958676864,nan,0.6022200659314586,False,False,1.0000000006002803,1.0000000007371255,2.0101086796634965e-07,2.9307825905445043e-09,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,1e-05,16,0.0017768240649283086,0.005049447687838262,0.005797806867038668,724792.4804687499,801086.4257812499,0.610253544288348,1.0,0.125,nan,0.8168626976555501,nan,1.5451484922741054,nan,True,False,0.7952798659738953,0.9663970697476062,0.5935469470025678,1.2598546268560055e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,3e-05,16,0.0004259945033266671,0.0009247422270632559,0.0009610860392612217,173780.65321180556,156826.44314236112,0.7474086794200109,1.0,0.0,nan,0.9039240952699786,4.460384024436332,1.9457389047695528,1.5451484922741054,True,False,0.941411388910327,1.0197339898394961,0.3057234177430754,2.077406441047926e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0001,16,3.553447699388565e-05,8.884544520323302e-05,0.00010520998559967299,14495.849609375,14495.849609375,0.6744907594765952,1.0,0.0,nan,0.6222770309333676,9.408436983342035,0.8862036663564603,1.9457389047695528,True,False,0.9921257955706694,1.0072309419752463,0.10903316684714419,2.523052752863009e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0003,16,1.5896481952609032e-05,3.355896472793494e-05,3.656934313879889e-05,6484.985351562502,3136.5288628472235,1.3945552189178245,1.0,0.0,nan,0.08931000393381389,1.6474429195318394,0.07770335759787131,0.8862036663564603,False,False,0.9991117380050356,1.000875235981963,0.037374301224326306,2.5305745799776336e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.001,16,1.664576461546149e-05,3.0561813366758346e-05,3.3639530478326475e-05,6790.1611328125,1380.92041015625,3.3165567731169583,1.0,0.0,0.05863394325900006,0.004080029613540338,0.09806850225608837,0.010042118993318689,0.07770335759787131,False,False,0.9999226778434579,1.0000802012207164,0.011250489418564838,2.487491293147051e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0015,16,1.935558722410478e-05,3.068650647441824e-05,3.274460603595102e-05,7895.575629340277,3295.8984375,1.615793964445732,1.0,0.0,0.04130556471966115,0.05433223651152283,0.004063450614699206,0.1839100188101765,0.010042118993318689,False,False,0.9999662352258943,1.0000343756892776,0.007501044116634723,2.4657747271999618e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.002,16,2.0136139474623367e-05,3.235377305623095e-05,3.3729089983554206e-05,8213.996887207031,4101.753234863281,1.3507065592587568,1.0,0.0,0.14066777372091072,0.09070935889015545,0.051532367720532116,0.23452202622028512,0.1839100188101765,False,False,0.9999812827806582,1.0000223684667107,0.0056266857978678544,2.448154159882574e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.003,16,1.4143296064660741e-05,2.9418982953913294e-05,2.9856883608745803e-05,5769.093831380209,3545.125325520833,1.0976200056475296,1.0,0.0,nan,0.05494218522889227,0.09975837734284734,0.19642924992240668,0.23452202622028512,False,False,0.9999918556132998,1.0000082297443296,0.0037511005774007768,2.422414247634558e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.004,16,1.1365885598070845e-05,2.780263968827158e-05,4.000773143242052e-05,4636.7645263671875,4688.024520874023,0.6671157143010131,1.0,0.0,nan,0.04837718800672583,0.058136321789158715,0.22221806679350647,0.19642924992240668,False,False,0.9999955013311252,1.0000086244496815,0.002813574858121504,2.4033937000014123e-05,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
