group,model,dataset,seed,checkpoint,d_trainable,Delta_mode,Delta_value,G_method,G_hat,h_G,L_mode,L_q,L_hat,h2_L,hstar_cont,hstar_cont_q50,hstar_cont_q95,notes,source_output_dir
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q90,1.6072963554417347e-05,1e-05,0.00012546811965588999,0.0001961741409447005,0.00011222289484329142,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q50,6.574749637778522e-06,1e-05,0.0001961741409447005,0.0001961741409447005,0.00011222289484329142,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q95,2.009091906411535e-05,1e-05,0.00011222289484329142,0.0001961741409447005,0.00011222289484329142,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_oracle_precision,q90,1.2624241151133052e-05,0.0003,0.00014157244366544842,0.00018202203362151275,0.00013608280798982692,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_oracle_precision,q90,2.9523097211871923e-05,0.003,9.257642615025734e-05,0.0001490653701040496,8.585606236577522e-05,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,17,initial_pretrained,407935067,delta_ulp_rms,4.4661007996338216e-05,richardsonG_candidate,9.185660127812563,0.001,L_clean32,q90,1.6072963554417347e-05,1e-05,0.00012506792672286503,0.00019554842418841508,0.00011186494886017585,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q90,1.2250555939407314e-05,0.0003,0.00016642370261760945,0.00026695900277340037,0.00015358721267296198,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q50,4.76098721379617e-06,0.0003,0.00026695900277340037,0.00026695900277340037,0.00015358721267296198,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q95,1.4383879633974553e-05,0.0003,0.00015358721267296198,0.00026695900277340037,0.00015358721267296198,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_oracle_precision,q90,1.4547283426907259e-05,0.0003,0.00015272218494404081,0.00018891672615478476,0.00014399096185532822,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_oracle_precision,q90,0.0007896474708347953,3e-05,2.0728909456286778e-05,3.0767609877098176e-05,1.93188027202502e-05,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,18,initial_pretrained,407935067,delta_ulp_rms,4.466101759626289e-05,richardsonG_candidate,12.44106999976303,0.001,L_clean32,q90,1.2250555939407314e-05,0.0003,0.00016672078977772637,0.0002674355580401932,0.00015386138509026557,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.50491610369016,0.0001,L_clean32,q90,0.00013799255274920066,3e-05,3.704479587426521e-05,4.868210994326377e-05,3.3167312131659504e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.50491610369016,0.0001,L_clean32,q50,7.990450680848187e-05,3e-05,4.868210994326377e-05,4.868210994326377e-05,3.3167312131659504e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.50491610369016,0.0001,L_clean32,q95,0.00017214305466078388,3e-05,3.3167312131659504e-05,4.868210994326377e-05,3.3167312131659504e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.50491610369016,0.0001,L_oracle_precision,q90,4.394434418548034e-05,0.0003,6.56452847769829e-05,9.32774709080679e-05,6.358941162805994e-05,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.50491610369016,0.0001,L_oracle_precision,q90,4.394434418548034e-05,0.0003,6.56452847769829e-05,9.32774709080679e-05,6.358941162805994e-05,old SNR L ablation,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,16,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,richardsonG_candidate,53.587396377005604,0.001,L_clean32,q90,0.00013799255274920066,3e-05,3.70733380016349e-05,4.87196183422125e-05,3.319286675073705e-05,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.54852418071902,0.0001,L_clean32,q90,0.00014168766431908088,3e-05,3.6573449124656706e-05,5.6597050061675055e-05,3.2786509471541304e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.54852418071902,0.0001,L_clean32,q50,5.916655572636547e-05,3e-05,5.6597050061675055e-05,5.6597050061675055e-05,3.2786509471541304e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.54852418071902,0.0001,L_clean32,q95,0.00017630860665116883,3e-05,3.2786509471541304e-05,5.6597050061675055e-05,3.2786509471541304e-05,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.54852418071902,0.0001,L_oracle_precision,q90,8.069032496273867e-05,0.0003,4.8464217775311004e-05,6.768357371629758e-05,4.593771998635099e-05,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,absG,53.54852418071902,0.0001,L_oracle_precision,q90,8.069032496273867e-05,0.0003,4.8464217775311004e-05,6.768357371629758e-05,4.593771998635099e-05,old SNR L ablation,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,initial_pretrained,1315758080,delta_ulp_rms,1.862740730238239e-05,richardsonG_candidate,53.82267416968571,0.001,L_clean32,q90,0.00014168766431908088,3e-05,3.666695133013731e-05,5.674174379800891e-05,3.287033013978484e-05,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
