run_name,model,dataset,quantization_algorithm,group_size,update_backend,direction_type,h,h_active,sparse_rate,lr,steps_completed,seed,best_eval_acc,last_eval_acc,best_eval_loss,last_eval_loss,corr_fd_true,nMSE_fd_true,probe_alignment,probe_norm_ratio,active_frac,cos_intended_actual,actual_over_intended_norm_ratio,acc_actual_cos,actual_over_acc_norm_ratio,residual_bound_violation_frac,grid_error_norm,scale_drift_max,nan_occurred,status,notes
dense_probe_p1_h0.01,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,dense,0.01,0.01,1.0,0,0,16,,,,,0.21594015937980246,1.0631087608554082,0.9996463673553541,1.0003537980651585,,,,,,,,,,probe_only,02_dense_probe_window
sparse_probe_p0.003_h4.10792e-05,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,4.10792e-05,0.0007500001494755406,0.003,0,0,16,,,,,0.9264192853555194,0.16737116942554406,0.9079164208611455,1.1013981388683944,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.003_h8.21584e-05,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,8.21584e-05,0.0015000002989510812,0.003,0,0,16,,,,,0.9549738670181271,0.08079528021144705,0.9709501150450781,1.0299446038408693,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.003_h0.000164317,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000164317,0.0030000042493858793,0.003,0,0,16,,,,,0.9889081081093181,0.021175936433723085,0.9915755323740467,1.008494601465709,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.003_h0.000328634,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000328634,0.0060000084987717585,0.003,0,0,16,,,,,0.9943977997840506,0.011299733390281364,0.9975187893187369,1.0024860082986127,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.003_h0.000657267,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000657267,0.011999998740124933,0.003,0,0,16,,,,,0.9974172867049537,0.004877494071442514,0.9991286971521655,1.0008675361071506,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.003_h0.00131453,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00131453,0.02399992445057553,0.003,0,0,16,,,,,0.988176969321585,0.02108433478257693,0.999559846689477,1.0004404410214043,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h7.5e-05,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,7.5e-05,0.0007499999999999999,0.01,0,0,16,,,,,0.9100186578456588,0.20903847215527105,0.9089181935736492,1.1001690193617863,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h0.00015,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00015,0.0014999999999999998,0.01,0,0,16,,,,,0.9561979138070166,0.09007809092897623,0.9714722818055037,1.0293639291541308,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h0.0003,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.0003,0.0029999999999999996,0.01,0,0,16,,,,,0.985136525854088,0.032321517519574954,0.9917791766346729,1.00827689616027,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h0.0006,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.0006,0.005999999999999999,0.01,0,0,16,,,,,0.9929355239623544,0.015078112869051464,0.9975950171505661,1.002414106755377,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h0.0012,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.0012,0.011999999999999999,0.01,0,0,16,,,,,0.9939410776326584,0.012282053827084078,0.9991670523765388,1.000833477975038,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.01_h0.0024,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.0024,0.023999999999999997,0.01,0,0,16,,,,,0.9584203459408813,0.08255746399754417,0.9995869934844763,1.0004125862659503,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.000129904,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000129904,0.0007500010936880914,0.03,0,0,16,,,,,0.927636727613589,0.1795806495063559,0.9109770048600534,1.0977199220565599,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.000259808,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000259808,0.0015000021873761828,0.03,0,0,16,,,,,0.9833228004037468,0.03930026126183614,0.9724493409325887,1.0283183583287028,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.000519615,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000519615,0.0029999986012496736,0.03,0,0,16,,,,,0.9883852221265497,0.022804311877331018,0.9921458280931286,1.0079125589516076,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.00103923,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00103923,0.005999997202499347,0.03,0,0,16,,,,,0.994960693527399,0.010061263583772745,0.997727641923787,1.0022752937355779,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.00207846,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00207846,0.011999994404998694,0.03,0,0,16,,,,,0.9896755026196954,0.021825127736766883,0.999231930408308,1.0007679613836697,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.03_h0.00415692,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00415692,0.02399998880999739,0.03,0,0,16,,,,,0.903906526411653,0.1847274083749126,0.9996373035238024,1.000362719459448,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.000237171,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000237171,0.0007500005549397947,0.1,0,0,16,,,,,0.9684344475331214,0.09621614217323796,0.9146254368458282,1.0933463013303106,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.000474342,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000474342,0.0015000011098795893,0.1,0,0,16,,,,,0.9889801772243577,0.024907364740123047,0.9740666004091346,1.0266250406542243,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.000948683,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.000948683,0.0029999990574815184,0.1,0,0,16,,,,,0.9955012840436058,0.00969184665136308,0.9927229210775934,1.007329403397683,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.00189737,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00189737,0.006000010764073678,0.1,0,0,16,,,,,0.9934408240238876,0.016040129979614782,0.9979368681195951,1.0020677282346495,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.00379473,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00379473,0.011999989905370753,0.1,0,0,16,,,,,0.9488730712314758,0.11176083517003305,0.9993408976216658,1.0006594803330793,,,,,,,,,,probe_only,04_sparse_probe_by_rate
sparse_probe_p0.1_h0.00758947,roberta-large,SST-5,groupwise_int8_block256,256,probe_only,sparse,0.00758947,0.02400001143351811,0.1,0,0,16,,,,,0.22211118267765143,1.062278883677826,0.9997291546360977,1.0002707511980369,,,,,,,,,,probe_only,04_sparse_probe_by_rate
dense_groupwise256_fp16master_h1e-3_step5000,roberta-large,sst-5,groupwise_int8_block256,256,fp16_master,dense,0.001,0.001,1.0,1e-05,5000,16,0.48711943793911006,0.25644028103044497,1.2060647010803223,1.577860713005066,,,,,0.6000044119434167,0.07582494054600647,13.100135997865682,,,,0.004213990682834667,,False,completed,03_dense_fp16master_training
dense_groupwise256_fp16master_h1p5e-3_step5000,roberta-large,sst-5,groupwise_int8_block256,256,fp16_master,dense,0.0015,0.0015,1.0,1e-05,5000,16,0.4859484777517564,0.3091334894613583,1.1974252462387085,1.5486994981765747,,,,,0.8457916347523101,0.23391444786671292,4.274985139593908,,,,2.294420088481485e-05,,False,completed,03_dense_fp16master_training
dense_groupwise256_fp16master_h2e-3_step5000,roberta-large,sst-5,groupwise_int8_block256,256,fp16_master,dense,0.002,0.002,1.0,1e-05,5000,16,0.47423887587822017,0.36065573770491804,1.2063788175582886,1.4603525400161743,,,,,0.6304535553824236,0.0833326967174985,11.943864432553038,,,,0.0074050502202356655,,False,completed,03_dense_fp16master_training
residual_grid_groupwise256_h3e-3_lr7e-5_clip3_step2000,roberta-large,sst-5,groupwise_int8_block256,256,residual_grid,dense,0.003,0.003,1.0,7e-05,2000,16,0.44730679156908665,0.44730679156908665,1.3286744356155396,1.3286744356155396,,,,,0.12980401572746292,0.40401704950445627,2.467031899186969,0.41757399906765724,0.7175958278989594,0.0,0.0,0.0,False,completed,06_summaries
