group,model,dataset,seed,selector,Delta_mode,Delta_value,G_method,G_hat,G_h_used,L_mode,L_q,L_hat,L_h2_used,d_trainable,hstar_cont,hstar_nearest_grid,nmse_at_selected_h,corr_at_selected_h,empirical_min_nmse_h,empirical_min_nmse,empirical_max_corr_h,empirical_max_corr,nmse_ratio,corr_gap,success_pass,strict_success_pass,notes
A_seed,roberta-large,sst-5,19,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,4.466083881123877e-05,richardsonG_candidate,15.700327093926749,0.001,L_clean32,q90,1.526074956373058e-05,3e-05,407938142,0.00016780415197223685,0.0001,0.004490579813533493,0.9979791187190773,0.0003,0.0003231810271138406,0.0003,0.9998386912928108,13.894936344938184,0.0018595725737334812,True,False,
A_seed,roberta-large,sst-5,19,mezo_default_h_1e-3,,,,,,,,,,407938142,0.001,0.001,0.0018923005861941995,0.9992468798758701,0.0003,0.0003231810271138406,0.0003,0.9998386912928108,5.855234130660777,0.0005918114169406463,True,True,reference selector
A_seed,roberta-large,sst-5,19,empirical_probe_min_nmse,,,,,,,,,,407938142,0.0003,0.0003,0.0003231810271138406,0.9998386912928108,0.0003,0.0003231810271138406,0.0003,0.9998386912928108,0.999999996905759,0.0,True,True,reference selector
A_seed,roberta-large,sst-5,19,empirical_probe_max_corr,,,,,,,,,,407938142,0.0003,0.0003,0.0003231810271138406,0.9998386912928108,0.0003,0.0003231810271138406,0.0003,0.9998386912928108,0.999999996905759,0.0,True,True,reference selector
B_task,roberta-large,rte,16,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q90,9.779124066536904e-06,0.0003,407935067,0.0002071158490516309,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,
B_task,roberta-large,rte,16,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q50,6.001720027454523e-06,0.0003,407935067,0.0002643780806790284,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,
B_task,roberta-large,rte,16,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q95,9.84621286019322e-06,0.0003,407935067,0.0002064090340118062,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,
B_task,roberta-large,rte,16,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_oracle_precision,q90,8.717442008800566e-06,0.0003,407935067,0.0002193657281486796,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,diagnostic oracle-precision L
B_task,roberta-large,rte,16,oldSNR_L_ablation,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_oracle_precision,q90,1.129773821592767e-05,0.004,407935067,0.00019269371862044724,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,old SNR L ablation only
B_task,roberta-large,rte,16,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,4.4660880618127325e-05,richardsonG_candidate,15.450444408425152,0.001,L_clean32,q90,9.779124066536904e-06,0.0003,407935067,0.00020794986121638382,0.0003,0.023999611722831656,0.9879292847946384,0.001,0.02069646191858634,0.0015,0.98956528439888,1.159599733330234,0.0016359996042416558,True,False,
B_task,roberta-large,rte,16,mezo_default_h_1e-3,,,,,,,,,,407935067,0.001,0.001,0.02069646191858634,0.9895493416629391,0.001,0.02069646191858634,0.0015,0.98956528439888,0.9999999999516826,1.5942735940965846e-05,True,True,reference selector
B_task,roberta-large,rte,16,empirical_probe_min_nmse,,,,,,,,,,407935067,0.001,0.001,0.02069646191858634,0.9895493416629391,0.001,0.02069646191858634,0.0015,0.98956528439888,0.9999999999516826,1.5942735940965846e-05,True,True,reference selector
B_task,roberta-large,rte,16,empirical_probe_max_corr,,,,,,,,,,407935067,0.0015,0.0015,0.020852166532726337,0.98956528439888,0.001,0.02069646191858634,0.0015,0.98956528439888,1.0075232478742004,0.0,True,True,reference selector
B_task,roberta-large,rte,17,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q90,9.643444525352297e-06,1e-05,407935067,0.00016198144770609605,0.0001,0.005207396508320464,0.9973333613806534,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.2957659394248733,0.000572985833233397,True,False,
B_task,roberta-large,rte,17,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q50,5.844533400957152e-06,1e-05,407935067,0.000208068553014565,0.0003,0.00401877866101034,0.9977895440825573,0.0003,0.00401877866101034,0.001,0.9979063472138868,0.999999999751168,0.000116803131329557,True,True,
B_task,roberta-large,rte,17,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_clean32,q95,1.066615070915645e-05,1e-05,407935067,0.00015402013917440582,0.0001,0.005207396508320464,0.9973333613806534,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.2957659394248733,0.000572985833233397,True,False,
B_task,roberta-large,rte,17,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_oracle_precision,q90,1.2363525342458698e-05,0.0003,407935067,0.00014305736048064594,0.0001,0.005207396508320464,0.9973333613806534,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.2957659394248733,0.000572985833233397,True,False,diagnostic oracle-precision L
B_task,roberta-large,rte,17,oldSNR_L_ablation,delta_ulp_rms,4.4661007996338216e-05,absG,9.24453881339986,0.0003,L_oracle_precision,q90,9.254530166123733e-06,0.001,407935067,0.00016534999332067782,0.0001,0.005207396508320464,0.9973333613806534,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.2957659394248733,0.000572985833233397,True,False,old SNR L ablation only
B_task,roberta-large,rte,17,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,4.4661007996338216e-05,richardsonG_candidate,9.185660127812563,0.001,L_clean32,q90,9.643444525352297e-06,1e-05,407935067,0.0001614647919147212,0.0001,0.005207396508320464,0.9973333613806534,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.2957659394248733,0.000572985833233397,True,False,
B_task,roberta-large,rte,17,mezo_default_h_1e-3,,,,,,,,,,407935067,0.001,0.001,0.004164703791614668,0.9979063472138868,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.0363108152692666,0.0,True,True,reference selector
B_task,roberta-large,rte,17,empirical_probe_min_nmse,,,,,,,,,,407935067,0.0003,0.0003,0.00401877866101034,0.9977895440825573,0.0003,0.00401877866101034,0.001,0.9979063472138868,0.999999999751168,0.000116803131329557,True,True,reference selector
B_task,roberta-large,rte,17,empirical_probe_max_corr,,,,,,,,,,407935067,0.001,0.001,0.004164703791614668,0.9979063472138868,0.0003,0.00401877866101034,0.001,0.9979063472138868,1.0363108152692666,0.0,True,True,reference selector
B_task,roberta-large,rte,18,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q90,7.685795042178557e-05,1e-05,407935067,6.64429152717175e-05,0.0001,0.006522539759039247,0.9970130587981573,0.001,0.00407164198099846,0.001,0.9980340106718902,1.6019433407644121,0.001020951873732967,True,False,
B_task,roberta-large,rte,18,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q50,1.607283627138207e-05,1e-05,407935067,0.00014529371172363162,0.0001,0.006522539759039247,0.9970130587981573,0.001,0.00407164198099846,0.001,0.9980340106718902,1.6019433407644121,0.001020951873732967,True,False,
B_task,roberta-large,rte,18,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_clean32,q95,9.32155916647633e-05,1e-05,407935067,6.0332149515987506e-05,0.0001,0.006522539759039247,0.9970130587981573,0.001,0.00407164198099846,0.001,0.9980340106718902,1.6019433407644121,0.001020951873732967,True,False,
B_task,roberta-large,rte,18,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_oracle_precision,q90,1.0796358328852658e-05,0.0003,407935067,0.00017727783275402456,0.0003,0.0055006229031550604,0.997496485534594,0.001,0.00407164198099846,0.001,0.9980340106718902,1.350959374000565,0.0005375251372962131,True,False,diagnostic oracle-precision L
B_task,roberta-large,rte,18,oldSNR_L_ablation,delta_ulp_rms,4.466101759626289e-05,absG,12.396770916802657,0.0003,L_oracle_precision,q90,1.0796358328852658e-05,0.0003,407935067,0.00017727783275402456,0.0003,0.0055006229031550604,0.997496485534594,0.001,0.00407164198099846,0.001,0.9980340106718902,1.350959374000565,0.0005375251372962131,True,False,old SNR L ablation only
B_task,roberta-large,rte,18,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,4.466101759626289e-05,richardsonG_candidate,12.44106999976303,0.001,L_clean32,q90,7.685795042178557e-05,1e-05,407935067,6.65615241999981e-05,0.0001,0.006522539759039247,0.9970130587981573,0.001,0.00407164198099846,0.001,0.9980340106718902,1.6019433407644121,0.001020951873732967,True,False,
B_task,roberta-large,rte,18,mezo_default_h_1e-3,,,,,,,,,,407935067,0.001,0.001,0.00407164198099846,0.9980340106718902,0.001,0.00407164198099846,0.001,0.9980340106718902,0.9999999997543987,0.0,True,True,reference selector
B_task,roberta-large,rte,18,empirical_probe_min_nmse,,,,,,,,,,407935067,0.001,0.001,0.00407164198099846,0.9980340106718902,0.001,0.00407164198099846,0.001,0.9980340106718902,0.9999999997543987,0.0,True,True,reference selector
B_task,roberta-large,rte,18,empirical_probe_max_corr,,,,,,,,,,407935067,0.001,0.001,0.00407164198099846,0.9980340106718902,0.001,0.00407164198099846,0.001,0.9980340106718902,0.9999999997543987,0.0,True,True,reference selector
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q90,0.00014293973158293146,3e-05,1315758080,3.58182135245163e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q50,0.00010905149446924025,3e-05,1315758080,4.100762254616085e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q95,0.00014734910874309319,3e-05,1315758080,3.527821848419834e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_oracle_precision,q90,0.00014626572668987808,0.002,1315758080,3.5408629338394586e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,diagnostic oracle-precision L
C_model,OPT-1.3B,sst-2,16,oldSNR_L_ablation,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_oracle_precision,q90,0.0028571025219365394,3e-05,1315758080,8.011567386499997e-06,1e-05,0.9345415212128393,0.7912468950688947,0.0003,0.014693664842640446,0.0003,0.9928411398388746,63.60166310839174,0.2015942447699799,False,False,old SNR L ablation only
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,richardsonG_candidate,52.70738942899421,0.001,L_clean32,q90,0.00014293973158293146,3e-05,1315758080,3.612579879932291e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,mezo_default_h_1e-3,,,,,,,,,,1315758080,0.001,0.001,0.033817910424911696,0.983677286969606,0.0003,0.014693664842640446,0.0003,0.9928411398388746,2.3015299984570152,0.009163852869268574,True,True,reference selector
C_model,OPT-1.3B,sst-2,16,empirical_probe_min_nmse,,,,,,,,,,1315758080,0.0003,0.0003,0.014693664842640446,0.9928411398388746,0.0003,0.014693664842640446,0.0003,0.9928411398388746,0.9999999999319434,0.0,True,True,reference selector
C_model,OPT-1.3B,sst-2,16,empirical_probe_max_corr,,,,,,,,,,1315758080,0.0003,0.0003,0.014693664842640446,0.9928411398388746,0.0003,0.014693664842640446,0.0003,0.9928411398388746,0.9999999999319434,0.0,True,True,reference selector
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q90,0.0001840807800535694,3e-05,1315758080,3.228173811936196e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q50,8.395452192493775e-05,3e-05,1315758080,4.7801231625959615e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q95,0.00019897873907061075,3e-05,1315758080,3.104972769949506e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_oracle_precision,q90,8.073381884997665e-05,0.0003,1315758080,4.874537155886705e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,diagnostic oracle-precision L
C_model,OPT-1.3B,sst-2,17,oldSNR_L_ablation,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_oracle_precision,q90,0.007093892367976192,1e-05,1315758080,5.200185495735263e-06,1e-05,0.5235132861711508,0.8490093487811282,0.0001,0.0172546021886059,0.0001,0.9903941601877478,30.34050164810598,0.14138481140661963,False,False,old SNR L ablation only
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,richardsonG_candidate,56.802215875758705,0.001,L_clean32,q90,0.0001840807800535694,3e-05,1315758080,3.304734716485891e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,mezo_default_h_1e-3,,,,,,,,,,1315758080,0.001,0.001,0.0492528821038337,0.9726822873818163,0.0001,0.0172546021886059,0.0001,0.9903941601877478,2.854477985792303,0.01771187280593156,True,True,reference selector
C_model,OPT-1.3B,sst-2,17,empirical_probe_min_nmse,,,,,,,,,,1315758080,0.0001,0.0001,0.0172546021886059,0.9903941601877478,0.0001,0.0172546021886059,0.0001,0.9903941601877478,0.9999999999420445,0.0,True,True,reference selector
