precision,checkpoint_id,h,n_directions,G,G2,d,V_dir_formula,V_dir_sample,scalar_nmse,directional_corr,sign_agreement,V_h_raw,rho_raw,rho_raw_std_or_bootstrap_ci,d_h_mean,d_h_std,d_star_mean,d_star_std,probe_active_frac,probe_alignment,probe_norm_ratio,saturation_frac,dh_zero_fraction
fp32,task_start_seed16_deterministic,0.0015,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,0.0093848574389366,0.9958368169519444,0.96875,628085306.0025293,0.0093849273563398,0.3068331433720198,0.7936470210552214,12.42777822112344,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp32,task_start_seed16_deterministic,0.002,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,0.0216819321266502,0.9903016681628084,0.96875,1451078866.1350503,0.0216821976518944,0.7772140508180505,0.8224830962717533,12.148086807713527,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp32,task_start_seed16_deterministic,0.003,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,0.0710626552437271,0.9661244727597046,0.90625,4755938637.60056,0.0710638160111826,1.9122720681649832,0.7692258805036545,11.58080224949532,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp32,task_start_seed16_deterministic,0.004,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,0.1631335832328413,0.9160778893711032,0.828125,10917907951.895596,0.1631367141254736,3.913870102433507,0.6553460843861103,11.129948660552268,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp32,task_start_seed16_deterministic,0.005,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,0.2959776071006408,0.8386452250428561,0.828125,19808675377.613445,0.2959836469147889,8.790834764835875,0.5412494763731956,10.758239368444205,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp32,task_start_seed16_deterministic,0.01,64,14.009288773901968,196.2601719505757,406883417,79855009580.51797,66924897993.82798,1.110170256225783,0.3063404481730793,0.59375,74297389784.4297,1.1101606728079232,16.2844355732679,-0.2857321873307228,9.73589452468586,0.6736317579638347,12.891934722168866,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,3e-07,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,1.0,,0.0,99399321534.18398,1.0000000025712703,2.8676265134956244e-07,0.0,0.0,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,1.0
fp16,task_start_seed16_deterministic,1e-06,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,1.0,,0.0,99399321534.18398,1.0000000025712703,2.8676265134956244e-07,0.0,0.0,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,1.0
fp16,task_start_seed16_deterministic,3e-06,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,1.0,,0.0,99399321534.18398,1.0000000025712703,2.8676265134956244e-07,0.0,0.0,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,1.0
fp16,task_start_seed16_deterministic,1e-05,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,1.0545290212220877,0.2494977970891161,0.03125,104818719146.56868,1.0545214775941727,0.2645116936552975,-1.5258789062499998,8.562895195461445,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.96875
fp16,task_start_seed16_deterministic,3e-05,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.2277890621242321,0.8931205856776135,0.515625,22642208526.57819,0.2277903735692064,0.4576872984347021,1.52587890625,16.587917539236493,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.484375
fp16,task_start_seed16_deterministic,0.0001,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0185509197285566,0.9908151072435104,0.890625,1843966653.2408323,0.0185510990369086,0.3262064510582962,1.2969970703125,15.274282189032068,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.109375
fp16,task_start_seed16_deterministic,0.0003,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0071705322358663,0.996404553699424,0.953125,712744911.6181632,0.0071705209094984,4.708568482677786,1.6021728515625,15.693346035491984,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.015625
fp16,task_start_seed16_deterministic,0.001,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0124433927135097,0.9939930937606491,0.953125,1236866380.7161238,0.012443408715532,7.405804099767333,1.8768310546875,15.44282310772184,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,0.0015,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0138516060822748,0.9933417657485648,0.953125,1376841471.1468234,0.0138516184359825,5.5089586483714506,1.7954508463541667,15.240935253223755,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,0.002,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0184846425583094,0.991558067565244,0.953125,1837364233.4029195,0.018484675848571,4.059314429372123,1.758575439453125,14.896877104100952,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,0.003,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.0443828685244127,0.9812112290235232,0.953125,4411649234.480313,0.0443830921351577,3.253284243496609,1.6581217447916663,14.007602189189283,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,0.005,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.1808942314611816,0.9137541820073036,0.90625,17980861552.52011,0.180895214587255,6.897593313283434,1.21917724609375,12.254489741818832,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
fp16,task_start_seed16_deterministic,0.01,64,15.22340436007415,231.75204031032467,406883417,94296062289.93867,99399321278.60144,0.963659073377546,0.4248456190393831,0.59375,95787802483.14809,0.9636665648316568,47.92575119668372,-1.98974609375,11.66119362786999,1.5209615102566951,15.65838374729094,1.0,1.0,1.0,0.0,0.0
int8,task_start_seed16_deterministic,1e-05,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,30.032995086556856,0.1736908161887311,0.46875,12354464379901.217,30.032239892594752,1038.661193832913,-37.384033203125,172.6317788582824,5.421891940680277,31.536641020279696,0.0209446775677381,0.168202972037233,5.915280048697511,0.0080163640927159,0.171875
int8,task_start_seed16_deterministic,3e-05,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,8.583337531684771,0.3267689056545497,0.5625,3530906896523.265,8.583216535661082,242.60123521837147,7.375081380208333,99.19125767617923,5.421891940680277,31.536641020279696,0.0624848794158495,0.2915798526320452,3.4019959560738693,0.0080155437163142,0.0625
int8,task_start_seed16_deterministic,0.0001,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,2.097974424085203,0.5376802102306913,0.71875,863041660268.7896,2.097952074770788,17.785806822772784,16.8609619140625,53.14021449203047,5.421891940680277,31.536641020279696,0.2071565135710491,0.5321163214809512,1.8649020922804855,0.0079933670603004,0.015625
int8,task_start_seed16_deterministic,0.0003,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.4072558792436215,0.8594389694158211,0.875,167530133951.5672,0.4072459167276525,21.48534713016779,7.680257161458334,39.43582791402467,5.421891940680277,31.536641020279696,0.5198161454298658,0.8439940296753001,1.1789888901303174,0.007272057087528,0.015625
int8,task_start_seed16_deterministic,0.001,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.0381637459396708,0.9816753490634056,0.96875,15699196391.20012,0.0381628873290943,0.6307324560137296,4.94384765625,32.61636835046266,5.421891940680277,31.536641020279696,0.8279202893902051,0.981120091063457,1.0150103109889603,0.0055824284118966,0.0
int8,task_start_seed16_deterministic,0.0015,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.0170391541206102,0.9912417772701112,1.0,7009413581.327965,0.0170390543618643,0.3309364931420842,5.096435546875,31.2071393614766,5.421891940680277,31.536641020279696,0.8838022682100515,0.9908991480899284,1.0048590898746874,0.0053018863044778,0.0
int8,task_start_seed16_deterministic,0.002,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.0169084673995355,0.9915210254157742,0.984375,6955587621.554785,0.0169082098277227,0.570648200841631,4.924774169921875,30.743707558229595,5.421891940680277,31.536641020279696,0.9124441720708582,0.9943793252721798,1.0011982690495602,0.00522747803167,0.015625
int8,task_start_seed16_deterministic,0.003,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.0236099613399589,0.9885383143514724,0.984375,9712457926.00678,0.0236098350694262,0.4430222011020016,4.651387532552083,30.218367288218943,5.421891940680277,31.536641020279696,0.9414318092516916,0.9968574074265758,0.9984004795094892,0.0053170829768517,0.015625
int8,task_start_seed16_deterministic,0.005,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.1144295074217473,0.9426537070978094,0.90625,47072748735.69315,0.1144282778243338,1.229410469310657,3.66363525390625,27.915456522962103,5.421891940680277,31.536641020279696,0.964798195331948,0.9980507898661682,0.9964810219700402,0.0058761548401712,0.0
int8,task_start_seed16_deterministic,0.01,64,30.652885360131275,939.5993809013502,406883417,382307407651.82526,411373391531.3968,0.7334651556638013,0.5472318732151787,0.703125,301729231408.2257,0.7334680307955629,2.416186106185375,0.60272216796875,11.684744507081591,5.421891940680277,31.536641020279696,0.982385090125739,0.998238965764224,0.9935728826902736,0.0085103966521514,0.0
int4,task_start_seed16_deterministic,1e-05,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,1420.1887158029788,-0.0920983377255448,0.421875,207216680554366.16,1420.184680612643,6966159.255492231,32.806396484375,715.5672022921584,-0.3452895839113308,19.058612270685217,0.0010969843289182,0.0386017316697591,21.16527504029181,0.0260783361602989,0.015625
int4,task_start_seed16_deterministic,3e-05,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,843.0049057871607,-0.2513245050924958,0.34375,123001098512070.28,843.0029635550404,4206694.357552736,76.03963216145833,542.9690000440478,-0.3452895839113308,19.058612270685217,0.0032861976391728,0.0670837808137285,12.198880512447976,0.0260782899444513,0.0
int4,task_start_seed16_deterministic,0.0001,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,319.30817630413134,-0.0769390050277488,0.53125,46589263990291.61,319.3051776672536,1237013.776007515,131.988525390625,311.3753274247404,-0.3452895839113308,19.058612270685217,0.0110293580156226,0.1231956245950878,6.699263865056163,0.0260786561366205,0.0
int4,task_start_seed16_deterministic,0.0003,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,76.08578483671494,0.2070869308099508,0.53125,11101581530257.738,76.08603698150544,1089591.3266916682,65.48563639322917,155.2602221489354,-0.3452895839113308,19.058612270685217,0.0337340104519158,0.2163460789639902,3.8993774499042217,0.0260818312785808,0.0
int4,task_start_seed16_deterministic,0.001,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,19.250569996401165,0.4295313667368597,0.609375,2808805546789.834,19.25048986258693,76980.66400362505,13.0157470703125,88.91521987618151,-0.3452895839113308,19.058612270685217,0.1180913384600731,0.4080703595259583,2.1831547029344,0.0261246133256589,0.0
int4,task_start_seed16_deterministic,0.0015,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,7.686445684737449,0.4424277977797791,0.609375,1121510184735.653,7.686406225847969,27223.392214361294,6.673177083333334,57.936728241284506,-0.3452895839113308,19.058612270685217,0.1806767357366273,0.5064700837812113,1.8045370965579448,0.0261930757735155,0.0
int4,task_start_seed16_deterministic,0.002,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,3.389309179181238,0.5502713072268357,0.671875,494524451290.669,3.389283372518454,3044.598982807509,2.90679931640625,41.59243462433516,-0.3452895839113308,19.058612270685217,0.2421142076280772,0.5883003706386981,1.5826843035356026,0.026296624430758,0.0
int4,task_start_seed16_deterministic,0.003,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,1.2163166400683256,0.666727949229123,0.703125,177470994946.7889,1.2163190125535617,10849.600978592294,-3.326416015625,27.910775110695266,-0.3452895839113308,19.058612270685217,0.3539257879559044,0.7140224146781999,1.33555659979158,0.026604153279015,0.0
int4,task_start_seed16_deterministic,0.005,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,0.5196285598502787,0.7127221924827483,0.828125,75818777206.61249,0.5196331955687498,8279.990668017064,0.01983642578125,16.738366619981253,-0.3452895839113308,19.058612270685217,0.520689725847016,0.8535373707550549,1.1404928086636512,0.0275997745981253,0.0
int4,task_start_seed16_deterministic,0.01,64,19.066966301252503,363.54920393309857,406883417,147922142707.47818,145908263469.63303,0.8250332768984953,0.4231852337768332,0.578125,120379747853.3213,0.8250372185285804,9805.117953666624,-1.198577880859375,8.990753961824554,-0.3452895839113308,19.058612270685217,0.7236162710199432,0.9516017577502088,1.0277384747093206,0.0325577156283746,0.0
