run_name,precision_mode,h,seed,data_seed,batch_size,max_steps,steps_completed,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,last_eval_loss,final_train_loss,final_train_acc,nan_occurred,checkpoint_count,final_checkpoint_path,best_acc_checkpoint_path,best_loss_checkpoint_path,probe_corr_fd_true,probe_nMSE_fd_true,probe_alignment,probe_norm_ratio,status,source_path,source,last5_eval_acc_mean,last5_eval_acc_std,last5_eval_loss_mean,last5_eval_loss_std,last5_train_acc_mean,last5_train_acc_std,first_nan_step,probe_sign_agreement,model,task,run_type,h_policy,git_commit
fp32_h4e-3_seed16_bs64_ckpt1k,fp32,0.004,16,16,64,20000,19990,0.4613583138173302,19990.0,0.4613583138173302,19990.0,1.3590304851531982,1.3590304851531982,1.4285062551498413,0.453125,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.0000000004384446,0.9999999986895108,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.004,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp16_h4e-3_seed16_bs64_ckpt1k,fp16,0.004,16,16,64,20000,19990,0.3266978922716627,13990.0,0.3266978922716627,19990.0,1.5478515625,1.5478515625,1.537200927734375,0.328125,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h4e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.000000003356741,1.0000000001362497,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.004,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp32_h3e-4_seed16_bs64_ckpt1k,fp32,0.0003,16,16,64,20000,19990,0.4800936768149882,17990.0,0.4718969555035129,19990.0,1.2217601537704468,1.2217601537704468,1.2447969913482666,0.4375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.000000000503896,0.9999999989698292,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.0003,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp16_h3e-4_seed16_bs64_ckpt1k,fp16,0.0003,16,16,64,20000,19990,0.4355971896955503,19990.0,0.4355971896955503,19990.0,1.45703125,1.45703125,1.44158935546875,0.4375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,0.9999999954872284,1.0000000080674136,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.0003,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp32_h5e-3_seed16_bs64_ckpt1k,fp32,0.005,16,16,64,20000,19990,0.3887587822014051,19990.0,0.3887587822014051,19990.0,1.4804675579071045,1.4804675579071045,1.657491683959961,0.34375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,0.9999999931229092,1.0000000040699195,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.005,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp16_h5e-3_seed16_bs64_ckpt1k,fp16,0.005,16,16,64,20000,19990,0.3372365339578454,19990.0,0.3372365339578454,19990.0,1.5478515625,1.5478515625,1.5675506591796875,0.375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.000000000469139,1.0000000017886053,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.005,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp32_h1e-3_seed16_bs64_ckpt1k,fp32,0.001,16,16,64,20000,19990,0.477751756440281,15990.0,0.4695550351288056,19990.0,1.228054761886597,1.228054761886597,1.2635478973388672,0.4375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,0.999999999127056,1.0000000008910417,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.001,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp16_h1e-3_seed16_bs64_ckpt1k,fp16,0.001,16,16,64,20000,19990,0.4473067915690866,19990.0,0.4473067915690866,19990.0,1.4482421875,1.4482421875,1.4446563720703125,0.484375,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,0.9999999918085412,0.9999999926652628,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.001,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp32_h1p5e-3_seed16_bs64_ckpt1k,fp32,0.0015,16,16,64,20000,19990,0.477751756440281,19990.0,0.477751756440281,19990.0,1.2346433401107788,1.2346433401107788,1.2528730630874634,0.453125,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.0000000024702993,1.0000000030044975,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.0015,07c96b8c93a576c66f468835f06a3d8861b1b27a
fp16_h1p5e-3_seed16_bs64_ckpt1k,fp16,0.0015,16,16,64,20000,19990,0.4578454332552693,19990.0,0.4578454332552693,19990.0,1.392578125,1.392578125,1.41265869140625,0.453125,False,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1p5e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,1.0000000020783857,0.9999999968671222,completed,experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/summaries/summary_all.csv,,,,,,,,,,roberta-large,sst-5,partial,h=0.0015,07c96b8c93a576c66f468835f06a3d8861b1b27a
