group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,16,absG_fixed_0.001,0.001,13.40148109065601,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,richardsonG_candidate,0.001,13.666802467239918,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,absG_candidate,1e-05,17.973624553567728,0.7952772862089597,0.9663679710996439,0.5935622379238076,nan,nan,0.821916980615204,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,3e-05,18.252517037635275,0.9414174817144295,1.0197162140829485,0.3057226284077158,nan,nan,0.3740213607762348,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.0001,18.48160729240505,0.9921267320877669,1.0072238492537922,0.10903627516154155,nan,nan,0.1162601244153337,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.0003,18.308295534448792,0.9991116341450011,1.0008756544525994,0.03738188325621192,nan,nan,0.03825753770881132,
A_seed,roberta-large,sst-5,17,absG_candidate,0.001,18.072083560889432,0.9999226905364174,1.0000806501884465,0.011254508410248141,0.9982574757946684,0.0625,0.011335158598694637,
A_seed,roberta-large,sst-5,17,absG_candidate,0.0015,17.783878059943195,0.9999662352938711,1.0000345261019048,0.007505922920048991,0.9938648558430657,0.03125,0.007540449021953788,
A_seed,roberta-large,sst-5,17,absG_candidate,0.002,17.393403681133975,0.9999812805590943,1.0000225807464693,0.005630215131979495,0.9810495139854352,0.0,0.00565279587844882,
A_seed,roberta-large,sst-5,17,absG_candidate,0.003,16.42631909151509,0.9999918543426556,1.0000080913163027,0.0037526810866339634,nan,nan,0.003760772402936713,
A_seed,roberta-large,sst-5,17,absG_candidate,0.004,15.117641011142757,0.9999954943346774,1.0000086702680888,0.002814309038059991,nan,nan,0.0028229793061488083,
A_seed,roberta-large,sst-5,17,absG_candidate,0.005,14.021429201400597,0.9999971594922141,1.0000032072794802,0.0022523543532734923,0.5331798538308413,0.3125,0.5815757078019124,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.01,11.211955960916821,0.999999309636707,1.0000010346300083,0.0011274638300431343,nan,nan,0.0011284984600514684,
A_seed,roberta-large,sst-5,17,absG,0.0003,18.308295534448792,0.9991116341450011,1.0008756544525994,0.03738188325621192,nan,nan,0.03825753770881132,
A_seed,roberta-large,sst-5,17,absG_fixed_0.0003,0.0003,18.308295534448792,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,absG_fixed_0.001,0.001,18.072083560889432,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,richardsonG_candidate,0.001,18.350154308173572,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,absG_candidate,1e-05,20.169902865599695,0.7952837533970469,0.9663863091580963,0.5935562020822265,nan,nan,0.8218861395270832,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,3e-05,18.212675254197055,0.9414176184210549,1.019734061826687,0.3057174174460989,nan,nan,0.37403386085173107,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.0001,17.535862958040266,0.9921254645833233,1.0072273259327624,0.10903797762553911,nan,nan,0.11626530355830154,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.0003,17.39243253766267,0.999111487017744,1.000875254484092,0.037376407548573874,nan,nan,0.038251662032665855,
A_seed,roberta-large,sst-5,18,absG_candidate,0.001,17.545574392753334,0.9999226768298264,1.000080572442256,0.011253970951311535,0.9973430233697661,0.0,0.011334543393567435,
A_seed,roberta-large,sst-5,18,absG_candidate,0.0015,17.651204921093917,0.9999662283018884,1.0000345703213793,0.007504305027697066,0.9914095125139138,0.125,0.03253887534907639,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.002,17.814431727617382,0.9999812712656214,1.0000225687969149,0.005628455674046778,0.9804333314607544,0.15625,0.061901024470961644,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.003,18.377371226484804,0.9999918607880345,1.0000082043994345,0.0037523397358612282,nan,nan,0.0037605441352957254,
A_seed,roberta-large,sst-5,18,absG_candidate,0.004,19.127641810855817,0.9999954890866065,1.0000088379494694,0.0028151627214108355,nan,nan,0.0028240006708802113,
A_seed,roberta-large,sst-5,18,absG_candidate,0.005,19.852652704526996,0.9999971457227133,1.0000033369390344,0.0022520111639867204,0.6510224412011953,0.28125,0.4324829069018258,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.01,15.80003738225956,0.999999307801135,1.0000009903981846,0.0011259262194707942,nan,nan,0.001126916617655369,
A_seed,roberta-large,sst-5,18,absG,0.0003,17.39243253766267,0.999111487017744,1.000875254484092,0.037376407548573874,nan,nan,0.038251662032665855,
A_seed,roberta-large,sst-5,18,absG_fixed_0.0003,0.0003,17.39243253766267,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,absG_fixed_0.001,0.001,17.545574392753334,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,richardsonG_candidate,0.001,17.45595528113198,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,absG_candidate,1e-05,15.359007515434433,0.795287176584666,0.9663763553815836,0.593556985289206,nan,nan,0.8218934533229564,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,3e-05,14.47750805686378,0.9414079543614763,1.0197244067146296,0.30571334023480456,nan,nan,0.3740297925879579,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.0001,15.892389391213625,0.992125888604736,1.0072267616099102,0.1090296853143975,nan,nan,0.1162564469243077,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.0003,15.760413483574519,0.9991116231428936,1.0008752508991448,0.03737757439214889,nan,nan,0.038252825291293646,
A_seed,roberta-large,sst-5,19,absG_candidate,0.001,15.495415821481044,0.9999226842593922,1.0000809391994976,0.01125352664375277,0.9969507513549466,0.0,0.011334465843250357,
A_seed,roberta-large,sst-5,19,absG_candidate,0.0015,15.214182632636497,0.9999662316902942,1.0000348252817661,0.007504509102755095,0.9871390000952817,0.03125,0.007539334384521221,
A_seed,roberta-large,sst-5,19,absG_candidate,0.002,14.880682004143933,0.9999812741590808,1.0000229822534499,0.005629494434477274,0.9653223247053495,0.03125,0.005652476687927151,
A_seed,roberta-large,sst-5,19,absG_candidate,0.003,13.983345436656588,0.9999918641371333,1.0000083367831218,0.0037535439625549895,nan,nan,0.0037618807456768323,
A_seed,roberta-large,sst-5,19,absG_candidate,0.004,12.97711006953099,0.9999954945004889,1.0000085491511566,0.0028162492832062755,nan,nan,0.0028247984343628316,
A_seed,roberta-large,sst-5,19,absG_candidate,0.005,11.332437514034003,0.9999971514567314,1.0000031940889493,0.002252703670940385,-0.021071080610470864,0.5625,1.3858269783703607,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.01,8.063904754663573,0.999999305387001,1.0000010844552265,0.0011263594959453436,nan,nan,0.0011274439511718512,
A_seed,roberta-large,sst-5,19,absG,0.0003,15.760413483574519,0.9991116231428936,1.0008752508991448,0.03737757439214889,nan,nan,0.038252825291293646,
A_seed,roberta-large,sst-5,19,absG_fixed_0.0003,0.0003,15.760413483574519,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,absG_fixed_0.001,0.001,15.495415821481044,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,richardsonG_candidate,0.001,15.700327093926749,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,absG_candidate,1e-05,16.43847083546375,0.7952804399148576,0.9663930908541534,0.593546522687151,nan,nan,0.82187299191814,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,3e-05,16.147127794071753,0.9414157157706055,1.0197405327582767,0.3057045553036508,nan,nan,0.37402937229132205,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.0001,15.497582218455499,0.9921275356065109,1.0072314031553886,0.10904258753023555,nan,nan,0.11627399068562416,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.0003,15.326760571964124,0.9991115867233356,1.000876134481052,0.03737963828934569,nan,nan,0.03825577277039764,
B_task,roberta-large,rte,16,absG_candidate,0.001,15.342908944813928,0.9999226927505418,1.0000806741080246,0.011254101133698319,0.9983222517623754,0.0,0.01133477524172291,
B_task,roberta-large,rte,16,absG_candidate,0.0015,15.211767224515556,0.999966230834927,1.000034457610104,0.00750332098809245,0.9958544756252491,0.03125,0.007537778598196349,
B_task,roberta-large,rte,16,absG_candidate,0.002,15.020302553980253,0.9999812765013149,1.0000225415343371,0.0056265609055864765,0.9921460504703834,0.0625,0.005649102439923594,
B_task,roberta-large,rte,16,absG_candidate,0.003,14.5498955971481,0.9999918591495114,1.0000081992896934,0.0037506250964200634,nan,nan,0.003758824386113486,
B_task,roberta-large,rte,16,absG_candidate,0.004,14.12475419778863,0.9999955007604766,1.000008702694399,0.0028134643055827313,nan,nan,0.00282216699998163,
B_task,roberta-large,rte,16,absG_candidate,0.005,13.918103271220767,0.9999971535492129,1.000003201731613,0.0022503912368975133,0.5066279977509119,0.34375,0.6393755952175986,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.01,9.036897133732905,0.9999993030333989,1.0000010096722376,0.0011241972978018092,nan,nan,0.0011252069700394044,
B_task,roberta-large,rte,16,absG,0.0003,15.326760571964124,0.9991115867233356,1.000876134481052,0.03737963828934569,nan,nan,0.03825577277039764,
B_task,roberta-large,rte,16,absG_fixed_0.0003,0.0003,15.326760571964124,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,absG_fixed_0.001,0.001,15.342908944813928,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,richardsonG_candidate,0.001,15.450444408425152,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,absG_candidate,1e-05,11.549136974154491,0.7952762332095425,0.9663673436564744,0.5935638164933734,nan,nan,0.8219202396273565,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,3e-05,9.689023709882521,0.9414171154327801,1.0197162986773982,0.3057238604593902,nan,nan,0.37402304370400835,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.0001,9.20195790735026,0.9921266797912063,1.0072238958194646,0.10903675817112335,nan,nan,0.11626065399058794,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.0003,9.24453881339986,0.999111628169506,1.0008756617107506,0.037382054727842264,nan,nan,0.03825771643859286,
B_task,roberta-large,rte,17,absG_candidate,0.001,9.113882664837142,0.9999226900170277,1.0000806508867526,0.011254556475773631,0.9967818031337412,0.0,0.011335207362526207,
B_task,roberta-large,rte,17,absG_candidate,0.0015,9.004043848120896,0.9999662350671568,1.0000345262566177,0.007505955598565886,0.9862900408497032,0.03125,0.007540481855183592,
B_task,roberta-large,rte,17,absG_candidate,0.002,8.898550275910878,0.9999812804335765,1.0000225808442293,0.0056302397999042336,0.9589667570177764,0.09375,0.005652820644133581,
B_task,roberta-large,rte,17,absG_candidate,0.003,8.69754847846505,0.9999918542880454,1.0000080912501659,0.003752698343042914,nan,nan,0.00376078959320879,
B_task,roberta-large,rte,17,absG_candidate,0.004,8.705983731052362,0.9999954943042454,1.0000086702676405,0.002814321059581769,nan,nan,0.0028229913272222783,
B_task,roberta-large,rte,17,absG_candidate,0.005,8.808629860802277,0.9999971594733579,1.000003207297722,0.0022523633644861425,0.1312619262958849,0.5625,1.2334936443663234,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.01,8.61058662704067,0.9999993096322679,1.000001034571563,0.0011274692646121545,nan,nan,0.00112850383617524,
B_task,roberta-large,rte,17,absG,0.0003,9.24453881339986,0.999111628169506,1.0008756617107506,0.037382054727842264,nan,nan,0.03825771643859286,
B_task,roberta-large,rte,17,absG_fixed_0.0003,0.0003,9.24453881339986,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,absG_fixed_0.001,0.001,9.113882664837142,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,richardsonG_candidate,0.001,9.185660127812563,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,absG_candidate,1e-05,13.476483247978463,0.7952827614268352,0.9663856916265258,0.5935577248376149,nan,nan,0.821889271784254,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,3e-05,13.028263184298469,0.9414172651038485,1.0197341463297382,0.3057186041081386,nan,nan,0.37403548533402836,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.0001,12.71525617316194,0.9921254138052809,1.007227371924533,0.10903843919846196,nan,nan,0.116265811122995,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.0003,12.396770916802657,0.9991114812364509,1.0008752618820123,0.037376567947761154,nan,nan,0.03825182982977341,
B_task,roberta-large,rte,18,absG_candidate,0.001,12.349844766246825,0.9999226763267849,1.0000805727658357,0.01125401962562831,0.9973462670682397,0.0,0.01133459239146404,
B_task,roberta-large,rte,18,absG_candidate,0.0015,12.270522265532794,0.9999662280823144,1.0000345705616756,0.007504332178434662,0.9925771810533964,0.0,0.007538902740110213,
B_task,roberta-large,rte,18,absG_candidate,0.002,12.076169065698217,0.9999812711437945,1.0000225690556417,0.005628475425967731,0.9814758700629163,0.03125,0.0056510444816094164,
B_task,roberta-large,rte,18,absG_candidate,0.003,11.752516828049288,0.9999918607350524,1.0000082044232985,0.0037523569896970883,nan,nan,0.0037605614129956073,
B_task,roberta-large,rte,18,absG_candidate,0.004,11.328444620300054,0.9999954890576195,1.0000088379646699,0.002815175975052912,nan,nan,0.0028240139397227955,
B_task,roberta-large,rte,18,absG_candidate,0.005,10.997437838439577,0.9999971457042212,1.0000033370325956,0.002252022011140317,0.6212589806487222,0.21875,0.3997463783950137,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.01,10.757271256610045,0.99999930779651,1.000000990347583,0.0011259316424493608,nan,nan,0.0011269219900324127,
B_task,roberta-large,rte,18,absG,0.0003,12.396770916802657,0.9991114812364509,1.0008752618820123,0.037376567947761154,nan,nan,0.03825182982977341,
B_task,roberta-large,rte,18,absG_fixed_0.0003,0.0003,12.396770916802657,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,absG_fixed_0.001,0.001,12.349844766246825,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,richardsonG_candidate,0.001,12.44106999976303,,,,,,,diagnostic_only
