group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,18,absG_candidate,0.002,17.814431727617382,0.9999812754392801,1.0000225090341215,0.0056286481051825744,0.9804333314607544,0.15625,0.06190115713930405,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.003,18.377371226484804,0.999991858295623,1.0000081937846361,0.003752309706798635,nan,nan,0.0037605034914347584,
A_seed,roberta-large,sst-5,18,absG_candidate,0.004,19.127641810855817,0.9999954978409067,1.0000087408296376,0.0028154057116826304,nan,nan,0.002824146541320274,
A_seed,roberta-large,sst-5,18,absG_candidate,0.005,19.852652704526996,0.9999971488909709,1.000003268333711,0.0022522823448070713,0.6510224412011953,0.28125,0.4324831094773227,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.01,15.80003738225956,0.999999306649782,1.0000010031551956,0.00112603040193285,nan,nan,0.001127033557128428,
A_seed,roberta-large,sst-5,18,absG,0.0003,17.39243253766267,0.9991115652945759,1.0008758845649721,0.03737641612830604,nan,nan,0.03825230069327816,
A_seed,roberta-large,sst-5,18,absG_fixed_0.0003,0.0003,17.39243253766267,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,absG_fixed_0.001,0.001,17.545574392753334,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,richardsonG_candidate,0.001,17.45595528113198,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,absG_candidate,1e-05,15.359007515434433,0.7952799293957631,0.9663668305719666,0.5935562207737859,nan,nan,0.8219094608060562,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,3e-05,14.47750805686378,0.9414119731005044,1.0197321372713772,0.3057182496801194,nan,nan,0.37403841385099224,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.0001,15.892389391213625,0.9921257450892507,1.0072256881676327,0.10903624145545086,nan,nan,0.11626192962308356,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.0003,15.760413483574519,0.9991115205992557,1.0008750685998549,0.03737404597729427,nan,nan,0.038249114577149135,
A_seed,roberta-large,sst-5,19,absG_candidate,0.001,15.495415821481044,0.999922671268864,1.0000807656486765,0.01125273975974524,0.9969507513549466,0.0,0.01133350540842178,
A_seed,roberta-large,sst-5,19,absG_candidate,0.0015,15.214182632636497,0.9999662313325781,1.0000345522979206,0.007503318052078592,0.9871390000952817,0.03125,0.00753787034999919,
A_seed,roberta-large,sst-5,19,absG_candidate,0.002,14.880682004143933,0.999981274614137,1.0000227693070634,0.005628702341346645,0.9653223247053495,0.03125,0.0056514716484099975,
A_seed,roberta-large,sst-5,19,absG_candidate,0.003,13.983345436656588,0.9999918598930748,1.000008301652178,0.003753162470892462,nan,nan,0.0037614641230703733,
A_seed,roberta-large,sst-5,19,absG_candidate,0.004,12.97711006953099,0.9999954949900185,1.0000085919036745,0.002815090712944415,nan,nan,0.0028236826166189413,
A_seed,roberta-large,sst-5,19,absG_candidate,0.005,11.332437514034003,0.9999971527866345,1.0000032379042372,0.0022519268987600577,-0.021071080610470864,0.5625,1.3858262454134682,candidate_not_primary_pass
A_seed,roberta-large,sst-5,19,absG_candidate,0.01,8.063904754663573,0.9999993053501752,1.000001050972176,0.0011261067002653552,nan,nan,0.0011271576724413085,
A_seed,roberta-large,sst-5,19,absG,0.0003,15.760413483574519,0.9991115205992557,1.0008750685998549,0.03737404597729427,nan,nan,0.038249114577149135,
A_seed,roberta-large,sst-5,19,absG_fixed_0.0003,0.0003,15.760413483574519,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,absG_fixed_0.001,0.001,15.495415821481044,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,19,richardsonG_candidate,0.001,15.700327093926749,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,absG_candidate,1e-05,16.43847083546375,0.7952788632687754,0.9663960922279902,0.5935519711645677,nan,nan,0.8218770156678021,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,3e-05,16.147127794071753,0.9414157716555585,1.0197380033009784,0.30571120709757466,nan,nan,0.3740334387429946,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.0001,15.497582218455499,0.9921271170309984,1.0072307316737077,0.1090435996398417,nan,nan,0.11627433131354939,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.0003,15.326760571964124,0.9991116350756376,1.0008757139783582,0.03737981386875966,nan,nan,0.03825552784711783,
B_task,roberta-large,rte,16,absG_candidate,0.001,15.342908944813928,0.9999226798220844,1.0000805865565674,0.011256136384078009,0.9983222517623754,0.0,0.011336722940645406,
B_task,roberta-large,rte,16,absG_candidate,0.0015,15.211767224515556,0.9999662331501222,1.0000346044544774,0.007504859835940508,0.9958544756252491,0.03125,0.007539464290417957,
B_task,roberta-large,rte,16,absG_candidate,0.002,15.020302553980253,0.9999812775555819,1.0000225252708637,0.005628353470284034,0.9921460504703834,0.0625,0.005650878741147694,
B_task,roberta-large,rte,16,absG_candidate,0.003,14.5498955971481,0.9999918574383073,1.0000081934625535,0.0037515725511285845,nan,nan,0.003759766013682125,
B_task,roberta-large,rte,16,absG_candidate,0.004,14.12475419778863,0.9999955007003423,1.0000087216983022,0.002813897585323304,nan,nan,0.0028226192836255425,
B_task,roberta-large,rte,16,absG_candidate,0.005,13.918103271220767,0.9999971541571326,1.0000031553584214,0.002251468307822627,0.5066279977509119,0.34375,0.6393766259153322,candidate_not_primary_pass
B_task,roberta-large,rte,16,absG_candidate,0.01,9.036897133732905,0.9999993025943477,1.0000010142861844,0.001125198376240599,nan,nan,0.0011262126624249744,
B_task,roberta-large,rte,16,absG,0.0003,15.326760571964124,0.9991116350756376,1.0008757139783582,0.03737981386875966,nan,nan,0.03825552784711783,
B_task,roberta-large,rte,16,absG_fixed_0.0003,0.0003,15.326760571964124,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,absG_fixed_0.001,0.001,15.342908944813928,,,,,,,diagnostic_only
B_task,roberta-large,rte,16,richardsonG_candidate,0.001,15.450444408425152,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,absG_candidate,1e-05,11.549136974154491,0.7952707879628382,0.9663533456073303,0.5935702654363862,nan,nan,0.8219461318662177,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,3e-05,9.689023709882521,0.9414132228848597,1.019721475962352,0.3057268710488181,nan,nan,0.37403512412631046,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.0001,9.20195790735026,0.9921259988290102,1.0072246588846892,0.10904331497443931,nan,nan,0.11626797385912846,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.0003,9.24453881339986,0.9991116307872068,1.0008759093119168,0.037380738954712125,nan,nan,0.03825664826662896,
B_task,roberta-large,rte,17,absG_candidate,0.001,9.113882664837142,0.999922684261231,1.0000805323917756,0.011255776339031917,0.9967818031337412,0.0,0.011336308730807551,
B_task,roberta-large,rte,17,absG_candidate,0.0015,9.004043848120896,0.9999662303548857,1.0000345083778845,0.007506134855035642,0.9862900408497032,0.03125,0.007540643232920188,
B_task,roberta-large,rte,17,absG_candidate,0.002,8.898550275910878,0.9999812793172564,1.00002257238829,0.005630150324880014,0.9589667570177764,0.09375,0.005652722713170079,
B_task,roberta-large,rte,17,absG_candidate,0.003,8.69754847846505,0.9999918579487465,1.0000081278300355,0.0037528445060105607,nan,nan,0.0037609723360460144,
B_task,roberta-large,rte,17,absG_candidate,0.004,8.705983731052362,0.9999954974099068,1.000008691180493,0.002814955658126836,nan,nan,0.002823646838619906,
B_task,roberta-large,rte,17,absG_candidate,0.005,8.808629860802277,0.999997153858635,1.0000031340518343,0.002252342834257982,0.1312619262958849,0.5625,1.2334935505902074,candidate_not_primary_pass
B_task,roberta-large,rte,17,absG_candidate,0.01,8.61058662704067,0.9999993029270797,1.0000010289961099,0.0011269296566749922,nan,nan,0.0011279586527848675,
B_task,roberta-large,rte,17,absG,0.0003,9.24453881339986,0.9991116307872068,1.0008759093119168,0.037380738954712125,nan,nan,0.03825664826662896,
B_task,roberta-large,rte,17,absG_fixed_0.0003,0.0003,9.24453881339986,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,absG_fixed_0.001,0.001,9.113882664837142,,,,,,,diagnostic_only
B_task,roberta-large,rte,17,richardsonG_candidate,0.001,9.185660127812563,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,absG_candidate,1e-05,13.476483247978463,0.7952787749988638,0.9663630358781479,0.5935624366781883,nan,nan,0.8219206258011766,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,3e-05,13.028263184298469,0.9414180566565691,1.019727744750155,0.3057150483951898,nan,nan,0.37402473648877566,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.0001,12.71525617316194,0.9921256620402952,1.007225283381826,0.10903588609605852,nan,nan,0.11626116947788456,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.0003,12.396770916802657,0.9991115594073918,1.0008758915411509,0.037376582349562995,nan,nan,0.03825247389071386,
B_task,roberta-large,rte,18,absG_candidate,0.001,12.349844766246825,0.9999226804226384,1.0000804340851652,0.011254627259097585,0.9973462670682397,0.0,0.011335061344262811,
B_task,roberta-large,rte,18,absG_candidate,0.0015,12.270522265532794,0.9999662299576645,1.0000345913176178,0.00750410573308227,0.9925771810533964,0.0,0.007538697050700119,
B_task,roberta-large,rte,18,absG_candidate,0.002,12.076169065698217,0.9999812753151098,1.0000225092908517,0.0056286721484524885,0.9814758700629163,0.03125,0.0056511814393041685,
B_task,roberta-large,rte,18,absG_candidate,0.003,11.752516828049288,0.9999918582416831,1.0000081937890422,0.003752327879672085,nan,nan,0.0037605216687142395,
B_task,roberta-large,rte,18,absG_candidate,0.004,11.328444620300054,0.9999954978114673,1.0000087408303617,0.002815419273577675,nan,nan,0.0028241601039394057,
B_task,roberta-large,rte,18,absG_candidate,0.005,10.997437838439577,0.9999971488718316,1.0000032683733706,0.0022522931940048194,0.6212589806487222,0.21875,0.3997465809186532,candidate_not_primary_pass
B_task,roberta-large,rte,18,absG_candidate,0.01,10.757271256610045,0.9999993066449033,1.0000010031564592,0.0011260358256967402,nan,nan,0.001127038982155974,
B_task,roberta-large,rte,18,absG,0.0003,12.396770916802657,0.9991115594073918,1.0008758915411509,0.037376582349562995,nan,nan,0.03825247389071386,
B_task,roberta-large,rte,18,absG_fixed_0.0003,0.0003,12.396770916802657,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,absG_fixed_0.001,0.001,12.349844766246825,,,,,,,diagnostic_only
B_task,roberta-large,rte,18,richardsonG_candidate,0.001,12.44106999976303,,,,,,,diagnostic_only
