group,model,dataset,seed,h,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,visibility_pass
A_seed,roberta-large,sst-5,19,0.0001,0.9921257450892507,1.0072256881676327,0.10903624145545086,2.5230493362348866e-05,False
A_seed,roberta-large,sst-5,19,0.0003,0.9991115205992557,1.0008750685998549,0.03737404597729427,2.5308947101829867e-05,True
A_seed,roberta-large,sst-5,19,0.001,0.999922671268864,1.0000807656486765,0.01125273975974524,2.487427626250813e-05,True
A_seed,roberta-large,sst-5,19,0.0015,0.9999662313325781,1.0000345522979206,0.007503318052078592,2.465767086122541e-05,True
A_seed,roberta-large,sst-5,19,0.002,0.999981274614137,1.0000227693070634,0.005628702341346645,2.448164071304143e-05,True
A_seed,roberta-large,sst-5,19,0.003,0.9999918598930748,1.000008301652178,0.003753162470892462,2.4223312005030985e-05,True
A_seed,roberta-large,sst-5,19,0.004,0.9999954949900185,1.0000085919036745,0.002815090712944415,2.40347301301277e-05,True
A_seed,roberta-large,sst-5,19,0.005,0.9999971527866345,1.0000032379042372,0.0022519268987600577,2.391457845089538e-05,True
A_seed,roberta-large,sst-5,19,0.01,0.9999993053501752,1.000001050972176,0.0011261067002653552,2.3794436482268277e-05,True
B_task,roberta-large,rte,16,1e-05,0.7952788632687754,0.9663960922279902,0.5935519711645677,1.2598557194619774e-05,False
B_task,roberta-large,rte,16,3e-05,0.9414157716555585,1.0197380033009784,0.30571120709757466,2.0773318348077526e-05,False
B_task,roberta-large,rte,16,0.0001,0.9921271170309984,1.0072307316737077,0.1090435996398417,2.522837816045237e-05,False
B_task,roberta-large,rte,16,0.0003,0.9991116350756376,1.0008757139783582,0.03737981386875966,2.53072610576797e-05,True
B_task,roberta-large,rte,16,0.001,0.9999226798220844,1.0000805865565674,0.011256136384078009,2.4873761807944456e-05,True
B_task,roberta-large,rte,16,0.0015,0.9999662331501222,1.0000346044544774,0.007504859835940508,2.4657399618584058e-05,True
B_task,roberta-large,rte,16,0.002,0.9999812775555819,1.0000225252708637,0.005628353470284034,2.4482793149883706e-05,True
B_task,roberta-large,rte,16,0.003,0.9999918574383073,1.0000081934625535,0.0037515725511285845,2.422361143152506e-05,True
B_task,roberta-large,rte,16,0.004,0.9999955007003423,1.0000087216983022,0.002813897585323304,2.4033619325146514e-05,True
B_task,roberta-large,rte,16,0.005,0.9999971541571326,1.0000031553584214,0.002251468307822627,2.3914787956480566e-05,True
B_task,roberta-large,rte,16,0.01,0.9999993025943477,1.0000010142861844,0.001125198376240599,2.3793871465512848e-05,True
B_task,roberta-large,rte,17,1e-05,0.7952707879628382,0.9663533456073303,0.5935702654363862,1.259849561236723e-05,False
B_task,roberta-large,rte,17,3e-05,0.9414132228848597,1.019721475962352,0.3057268710488181,2.077341774882014e-05,False
B_task,roberta-large,rte,17,0.0001,0.9921259988290102,1.0072246588846892,0.10904331497443931,2.522985956642715e-05,False
B_task,roberta-large,rte,17,0.0003,0.9991116307872068,1.0008759093119168,0.037380738954712125,2.5307156858738052e-05,True
B_task,roberta-large,rte,17,0.001,0.999922684261231,1.0000805323917756,0.011255776339031917,2.4872595583241256e-05,True
B_task,roberta-large,rte,17,0.0015,0.9999662303548857,1.0000345083778845,0.007506134855035642,2.4658433953108172e-05,True
B_task,roberta-large,rte,17,0.002,0.9999812793172564,1.00002257238829,0.005630150324880014,2.4482705424825477e-05,True
B_task,roberta-large,rte,17,0.003,0.9999918579487465,1.0000081278300355,0.0037528445060105607,2.422141906202528e-05,True
B_task,roberta-large,rte,17,0.004,0.9999954974099068,1.000008691180493,0.002814955658126836,2.403299904374914e-05,True
B_task,roberta-large,rte,17,0.005,0.999997153858635,1.0000031340518343,0.002252342834257982,2.39138315106405e-05,True
B_task,roberta-large,rte,17,0.01,0.9999993029270797,1.0000010289961099,0.0011269296566749922,2.3793350046961077e-05,True
B_task,roberta-large,rte,18,1e-05,0.7952787749988638,0.9663630358781479,0.5935624366781883,1.2598458710053652e-05,False
B_task,roberta-large,rte,18,3e-05,0.9414180566565691,1.019727744750155,0.3057150483951898,2.077290546692286e-05,False
B_task,roberta-large,rte,18,0.0001,0.9921256620402952,1.007225283381826,0.10903588609605852,2.5230733710768957e-05,False
B_task,roberta-large,rte,18,0.0003,0.9991115594073918,1.0008758915411509,0.037376582349562995,2.5308488547648926e-05,True
B_task,roberta-large,rte,18,0.001,0.9999226804226384,1.0000804340851652,0.011254627259097585,2.4873193122411235e-05,True
B_task,roberta-large,rte,18,0.0015,0.9999662299576645,1.0000345913176178,0.00750410573308227,2.4659205718811962e-05,True
B_task,roberta-large,rte,18,0.002,0.9999812753151098,1.0000225092908517,0.0056286721484524885,2.448243263095692e-05,True
B_task,roberta-large,rte,18,0.003,0.9999918582416831,1.0000081937890422,0.003752327879672085,2.422245814997446e-05,True
B_task,roberta-large,rte,18,0.004,0.9999954978114673,1.0000087408303617,0.002815419273577675,2.403411604177014e-05,True
B_task,roberta-large,rte,18,0.005,0.9999971488718316,1.0000032683733706,0.0022522931940048194,2.3913669309385753e-05,True
B_task,roberta-large,rte,18,0.01,0.9999993066449033,1.0000010031564592,0.0011260358256967402,2.3794353571271256e-05,True
