run_name,seed,precision_mode,zo_quantization,update_backend,direction_type,h_raw,h_active,sparse_rate,sparse_mode,sparse_rescale,lr,steps_completed,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,best_eval_loss_step,last_eval_loss,last_eval_loss_step,final_train_loss,final_train_acc,nan_occurred,early_stopped,final_acc,final_acc_alias_warning,family,max_steps,eval_every,actual_active_frac_last,actual_active_frac_mean,projected_grad_mean,projected_grad_std,d_fd_mean,d_fd_std,cos_intended_actual_last,actual_over_intended_norm_ratio_last,saturation_frac_last,residual_over_scale_p50_last,residual_over_scale_p90_last,residual_over_scale_p99_last,residual_bound_violation_frac_last,grid_error_norm_last,scale_drift_max,completed,notes,source_batch,gpu_group
sparse_int8_fp16master_p0p003_hactive0p012_lr3e-6_seed0_step500,0,int8,int8,fp16_master,sparse,0.0006572670690061994,0.012,0.003,exact_random,inv_sqrt_p,3e-06,501,0.2681498829039813,490,0.2681498829039813,490,1.5873888731002808,490,1.5873888731002808,490,1.5901641845703125,0.21875,False,False,0.2681498829039813,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.0030000210178924625,0.003000018820972164,0.4035745460294678,18.358256362785397,,,0.008924234989047345,111.57321360288276,9.827470361915803e-06,,,,,0.0,,True,,sparse_l4_offset8_limit7,l4
sparse_int8_fp16master_p0p01_hactive0p006_lr1e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0006000000000000001,0.006,0.01,exact_random,inv_sqrt_p,1e-05,501,0.3793911007025761,490,0.3793911007025761,490,1.4912534952163696,490,1.4912534952163696,490,1.52532958984375,0.390625,False,False,0.3793911007025761,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925938734187,-0.6912532321822471,13.1538367707138,,,0.0016273380642863398,569.0306231372009,2.5469547782565523e-06,,,,,0.0,,True,,sparse_l4_offset8_limit7,l4
sparse_int8_fp16master_p0p01_hactive0p006_lr3e-6_seed0_step500,0,int8,int8,fp16_master,sparse,0.0006000000000000001,0.006,0.01,exact_random,inv_sqrt_p,3e-06,501,0.265807962529274,490,0.265807962529274,490,1.5958597660064697,490,1.5958597660064697,490,1.58673095703125,0.234375,False,False,0.265807962529274,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925938734187,-1.278309415843702,18.541011536865017,,,0.01726743664041191,58.08396152015787,1.1075208554536193e-05,,,,,0.0,,True,,sparse_l4_offset8_limit7,l4
sparse_int8_fp16master_p0p01_hactive0p006_lr3e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0006000000000000001,0.006,0.01,exact_random,inv_sqrt_p,3e-05,501,0.32435597189695553,90,0.24941451990632318,490,1.5533255338668823,390,1.5905673503875732,490,1.6223907470703125,0.296875,False,False,0.24941451990632318,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925889805006,-0.784726047252645,12.457933475933977,,,0.15697726080185753,6.366145212701297,1.2452868405720199e-06,,,,,0.0,,True,,sparse_h100_offset15_limit4,h100
sparse_int8_fp16master_p0p01_hactive0p012_lr1e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0012000000000000001,0.012,0.01,exact_random,inv_sqrt_p,1e-05,501,0.3548009367681499,490,0.3548009367681499,490,1.5231684446334839,290,1.5239638090133667,490,1.5426406860351562,0.34375,False,False,0.3548009367681499,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925889805006,-0.032786707365941144,12.972360841726246,,,0.048151995815232766,20.771597823801947,2.897498121173479e-06,,,,,0.0,,True,,sparse_h100_offset15_limit4,h100
sparse_int8_fp16master_p0p01_hactive0p012_lr3e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0012000000000000001,0.012,0.01,exact_random,inv_sqrt_p,3e-05,501,0.3091334894613583,90,0.2786885245901639,490,1.5528090000152588,90,1.572042465209961,490,1.6290283203125,0.28125,False,False,0.2786885245901639,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925889805006,-0.3223627647505831,10.677216673801494,,,0.13369626500786544,7.478777056494995,1.2796057692492016e-06,,,,,0.0,,True,,sparse_h100_offset15_limit4,h100
sparse_int8_fp16master_p0p01_hactive0p012_lr3e-6_seed0_step500,0,int8,int8,fp16_master,sparse,0.0012000000000000001,0.012,0.01,exact_random,inv_sqrt_p,3e-06,501,0.2775175644028103,490,0.2775175644028103,490,1.5877147912979126,390,1.5914300680160522,490,1.58642578125,0.28125,False,False,0.2775175644028103,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.00999992542987069,0.009999925889805006,0.8779482748991477,18.77883030803505,,,0.0017999855526043354,540.2272928970808,1.1820419577240709e-05,,,,,0.0,,True,,sparse_h100_offset15_limit4,h100
sparse_int8_fp16master_p0p03_hactive0p006_lr1e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0010392304845413265,0.006,0.03,exact_random,inv_sqrt_p,1e-05,501,0.3325526932084309,290,0.3325526932084309,490,1.542285442352295,490,1.542285442352295,490,1.58856201171875,0.234375,False,False,0.3325526932084309,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,-0.8055546803180567,13.068048437965299,,,0.050491672478467094,19.7835539633575,3.0519333002207965e-06,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
sparse_int8_fp16master_p0p03_hactive0p006_lr3e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.0010392304845413265,0.006,0.03,exact_random,inv_sqrt_p,3e-05,501,0.3395784543325527,190,0.19437939110070257,490,1.5373059511184692,190,1.7031244039535522,490,1.6124496459960938,0.234375,False,False,0.19437939110070257,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,-0.05820220936937425,15.906198130711678,,,0.5956662835037577,1.6787969437772468,1.1325246463469945e-06,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
sparse_int8_fp16master_p0p03_hactive0p006_lr3e-6_seed0_step500,0,int8,int8,fp16_master,sparse,0.0010392304845413265,0.006,0.03,exact_random,inv_sqrt_p,3e-06,501,0.24824355971896955,490,0.24824355971896955,490,1.6061662435531616,490,1.6061662435531616,490,1.63726806640625,0.21875,False,False,0.24824355971896955,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,-1.6409849090103856,18.23161426968088,,,0.019316607137957912,51.723295528792484,1.2580338712235444e-05,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
sparse_int8_fp16master_p0p03_hactive0p012_lr1e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.002078460969082653,0.012,0.03,exact_random,inv_sqrt_p,1e-05,501,0.32903981264637,290,0.32903981264637,490,1.5434802770614624,390,1.5451104640960693,490,1.5886306762695312,0.28125,False,False,0.32903981264637,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,-0.7936520914281319,12.462283382664378,,,0.057973655051615794,17.233973838761997,3.6157442713459237e-06,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
sparse_int8_fp16master_p0p03_hactive0p012_lr3e-5_seed0_step500,0,int8,int8,fp16_master,sparse,0.002078460969082653,0.012,0.03,exact_random,inv_sqrt_p,3e-05,501,0.3407494145199063,290,0.24707259953161592,490,1.544956088066101,190,1.5816619396209717,490,1.6191482543945312,0.28125,False,False,0.24707259953161592,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,0.274261951720725,11.832576878071272,,,0.08904194602348174,11.227129140653833,1.3212787540714936e-06,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
sparse_int8_fp16master_p0p03_hactive0p012_lr3e-6_seed0_step500,0,int8,int8,fp16_master,sparse,0.002078460969082653,0.012,0.03,exact_random,inv_sqrt_p,3e-06,501,0.25644028103044497,490,0.25644028103044497,490,1.6164264678955078,490,1.6164264678955078,490,1.638916015625,0.203125,False,False,0.25644028103044497,final_acc may refer to best or last in old summaries,sparse_screen,500,100.0,0.030000080257266065,0.03000008124563555,-1.1786463629945132,17.33890693032688,,,0.014296182486267284,69.76871184545685,1.2810765804782236e-05,,,,,0.0,,True,,sparse_a100_offset19_limit6,a100
residual_grid_round_step1_lr1e-4_clip2_step500,0,int8,int8,residual_grid,dense,0.003,0.003,1.0,none,none,0.0001,501,0.3126463700234192,490,0.3126463700234192,490,1.5485763549804688,490,1.5485763549804688,490,1.553558349609375,0.28125,False,False,0.3126463700234192,final_acc may refer to best or last in old summaries,residual,500,100.0,,,0.4264864105575099,14.818425352802102,,,0.16365605661325328,5.462877049182004,2.6695223806750582e-05,0.23402263858172356,0.4419297681953323,0.4941201839282794,0.0,0.0,0.0,True,,residual_local_h100,local_h100
residual_grid_round_step1_lr5e-5_clip5_step500,0,int8,int8,residual_grid,dense,0.003,0.003,1.0,none,none,5e-05,501,0.36768149882903983,490,0.36768149882903983,490,1.5306928157806396,490,1.5306928157806396,490,1.5261688232421875,0.328125,False,False,0.36768149882903983,final_acc may refer to best or last in old summaries,residual,500,100.0,,,0.14810087704685276,11.588575243240212,,,0.14020638664489307,7.132000912016304,2.7156077991844166e-05,0.24999015854889017,0.4499470954083323,0.49501846803314686,0.0,0.0,0.0,True,,residual_local_h100,local_h100
residual_grid_round_step1_lr7e-5_clip3_step500,0,int8,int8,residual_grid,dense,0.003,0.003,1.0,none,none,7e-05,501,0.3711943793911007,490,0.3711943793911007,490,1.5153218507766724,490,1.5153218507766724,490,1.5238800048828125,0.421875,False,False,0.3711943793911007,final_acc may refer to best or last in old summaries,residual,500,100.0,,,0.4613471186149144,13.198039298073265,,,0.20314424404898687,4.83640025795546,2.684720763374953e-05,0.24727469739988014,0.4490694560325011,0.49490455034505304,0.0,0.0,0.0,True,,residual_local_h100,local_h100
