job_kind,lane_id,gpu_type,precision_mode,h,h_label,run_name,result_root,max_steps,eval_steps,checkpoint_steps,seed,data_seed,batch_size,lr,dataset,task_name,bitwidth,h_policy,hstar_cont,hstar_nearest_grid,Delta_mode,Delta_value,G_mode,G_value,L_mode,L_hat,d_trainable,direction_mode,sparse_ratio,sparse_mask_strategy,sparse_mask_source,sparse_mask_hash,sparse_mask_restored_from_checkpoint,sparse_rescale,active_params_all,mask_active_frac_all,active_params_quantized_linear,mask_active_frac_quantized_linear,scale_refresh_k,status,steps_completed,gpu_name,gpu_type_requested,fallback_used,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,best_eval_loss_step,last_eval_loss,last_eval_loss_step,final_train_loss,update_scalar_source,d_h_last,d_g_last,fd_true_error_last,update_variant,perturbed_parameter_scope,quantized_forward_scope,active_frac,alignment,norm_ratio,delta_q_norm,ideal_displacement_norm,code_change_frac,delta_visibility_mse,delta_visibility_nmse,delta_visibility_rel_l2,lowbit_true_nmse,lowbit_true_corr,nMSE_metric_version,true_dir_lowbit,true_dir_lowbit_field_name,legacy_nMSE_fd_true,legacy_nMSE_computed,legacy_nMSE_excluded_from_main_selection,saturation_frac_w,saturation_frac_w_plus,saturation_frac_w_minus,weight_recon_mse,weight_recon_rel_mse,weight_recon_sqnr_db,corr_fd_true,nMSE_fd_true,fd_true_available,fd_true_mse,fd_true_nmse,fd_true_rmse,fd_true_bias,run_dir,resume_command,warnings,phase,dataset_mode,data_dir,num_k,eval_batch_size,eval_batches,eval_every,diag_every,quant_log_every,log_every,update_backend,master_dtype,quantizer,pair_shared_grid,fresh_round_codes,grid_source,seed_mask_fix_applied,seed_reset_before_model_load_required,source_seed16_run_name,source_seed16_summary,prefix_precision,prefix_init_strategy,prefix_quantize,prefix_num,excluded_methods,notes,sparse_p,mask_strategy,sparse_mask_batches,sparse_mask_scope,sparse_scaled_by_inv_sqrt_p,sparse_mask_saved_in_checkpoint_required
high_precision,0,H100,fp32,0.001,1e-3,fp32_h1e-3_seed128_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,128,128,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_precision,0,H100,fp32,0.003,3e-3,fp32_h3e-3_seed128_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,128,128,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_precision,0,H100,fp32,1e-05,1e-5,fp32_h1e-5_seed256_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,256,256,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_precision,0,H100,fp32,0.0001,1e-4,fp32_h1e-4_seed256_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,256,256,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_precision,0,H100,fp32,0.001,1e-3,fp32_h1e-3_seed256_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,256,256,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_precision,0,H100,fp32,0.003,3e-3,fp32_h3e-3_seed256_bs64_ckpt1k,v10_medium_supplement_results_20260627/raw_runs/high_precision_sst5_fp32_multiseed/fp32/multiseed_plateau/results,20000,1000,1000,256,256,64,1e-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lowbit,4,,,1e-05,1e-5,int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,sst-2,sst-2,4,fixed_small,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,5,,,0.001,1e-3,int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,sst-2,sst-2,4,mezo_default,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,0,,,0.0886419832658425,0p0886419832658,int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,sst-2,sst-2,4,hstar_cleanGL,0.0886419832658425,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.0285117762729773,L_clean32,1.0649598954304798e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020860945533,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_sst2_hstar_cleanGL_h0p0886419832658_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,1,,,1e-05,1e-5,int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,trec,trec,4,fixed_small,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,2,,,0.001,1e-3,int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,trec,trec,4,mezo_default,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/mezo_default/int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,3,,,0.0949896412434653,0p0949896412435,int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed32_full_bs64_step20k,,20000,,1000,32,32,64,0.01,trec,trec,4,hstar_cleanGL,0.0949896412434653,0.01,prefix_int4_rtnclip_scale_rms_over_sqrt6,0.2885099956904725,clean32_absG_median_1e-4_3e-4_1e-3,0.1250035955374203,L_clean32,4.065911464304133e-06,245760,prefix,0.1,task_grad_static,,,,none,245760,0.0006020800469195,0,0.0,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,prefix_parameters_only,base_Linear.weight_plus_prefix_params_int4,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_prefix_quantized_seedfixed_trec_hstar_cleanGL_h0p0949896412435_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,fp16,real_act_with_random_fallback,True,5,GPTQ;residual_grid;direct_int_update;sparse;LoRA;OPT;Mistral,"V10 medium supplement: prefix parameters only, prefix tensors quantized in INT4 forward/probe, seed-fixed family.",,,,,,
lowbit,4,,,1e-05,1e-5,int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed32_full_bs64_step20k,,20000,,1000,32,32,64,1e-06,sst-5,sst-5,4,fixed_small,0.0013388576857165,,scale_rms_over_sqrt6,0.002886209991649,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.000160848398332,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,246e7499f494fec4b200db1f072e15f8df62f79dbcd4ba9483ee844bd8dbeb90,False,none,35603003,0.0872754943321774,35603003,0.1001312029985528,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,,,,,,"V10 medium supplement: sparse p=0.1 task_grad_static, unscaled mask, seed-fixed family.",0.1,task_grad_static,1,linear_weight,False,True
lowbit,5,,,0.001,1e-3,int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed32_full_bs64_step20k,,20000,,1000,32,32,64,1e-06,sst-5,sst-5,4,mezo_default,0.0013388576857165,,scale_rms_over_sqrt6,0.002886209991649,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.000160848398332,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,246e7499f494fec4b200db1f072e15f8df62f79dbcd4ba9483ee844bd8dbeb90,False,none,35603003,0.0872754943321774,35603003,0.1001312029985528,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,,,,,,"V10 medium supplement: sparse p=0.1 task_grad_static, unscaled mask, seed-fixed family.",0.1,task_grad_static,1,linear_weight,False,True
lowbit,0,,,0.0013665044203238,0p00136650442032,int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed32_full_bs64_step20k,,20000,,1000,32,32,64,1e-06,sst-5,sst-5,4,hstar_lowbitL,0.0013665044203238,0.0015,scale_rms_over_sqrt6,0.002886209991649,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,62.72690384513612,L_lowbit_q90,0.000681486709151,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,246e7499f494fec4b200db1f072e15f8df62f79dbcd4ba9483ee844bd8dbeb90,False,none,35603003,0.0872754943321774,35603003,0.1001312029985528,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/hstar_lowbitL/int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_sparsep0p1_taskgrad_seedfixed_sst5_hstar_lowbitL_h0p00136650442032_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,,,,,,"V10 medium supplement: sparse p=0.1 task_grad_static, unscaled mask, seed-fixed family.",0.1,task_grad_static,1,linear_weight,False,True
lowbit,1,,,1e-05,1e-5,int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed32_full_bs64_step20k,,20000,,1000,32,32,64,1e-06,rte,rte,4,fixed_small,0.0004352528589334,,scale_rms_over_sqrt6,0.0028858952948455,clean32_absG_median_1e-4_3e-4_1e-3,4.037918061873794,L_clean32,0.0004323457990226,35568337,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,4f5d137da8de6e42c31446032dd2713c5fd37d41a9dfd6953df8af375b0b3bb9,False,none,35564813,0.0871825343713341,35564813,0.1000246602231753,1,pending,0,,,,,,,,,,,,,finite_difference,,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,,,,,,,,,,,,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,,,,,,,,,,,,,,v10_medium_supplement_results_20260627/raw_runs/roberta_int4_sparse_prefix_multiseed/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed32_full_bs64_step20k,,,int4_hsearch,full,,16,64,-1,1000,100,1000,100,fp16_master,fp16,G128_groupwise_RTNClip_fake_quant,True,True,unperturbed_fp16_master_weight,True,True,int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch_summary.csv,,,,,,"V10 medium supplement: sparse p=0.1 task_grad_static, unscaled mask, seed-fixed family.",0.1,task_grad_static,1,linear_weight,False,True
