global_step,h,e_d_abs_mean,corr,sign_match,deltaL,delta_pred
28000,3e-05,0.01198166154386715,0.9999996523659345,1.0,-0.00023871660232543945,-0.00023964996360454293
28500,3e-05,0.010020996926137893,0.9999999524281022,1.0,-0.0007523894309997559,-0.0007536101388583769
29000,3e-05,0.008284112468328692,0.9999999320213168,1.0,-0.0006065964698791504,-0.0006076246552556067
29500,3e-05,0.007467810723336021,0.999999965840139,1.0,-0.0010963678359985352,-0.0010984999942739932
30000,3e-05,0.01181725727673591,0.9999998915649895,1.0,-0.0005921125411987305,-0.0005936418069403741
30500,3e-05,0.011805806475605807,0.999999700984107,1.0,-0.0003477931022644043,-0.0003485510424753972
31000,3e-05,0.013363154591583326,0.9999999005882375,1.0,-0.0006952881813049316,-0.0006968350140794538
31500,3e-05,0.011600852745015211,0.9999999567442883,1.0,-0.0011470913887023926,-0.0011498695006927396
32000,3e-05,0.014786244076719177,0.9999998971884754,1.0,-0.0009796619415283203,-0.0009825825916874034
32500,3e-05,0.014829925139315303,0.9999996830989819,1.0,-0.0008943676948547363,-0.000895023785620727
33000,3e-05,0.013070750733403913,0.9999997850553554,1.0,-0.0007222294807434082,-0.0007224804422722888
33500,3e-05,0.010916135249201098,0.9999998819829872,1.0,-0.0012826919555664062,-0.0012844846235188665
34000,0.0001,0.016474032212983714,0.9999996235928436,1.0,-0.0005777478218078613,-0.0005785800537281965
34500,3e-05,0.025901404555502827,0.9999998787325188,1.0,-0.0017532110214233398,-0.001755954912977606
35000,3e-05,0.02526168885223934,0.9999995670716694,1.0,-0.0012691020965576172,-0.0012694548140942555
35500,3e-05,0.011174879325555165,0.9999999436376151,1.0,-0.002004683017730713,-0.002006485205466586
36000,3e-05,0.01671095356578567,0.9999998327731496,1.0,-0.0006567835807800293,-0.0006575484777493584
36500,3e-05,0.02225904583504834,0.9999992210475774,1.0,-0.0007439255714416504,-0.0007457673934196574
37000,3e-05,0.020432049246473794,0.9999998760340714,1.0,-0.0016266703605651855,-0.0016262672262540236
37500,3e-05,0.017528578526003535,0.9999997134361853,1.0,-0.0006522536277770996,-0.0006535669325213705
38000,3e-05,0.01798599228912265,0.9999997527560942,1.0,-0.0007621645927429199,-0.0007613301386830572
38500,3e-05,0.018567194163245704,0.999999777810637,1.0,-0.0011192560195922852,-0.0011193592017256324
39000,3e-05,0.012593820940086875,0.9999999578538977,1.0,-0.0009502172470092773,-0.0009493211740763076
39500,3e-05,0.02185443317686775,0.9999996992876927,1.0,-0.0010166168212890625,-0.001017916369250968
40000,3e-05,0.014906969175290885,0.9999996495996919,1.0,-0.0003561973571777344,-0.000357841297760424
40500,3e-05,0.014619940646919405,0.9999999076898198,1.0,-0.0011240243911743164,-0.001130839891634785
41000,3e-05,0.020939296478855424,0.9999996336063629,1.0,-0.0007190108299255371,-0.0007194195836073517
41500,3e-05,0.010726849825795554,0.9999996786808045,1.0,-0.0003333091735839844,-0.00033522236027948337
42000,3e-05,0.016920878609872236,0.9999994457283317,1.0,-0.00031751394271850586,-0.0003198417554818744
42500,3e-05,0.013762545579333929,0.9999997379435076,1.0,-0.0007614493370056152,-0.0007644569920836691
43000,3e-05,0.028802433127218585,0.9999996328462275,1.0,-0.0015925765037536621,-0.0015925910263645887
43500,3e-05,0.015394430312175744,0.99999983995823,1.0,-0.0009312033653259277,-0.0009312912360806218
44000,3e-05,0.018897495555403515,0.9999997375141688,1.0,-0.0006737709045410156,-0.0006734126261306321
44500,3e-05,0.009877633533886376,0.9999999009645878,1.0,-0.0007977485656738281,-0.000798665554632711
45000,3e-05,0.01806578217693744,0.9999999064165623,1.0,-0.0018992424011230469,-0.001899519284971181
45500,3e-05,0.011570103472191895,0.999999917498704,1.0,-0.0014014244079589844,-0.0013990437999211623
46000,3e-05,0.018602858305046932,0.9999998140163342,1.0,-0.002216815948486328,-0.0022116112378015493
46500,3e-05,0.02392341831851036,0.9999999180380523,1.0,-0.004028618335723877,-0.004033347012361562
47000,3e-05,0.022570183490350837,0.9999992635288125,1.0,-0.00041610002517700195,-0.00041576040873668305
47500,3e-05,0.01809896558727897,0.9999998433428585,1.0,-0.0007088780403137207,-0.0007111672693403011
48000,3e-05,0.012906494994168849,0.9999999755332142,1.0,-0.0020977258682250977,-0.00210177554685718
48500,3e-05,0.01578796430907122,0.9999999341471784,1.0,-0.0014284849166870117,-0.0014289050490599985
49000,3e-05,0.017144863469562677,0.9999996959330336,1.0,-0.0006612539291381836,-0.0006594863887756846
49500,3e-05,0.02159601504150943,0.9999998760639364,1.0,-0.0027031898498535156,-0.002705591031106185
50000,3e-05,0.02919219692581332,0.9999999395040652,1.0,-0.0025719404220581055,-0.0025743316908935247
