global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
16600,3e-06,fp16,16,81.38020324707031,-3.5780411064624786,,255.76143172383308,87171.50139934768,295.2482030416911,0.375,-0.16551963579717185,,,,,,16
16800,3e-06,fp16,16,152.58787727355957,-39.21030592918396,,350.1813666820526,184841.84338649962,429.93237071253384,0.5,0.389813313375454,,,,,,16
17000,3e-06,fp16,16,-264.4856605529785,0.5265069901943207,,561.3749404847622,491989.2501905948,701.4194538153292,0.375,-0.2137540021792314,,,,,,16
17200,3e-06,fp16,16,40.690101623535156,-22.908303439617157,,403.95565527677536,270439.16842907673,520.0376605872663,0.25,-0.023701709132289302,,,,,,16
17400,3e-06,fp16,16,132.24283027648926,-4.4401971329934895,,288.4996393318288,125520.25657963927,354.28838053150895,0.5625,0.2735302908651562,,,,,,16
17600,3e-06,fp16,16,111.89777755737305,20.593924835324287,,297.43097917735577,124235.34967105805,352.47035289660613,0.4375,-0.00836065335626232,,,,,,16
17800,3e-06,fp16,16,132.2428321838379,-0.9401450157165527,,359.01731181144714,200731.4686786217,448.03065595851996,0.625,0.2542385518870023,,,,,,16
18000,3e-06,fp16,16,10.172527313232422,-0.4151221886277199,,303.6145673021674,133843.51092669793,365.846294127326,0.5,0.30907455999817207,,,,,,16
18200,3e-06,fp16,16,213.62303352355957,5.063150830566883,,409.9240673109889,291760.92275971,540.1489820037709,0.4375,-0.3264949064218591,,,,,,16
18400,3e-06,fp16,16,10.172525405883789,12.552603758871555,,269.27169182151556,100371.95568494545,316.8153337276235,0.25,-0.37589419576748573,,,,,,16
18600,3e-06,fp16,16,-193.27797889709473,1.7178378328680992,,390.12407698482275,237333.8281679012,487.16919870605653,0.3125,-0.24454463174226068,,,,,,16
18800,3e-06,fp16,16,-152.58787727355957,-20.269498467445374,,603.7073000669479,551834.3105515635,742.8555112211011,0.3125,-0.2524917500244791,,,,,,16
19000,3e-06,fp16,16,-91.55272483825684,0.7429882884025574,,448.3312754034996,237405.04032992898,487.2422809341662,0.5,-0.17843262950240224,,,,,,16
19200,3e-06,fp16,16,61.035152435302734,4.671339228749275,,328.7580206543207,165626.11762625835,406.97188800488215,0.4375,0.13184936690987362,,,,,,16
19400,3e-06,fp16,16,66.12141418457031,11.45492535829544,,258.5368747115135,126907.0217644519,356.2401181288428,0.3125,0.02511521139411432,,,,,,16
19600,3e-06,fp16,16,-183.1054573059082,-16.783128425478935,,389.85361374914646,238661.83359480998,488.5302790972224,0.6875,0.25792702586194993,,,,,,16
19800,3e-06,fp16,16,3.814697265625e-06,3.2439647912979126,,393.3996548652649,243360.25501804304,493.31557345987267,0.25,-0.19491672517656056,,,,,,16
20000,3e-06,fp16,16,-71.20767593383789,-12.92448166012764,,457.79517248272896,259221.47643839498,509.13797387191124,0.6875,0.1910963875236968,,,,,,16
20200,3e-06,fp16,16,0.0,8.832465171813965,,304.92238664627075,123372.14557347033,351.2437125038259,0.5,0.1458804845750894,,,,,,16
20400,3e-06,fp16,16,-61.03515434265137,5.950576648116112,,425.58036245405674,291380.7138398737,539.7969190722318,0.25,-0.7382757943262555,,,,,,16
20600,3e-06,fp16,16,-40.69009876251221,-5.501890175044537,,265.12308690696955,94790.99275868028,307.8814589394436,0.5625,0.26538345025168264,,,,,,16
20800,3e-06,fp16,16,-203.45050811767578,-1.2883570790290833,,428.39864844083786,262891.8453428688,512.7297975960329,0.375,0.14854105358166173,,,,,,16
21000,3e-06,fp16,16,-122.07030296325684,-21.98678383231163,,442.54613944888115,274512.08307462797,523.9390070176374,0.5,0.050138425795342556,,,,,,16
21200,3e-06,fp16,16,-132.24283027648926,14.06881345808506,,460.20718179643154,314919.65910012077,561.1770300895438,0.5625,0.14034770100325653,,,,,,16
21400,3e-06,fp16,16,10.172523498535156,-25.34689423441887,,486.7175264060497,391222.49005815084,625.4778094050587,0.5625,0.44067615144745625,,,,,,16
21600,3e-06,fp16,16,183.10545539855957,26.201154366135597,,410.61399744451046,239192.20326957456,489.07279956012127,0.25,-0.18638491421438802,,,,,,16
21800,3e-06,fp16,16,-50.86262321472168,33.15442141890526,,400.5117694437504,222268.90788918093,471.454035818107,0.5,0.39115693945873775,,,,,,16
22000,3e-06,fp16,16,-91.5527286529541,-16.347874626517296,,416.7321056872606,258173.9655052782,508.10822223742673,0.625,0.49385872439103057,,,,,,16
22200,3e-06,fp16,16,142.41535568237305,-13.653479665517807,,550.5530618131161,500781.81381861586,707.6593911046584,0.5625,0.28602759617767254,,,,,,16
22400,3e-06,fp16,16,-152.58788108825684,-27.795466288924217,,527.1771973520517,408624.99684295454,639.2378249469868,0.375,-0.4436429597599099,,,,,,16
22600,3e-06,fp16,16,-40.690101623535156,4.66274818778038,,492.0873923301697,364418.31228351546,603.670698546414,0.3125,0.13794854238005907,,,,,,16
22800,3e-06,fp16,16,71.20767784118652,9.634389072656631,,350.26729586720467,222815.5967191326,472.03346991408625,0.5625,0.1824119090356397,,,,,,16
23000,3e-06,fp16,16,-305.1757621765137,49.745225727558136,,611.1484609246254,531372.7573249311,728.9531928216867,0.25,-0.48238400093893885,,,,,,16
23200,3e-06,fp16,16,-142.41535568237305,15.944728553295135,,407.5033476948738,225860.8832407833,475.24823328528356,0.5,-0.034670064851021046,,,,,,16
23400,3e-06,fp16,16,244.14060592651367,32.413892179727554,,587.8557916581631,567309.8532889807,753.1997432879148,0.4375,-0.28222236840970516,,,,,,16
23600,3e-06,fp16,16,-305.1757564544678,5.718500196933746,,606.4139102101326,486434.36442674196,697.4484672194369,0.4375,-0.2503518243996317,,,,,,16
23800,3e-06,fp16,16,-244.1406135559082,-10.595910266041756,,775.960142120719,879866.3567491586,938.011917167985,0.25,-0.30089063523793447,,,,,,16
24000,3e-06,fp16,16,-122.07030868530273,-28.76080083847046,,631.1582472324371,521703.1366651114,722.2902025260424,0.375,-0.21807034270916772,,,,,,16
24200,3e-06,fp16,16,-142.41535568237305,-26.304789304733276,,368.50963139533997,196941.45696549243,443.78086592990064,0.5,0.3749156270645234,,,,,,16
24400,3e-06,fp16,16,40.690101623535156,-31.108701467514038,,638.7457916736603,582891.732415359,763.473465429781,0.375,-0.11095817381778973,,,,,,16
