global_step,training_h_source,training_h,h_additive,h_two_point,h_two_point_tilde,eps_est,nu3_est,noise_est,delta_tilde,g_tilde,l_tilde,delta_hat,g_hat,l_hat,h2,two_point_precision,additive_noise_precision
950,fixed,0.001,0.001,0.00014499492784443438,0.00013624062095918504,nan,nan,nan,4.160999378655106e-05,3.46620351964355,4.879664357240541e-06,4.486917532631196e-05,4.186480298563482,6.202015942138223e-06,0.006724141127840662,fp16,fp16
1000,fixed,0.001,0.001,0.0001480228433575768,0.00015111399054710276,nan,nan,nan,4.536129563348368e-05,5.33349012984502,4.4805834712212355e-06,4.521407390711829e-05,4.316395177011481,5.237625682922733e-06,0.006698445739596012,fp16,fp16
1050,fixed,0.001,0.001,0.00015033276217457853,0.00015267872762343826,nan,nan,nan,4.3134168663527817e-05,3.456010489617311,3.075771228512374e-06,4.3134168663527817e-05,4.303052201008692,4.879664357240541e-06,0.006724141127840662,fp16,fp16
1100,fixed,0.001,0.001,0.00015580099585339312,0.00016146813214753636,nan,nan,nan,4.409004031913355e-05,4.853913765142157,4.090836190913404e-06,4.409004031913355e-05,4.323333633574867,4.4805834712212355e-06,0.006567660821291536,fp16,fp16
1150,fixed,0.001,0.001,0.00015751815682917963,0.00015925424349796715,nan,nan,nan,4.321122833061963e-05,4.345999881603644,4.833663877779721e-06,4.321122833061963e-05,4.291123557170336,4.4805834712212355e-06,0.006640033156478479,fp16,fp16
1200,fixed,0.001,0.001,0.0001620490563656599,0.00016671028405619546,nan,nan,nan,4.522768722381443e-05,5.053632223229549,9.819792855155546e-06,4.409004031913355e-05,4.608609297887536,4.4805834712212355e-06,0.006573524802616906,fp16,fp16
1250,fixed,0.001,0.001,0.00016824706093782152,0.0001746821249630774,nan,nan,nan,4.47641359642148e-05,5.041410223070308,1.8833897625961439e-06,4.47641359642148e-05,4.550193316532594,4.090836190913404e-06,0.006640033156478479,fp16,fp16
1300,fixed,0.001,0.001,0.00016933481847122972,0.00017042960861753985,nan,nan,nan,4.336753409006633e-05,6.294282930620105,5.412611276079625e-06,4.47641359642148e-05,5.117847804733152,4.833663877779721e-06,0.006690600568275975,fp16,fp16
1350,fixed,0.001,0.001,0.0001717224579452694,0.0001741437633972186,nan,nan,nan,4.416209412738681e-05,6.345611074141861,3.4808607284287535e-06,4.416209412738681e-05,5.416187266533093,4.833663877779721e-06,0.006690600568275975,fp16,fp16
1400,fixed,0.001,0.001,0.00017240514105998578,0.00017309053818334553,nan,nan,nan,4.404808350955136e-05,7.301438261502444,7.570700653028498e-06,4.404808350955136e-05,6.007274942512853,5.412611276079625e-06,0.006645456653036479,fp16,fp16
1450,fixed,0.001,0.001,0.00016848608382317735,0.000164656113312733,nan,nan,nan,4.3306681618560106e-05,2.197703375711149,1.1269167973495637e-05,4.404808350955136e-05,5.436089173009174,5.412611276079625e-06,0.0066368730219547945,fp16,fp16
1500,fixed,0.001,0.001,0.00015618852004695003,0.0001447885382632453,nan,nan,nan,4.2900213884422556e-05,7.760921868269787,8.12427879059129e-06,4.3306681618560106e-05,5.979991502049069,7.570700653028498e-06,0.0066368730219547945,fp16,fp16
1550,fixed,0.001,0.001,0.00014719184902108317,0.00013871339847341385,nan,nan,nan,4.409785469761118e-05,3.8377957076990015,2.4211753135869374e-06,4.3306681618560106e-05,5.488694057464849,7.570700653028498e-06,0.00658078123162897,fp16,fp16
1600,fixed,0.001,0.001,0.00013680512762712256,0.00012715135430082472,nan,nan,nan,4.4514516048366204e-05,3.2034892565539623,2.4785172037318586e-05,4.409785469761118e-05,4.860269693947268,8.12427879059129e-06,0.00658078123162897,fp16,fp16
1650,fixed,0.001,0.001,0.00012952495959331472,0.00012263221012721512,nan,nan,nan,4.3207659473409876e-05,5.604725024331329,7.411092859352993e-06,4.409785469761118e-05,4.520927046513046,8.12427879059129e-06,0.0066406215595839506,fp16,fp16
1700,fixed,0.001,0.001,0.00012949355376567053,0.0001294621555529754,nan,nan,nan,4.358870137366466e-05,5.080001997670503,8.43727985200232e-06,4.358870137366466e-05,5.097386770904917,8.12427879059129e-06,0.0066406215595839506,fp16,fp16
1750,fixed,0.001,0.001,0.00012602091071148286,0.00012264139391285852,nan,nan,nan,4.5825832785340026e-05,3.1382735221341633,2.980507570669361e-06,4.358870137366466e-05,4.172857101677792,7.411092859352993e-06,0.006602173988442342,fp16,fp16
1800,fixed,0.001,0.001,0.00012312806645308893,0.00012030162822093385,nan,nan,nan,4.29906758654397e-05,3.049287607049748,6.605838985661925e-06,4.358870137366466e-05,4.015155481547941,7.411092859352993e-06,0.006602173988442342,fp16,fp16
1850,fixed,0.001,0.001,0.00012318628800733145,0.00012324453709184772,nan,nan,nan,4.263865412212908e-05,2.1696041012310903,5.850965009187157e-06,4.29906758654397e-05,3.8083784504833664,6.605838985661925e-06,0.006602173988442342,fp16,fp16
1900,fixed,0.001,0.001,0.0001232422786750057,0.0001232982947915744,nan,nan,nan,4.389465175336227e-05,5.414169592610309,6.534031872909614e-06,4.29906758654397e-05,3.770267364139163,6.534031872909614e-06,0.006556727527161678,fp16,fp16
1950,fixed,0.001,0.001,0.00012559559233810767,0.00012799384257051433,nan,nan,nan,4.319084109738469e-05,4.335186931389535,3.747242010150238e-06,4.319084109738469e-05,3.621304350882969,5.850965009187157e-06,0.006556727527161678,fp16,fp16
2000,fixed,0.001,0.001,0.00012499452634114896,0.0001243963368809059,nan,nan,nan,4.5571789087262005e-05,1.8605116271605817,2.69330455324306e-06,4.389465175336227e-05,3.3657519718882525,5.850965009187157e-06,0.006571973911800372,fp16,fp16
2050,fixed,0.001,0.001,0.00012728750195364804,0.00012962254130536373,nan,nan,nan,4.1774928831728175e-05,4.790785825629671,6.052608639779158e-06,4.319084109738469e-05,3.7140516156042374,5.850965009187157e-06,0.006625303898943977,fp16,fp16
2100,fixed,0.001,0.001,0.00013892240030466182,0.00015162080337971157,nan,nan,nan,4.4544409320224077e-05,3.089371670428773,4.628784813903708e-06,4.4544409320224077e-05,3.8980051294437734,4.628784813903708e-06,0.006571973911800372,fp16,fp16
2150,fixed,0.001,0.001,0.00014869678207279398,0.00015915887538880957,nan,nan,nan,4.418375465320423e-05,7.57560125086111,1.324388703917727e-05,4.418375465320423e-05,4.330291461093934,4.628784813903708e-06,0.006674159821297665,fp16,fp16
2200,fixed,0.001,0.001,0.00015860083148091546,0.00016916454677629535,nan,nan,nan,4.6007378841750324e-05,6.944999160863818,4.332504013247305e-06,4.4544409320224077e-05,4.852253906988791,4.628784813903708e-06,0.006647086177657413,fp16,fp16
2250,fixed,0.001,0.001,0.00016829408205720292,0.00017857975769114875,nan,nan,nan,4.511277802521363e-05,4.295655265058117,4.188811298038796e-06,4.511277802521363e-05,5.339282634568297,4.628784813903708e-06,0.006674159821297665,fp16,fp16
2300,fixed,0.001,0.001,0.0001767915646849696,0.0001857181010865026,nan,nan,nan,4.345435445429757e-05,6.636979655118761,4.575764913954358e-06,4.511277802521363e-05,5.7085214004661164,4.575764913954358e-06,0.0067166046500604475,fp16,fp16
2350,fixed,0.001,0.001,0.00018335173769266994,0.00019015533786821947,nan,nan,nan,4.348760558059439e-05,5.587806308016074,2.8016631518451632e-05,4.348760558059439e-05,6.208208327983575,4.575764913954358e-06,0.0067166046500604475,fp16,fp16
2400,fixed,0.001,0.001,0.00018116248845787821,0.0001789993792110266,nan,nan,nan,4.217995228827931e-05,4.061281021009552,1.5098410222108878e-05,4.345435445429757e-05,5.505344282013264,4.575764913954358e-06,0.006594513293685471,fp16,fp16
2450,fixed,0.001,0.001,0.00016837108499271816,0.00015648284864565882,nan,nan,nan,4.147749496041797e-05,6.567998002848943,5.732141724831763e-06,4.217995228827931e-05,5.429944050410289,5.732141724831763e-06,0.006591991691006412,fp16,fp16
2500,fixed,0.001,0.001,0.00014710437230246528,0.00012852382789739836,nan,nan,nan,4.364658161648549e-05,6.630394832861303,9.228070830657188e-06,4.217995228827931e-05,5.896891963970926,9.228070830657188e-06,0.006494609479274278,fp16,fp16
2550,fixed,0.001,0.001,0.0001337600305873293,0.00012162619983813645,nan,nan,nan,4.2649695387808606e-05,3.2663332893804156,2.7390803329475385e-06,4.2649695387808606e-05,5.222762690823258,9.228070830657188e-06,0.006494609479274278,fp16,fp16
2600,fixed,0.001,0.001,0.00013965923115867397,0.0001458186033764227,nan,nan,nan,4.3452200770843774e-05,2.3590524272847024,2.928627355632719e-06,4.3452200770843774e-05,4.577011914676983,5.732141724831763e-06,0.0065306734252915,fp16,fp16
2650,fixed,0.001,0.001,0.00014982794610599975,0.00016073705438659849,nan,nan,nan,4.407687083585188e-05,3.0596124855466664,4.511005443907806e-06,4.3452200770843774e-05,4.376678207584407,4.511005443907806e-06,0.006591828332931902,fp16,fp16
2700,fixed,0.001,0.001,0.00015432732358432045,0.00015896181869735863,nan,nan,nan,4.287246338208206e-05,3.7215070599942197,4.012373245205629e-06,4.3452200770843774e-05,3.8073800190134612,4.012373245205629e-06,0.006591828332931902,fp16,fp16
2750,fixed,0.001,0.001,0.00014657270974194044,0.0001392077484539348,nan,nan,nan,4.35365000157617e-05,2.1647064587818066,9.250316698763915e-06,4.35365000157617e-05,2.9142423441975622,4.012373245205629e-06,0.006591828332931902,fp16,fp16
2800,fixed,0.001,0.001,0.00014696637101324278,0.00014736108957001667,nan,nan,nan,4.285542308934964e-05,5.276077776670869,1.104409492091788e-06,4.287246338208206e-05,3.3161912416556527,4.012373245205629e-06,0.006598219457987261,fp16,fp16
2850,fixed,0.001,0.001,0.00015335891365521806,0.00016002951039315906,nan,nan,nan,4.40249677922111e-05,5.034225948064733,3.136296993328291e-06,4.35365000157617e-05,3.8512259458116587,4.012373245205629e-06,0.006547706726945096,fp16,fp16
2900,fixed,0.001,0.001,0.00015686375167689096,0.00016044868865900476,nan,nan,nan,4.2217772715957835e-05,3.468254933626162,5.200041141930414e-06,4.285542308934964e-05,3.9329544354275585,4.012373245205629e-06,0.006598219457987261,fp16,fp16
2950,fixed,0.001,0.001,0.00016445620230319928,0.0001724161394003891,nan,nan,nan,4.37223025073763e-05,4.103204242942325,3.6137994686656152e-06,4.37223025073763e-05,4.009293872017179,3.6137994686656152e-06,0.006546405356327214,fp16,fp16
3000,fixed,0.001,0.001,0.00016988742778860545,0.0001754980214575172,nan,nan,nan,4.34460598626174e-05,3.019818186253783,5.607034420117888e-06,4.34460598626174e-05,4.1803162175115745,3.6137994686656152e-06,0.006612284212537774,fp16,fp16
3050,fixed,0.001,0.001,0.00015706165681311356,0.00014520417644780395,nan,nan,nan,4.448598701856099e-05,4.8334309804461135,1.3636935462448028e-05,4.37223025073763e-05,4.091786858266623,5.200041141930414e-06,0.006591362519435371,fp16,fp16
3100,fixed,0.001,0.001,0.00014810710276843072,0.00013966307458834198,nan,nan,nan,4.358652586233802e-05,3.561522594519882,3.951444988083922e-06,4.358652586233802e-05,3.797246187557653,5.200041141930414e-06,0.006612284212537774,fp16,fp16
3150,fixed,0.001,0.001,0.00014895618899617556,0.00014981014296765934,nan,nan,nan,4.336034180596471e-05,3.086850369819284,4.428681032016729e-06,4.358652586233802e-05,3.720965274796278,4.428681032016729e-06,0.006602009229192127,fp16,fp16
3200,fixed,0.001,0.001,0.00015168285516440363,0.00015445943338021506,nan,nan,nan,4.366925350041129e-05,5.275908195658112,4.1960749086083285e-06,4.358652586233802e-05,3.955506065339435,4.428681032016729e-06,0.006602009229192127,fp16,fp16
3250,fixed,0.001,0.001,0.0001572810702851622,0.00016308590079764916,nan,nan,nan,4.334024924901314e-05,5.405646552933705,6.3187247476207255e-06,4.336034180596471e-05,4.4326717386754195,4.428681032016729e-06,0.006602009229192127,fp16,fp16
3300,fixed,0.001,0.001,0.00016661974450339203,0.00017651290907444135,nan,nan,nan,4.5422679249895737e-05,7.12070772673312,4.200412446644758e-06,4.366925350041129e-05,4.890127087932821,4.200412446644758e-06,0.006584857007252679,fp16,fp16
3350,fixed,0.001,0.001,0.00017481946715298968,0.00018342271611773519,nan,nan,nan,4.495605389820412e-05,6.15131107062396,7.760823278636043e-06,4.495605389820412e-05,5.408084783153636,4.428681032016729e-06,0.0066082715970525365,fp16,fp16
3400,fixed,0.001,0.001,0.00018612820409715034,0.00019816848160344035,nan,nan,nan,4.37913004134316e-05,5.982439097232038,2.690752504256027e-06,4.495605389820412e-05,5.987202528636187,4.200412446644758e-06,0.006704927583367632,fp16,fp16
3450,fixed,0.001,0.001,0.00019159013325465715,0.00019721234263549904,nan,nan,nan,4.478342452785e-05,5.102015102205304,2.159374927045779e-06,4.478342452785e-05,5.952423909945625,4.200412446644758e-06,0.006704927583367632,fp16,fp16
3500,fixed,0.001,0.001,0.00019165534278609597,0.00019172057451222196,nan,nan,nan,4.290599827072583e-05,4.351420943669719,4.192090937994087e-06,4.37913004134316e-05,5.741578788092829,4.192090937994087e-06,0.006692041880312018,fp16,fp16
3550,fixed,0.001,0.001,0.0001819678186339432,0.0001727699657992411,nan,nan,nan,4.326181806391105e-05,2.011262765552074,6.169019580524312e-06,4.326181806391105e-05,4.719689795856619,4.192090937994087e-06,0.006617499559005017,fp16,fp16
3600,fixed,0.001,0.001,0.00017691946921748712,0.00017201117660899844,nan,nan,nan,4.4109787268098444e-05,5.944481988453877,1.2211575107469968e-05,4.326181806391105e-05,4.678323979422602,4.192090937994087e-06,0.006577371668372637,fp16,fp16
3650,fixed,0.001,0.001,0.00017092736201342282,0.0001651382022232512,nan,nan,nan,4.536316555459052e-05,3.736022893147841,2.10401965222464e-06,4.4109787268098444e-05,4.229040738605763,4.192090937994087e-06,0.006577371668372637,fp16,fp16
3700,fixed,0.001,0.001,0.00016475935114929963,0.0001588139164577201,nan,nan,nan,4.258971966919489e-05,5.49281060482267,4.61638308752792e-06,4.4109787268098444e-05,4.307199839129236,4.61638308752792e-06,0.006641519951644988,fp16,fp16
3750,fixed,0.001,0.001,0.00015258235626751978,0.00014130533582310318,nan,nan,nan,4.6598201151937246e-05,4.969360730933751,6.76401799799775e-06,4.536316555459052e-05,4.430787796582043,6.169019580524312e-06,0.006641519951644988,fp16,fp16
3800,fixed,0.001,0.001,0.00016238662904912628,0.0001728208813849065,nan,nan,nan,4.392517439555377e-05,8.47192752343326,5.158076306036062e-06,4.392517439555377e-05,5.72292074815828,5.158076306036062e-06,0.006735218300440641,fp16,fp16
3850,fixed,0.001,0.001,0.00017180503209017513,0.0001817697012638674,nan,nan,nan,4.2149360524490476e-05,5.6602563234544725,6.54769093086893e-07,4.392517439555377e-05,5.666075615158399,4.61638308752792e-06,0.006627606988616161,fp16,fp16
3900,fixed,0.001,0.001,0.00017803126983702405,0.0001844831472872542,nan,nan,nan,4.515789623837918e-05,4.588164128460896,2.1550993729041727e-06,4.392517439555377e-05,5.83650386222101,4.61638308752792e-06,0.006627606988616161,fp16,fp16
3950,fixed,0.001,0.001,0.0001738264124542888,0.00016972086810586117,nan,nan,nan,4.419960896484554e-05,3.7361895756291523,9.036456369128416e-06,4.419960896484554e-05,5.485179656382306,5.158076306036062e-06,0.006627606988616161,fp16,fp16
4000,fixed,0.001,0.001,0.00019298094351779047,0.00021424617832925771,nan,nan,nan,4.3640058720484376e-05,4.83392138656177,3.2209357524791907e-06,4.419960896484554e-05,5.45809178750791,3.2209357524791907e-06,0.006648278646751017,fp16,fp16
4050,fixed,0.001,0.001,0.0002199499044780483,0.00025068776013856904,nan,nan,nan,4.657783574657515e-05,6.1812476112719805,8.688562319831912e-07,4.419960896484554e-05,4.999955805075654,2.1550993729041727e-06,0.006648278646751017,fp16,fp16
4100,fixed,0.001,0.001,0.00023491001950465436,0.00025088766187295394,nan,nan,nan,4.5239710743771866e-05,5.124458026667523,1.9842708021555694e-06,4.5239710743771866e-05,4.892796145718265,2.1550993729041727e-06,0.006648278646751017,fp16,fp16
4150,fixed,0.001,0.001,0.00022091337059492342,0.00020775068432806048,nan,nan,nan,4.493492451729253e-05,5.194984144507931,7.3389886537825235e-06,4.5239710743771866e-05,5.0141601489276715,3.2209357524791907e-06,0.006726047185663498,fp16,fp16
4200,fixed,0.001,0.001,0.00021713918950419067,0.00021342948818155562,nan,nan,nan,4.310282020014711e-05,5.30500284649688,9.60381199734018e-06,4.493492451729253e-05,5.327922803101217,3.2209357524791907e-06,0.006726047185663498,fp16,fp16
4250,fixed,0.001,0.001,0.00017374075783405742,0.00013901613523416978,nan,nan,nan,4.3510430259630084e-05,4.788958410096282,9.844031090562456e-06,4.3510430259630084e-05,5.318930207808119,7.3389886537825235e-06,0.006703351737548354,fp16,fp16
4300,fixed,0.001,0.001,0.0001468937951107494,0.00012419530863706785,nan,nan,nan,4.33521308877971e-05,3.690863977067767,8.303725175690642e-06,4.33521308877971e-05,4.820853480967276,8.303725175690642e-06,0.006596243647685407,fp16,fp16
4350,fixed,0.001,0.001,0.00012980345050675945,0.00011470148041826853,nan,nan,nan,4.4113287003710866e-05,1.5053181648375067,5.981805126418761e-06,4.3510430259630084e-05,4.0970255086012735,8.303725175690642e-06,0.006584233507994465,fp16,fp16
4400,fixed,0.001,0.001,0.00011933295157104837,0.0001097070476559992,nan,nan,nan,4.247656397637911e-05,5.851798224810212,9.333944759297033e-06,4.33521308877971e-05,4.228388324661729,9.333944759297033e-06,0.006596243647685407,fp16,fp16
4450,fixed,0.001,0.001,0.00011177018346907313,0.00010468670847609453,nan,nan,nan,4.234179141349159e-05,3.811134744928561,1.1651295810267446e-05,4.247656397637911e-05,3.929614704348066,9.333944759297033e-06,0.006584233507994465,fp16,fp16
4500,fixed,0.001,0.001,0.0001074841031161954,0.00010336238220356488,nan,nan,nan,4.2249244870617986e-05,3.224195577154339,8.784177760773768e-06,4.234179141349159e-05,3.616662137759677,8.784177760773768e-06,0.006517404696378698,fp16,fp16
4550,fixed,0.001,0.001,0.00010947314055781661,0.00011149898595363262,nan,nan,nan,4.3765950977103785e-05,6.649928446711834,7.830674138329967e-06,4.234179141349159e-05,4.208475031688491,8.784177760773768e-06,0.006507057047044508,fp16,fp16
4750,fixed,0.001,0.001,0.0001434389950488797,0.00015146157167210303,nan,nan,nan,4.485181489144452e-05,2.8112461850875157,6.200945410230223e-06,4.485181489144452e-05,5.498639244145624,6.588389981115923e-06,0.0066488526411992935,fp16,fp16
4800,fixed,0.001,0.001,0.00014019626746132092,0.00013702684826666852,nan,nan,nan,4.3927640945184976e-05,1.987381188799692,9.873619655974268e-06,4.4207241444382817e-05,4.5661297925631965,6.588389981115923e-06,0.006697149758773841,fp16,fp16
4850,fixed,0.001,0.001,0.00014336042247070925,0.00014659599077165465,nan,nan,nan,4.504518801695667e-05,4.838262639359229,5.938044000945213e-06,4.485181489144452e-05,4.848117146172806,6.200945410230223e-06,0.0066488526411992935,fp16,fp16
4900,fixed,0.001,0.001,0.00013630524934187706,0.0001295972812994972,nan,nan,nan,4.360796810942702e-05,6.36977528850834,1.010327386884793e-05,4.3927640945184976e-05,4.24770632082753,6.808470333429159e-06,0.006697149758773841,fp16,fp16
4950,fixed,0.001,0.001,0.00012370633765566413,0.00011227196347951318,nan,nan,nan,4.2467527237022296e-05,7.278225984704813,1.879164099834829e-05,4.360796810942702e-05,4.656978257291918,9.873619655974268e-06,0.0066277930674686104,fp16,fp16
5000,fixed,0.001,0.001,0.0001257538272357367,0.00012783520524594112,nan,nan,nan,4.291302684578113e-05,10.203096488363862,6.373757786049823e-06,4.291302684578113e-05,6.135348317947187,9.873619655974268e-06,0.0066036329478119105,fp16,fp16
