config_id,family,d,direction,qmode,qbits,Delta,clip_enabled,groupwise,scale_sigma,nonlinear_a,active_p,fit_model,fit_space,p,R2_linear,R2_log,RMSE_log,clean_points,h_fit_min,h_fit_max,status,alpha,beta,gamma,h_star,h_star_interior,left_tail_visible,right_tail_visible,c_vis,c_loc,selection_reason,active_dimension
scaling_d1000000_p1_int4_D1e-05,scaling,1000000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9907122551000435,0.9998721033019576,0.056787169317599306,19,1e-09,1.0,ok,,,0.00015960175801066345,0.01,True,True,True,1.1271110870483316,0.9756518336949573,interval_aware_model_best,1000000.0
scaling_d1000000_p1_int8_D0.0001,scaling,1000000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9225864061950678,0.9945936344701977,0.35072443638634976,19,1e-09,1.0,ok,,,0.0007530769560605277,0.001,True,True,True,0.6819625541795721,0.9759697110478925,interval_aware_model_best,1000000.0
scaling_d1000000_p1_int8_D0.001,scaling,1000000,coordinate,rtn,8,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9441866443096112,0.9980053310295419,0.23472411543885238,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,0.8229917296187043,0.977145346193387,interval_aware_model_best,1000000.0
scaling_d1000000_p1_int8_D1e-05,scaling,1000000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9964107321923018,0.9997836798458671,0.0726869905823305,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,0.5780937697513503,1.0330818700978086,interval_aware_model_best,1000000.0
scaling_d100000_p0.01_int4_D0.0001,scaling,100000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9602227700646229,0.9975626668002414,0.13929652713043641,19,1e-09,1.0,ok,,,0.0003623085739160592,0.003,True,True,True,90.02040706522881,0.9906243932249166,interval_aware_model_best,1000.0
scaling_d100000_p0.01_int4_D0.001,scaling,100000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9956970723956561,0.999496791955529,0.07981063200710582,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,94.01200022351206,0.991772162174644,interval_aware_model_best,1000.0
scaling_d100000_p0.01_int4_D1e-05,scaling,100000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,-0.17778183063578967,-0.10054171586088367,3.3051362583419652,19,1e-09,1.0,ok;boundary_solution,,,0.0083155591395363,1e-09,False,True,True,0.0,0.00810653196692415,interval_aware_model_best,1000.0
scaling_d100000_p0.01_int8_D0.0001,scaling,100000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9877606920030247,0.9994329791461761,0.07278026145604306,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,97.14261630078384,0.9968132067821581,interval_aware_model_best,1000.0
scaling_d100000_p0.01_int8_D0.001,scaling,100000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9794079927636625,0.998481109209724,0.14740617363453712,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,94.73165546923195,0.9999615868210117,interval_aware_model_best,1000.0
scaling_d100000_p0.01_int8_D1e-05,scaling,100000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,-0.20689328877509072,-0.043768379043202854,3.7247801161472824,19,1e-09,1.0,ok;boundary_solution,,,0.00952443100298213,1e-09,False,True,True,0.0,0.004866772034418262,interval_aware_model_best,1000.0
scaling_d100000_p0.1_int4_D0.0001,scaling,100000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9885025170332554,0.9993214311930175,0.09884983175197154,19,1e-09,1.0,ok,,,1.1419765082343325e-05,0.001,True,True,True,9.53324651088415,0.9997181241610388,interval_aware_model_best,10000.0
scaling_d100000_p0.1_int4_D0.001,scaling,100000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9924845807596567,0.9993380956719231,0.12345603524959577,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,9.833641549590968,0.9910891355334941,interval_aware_model_best,10000.0
scaling_d100000_p0.1_int4_D1e-05,scaling,100000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9727376119721571,0.999698326442586,0.08217793498387457,19,1e-09,1.0,ok,,,0.00024160595368705184,0.01,True,True,True,13.825512390048452,0.9790524530732857,interval_aware_model_best,10000.0
scaling_d100000_p0.1_int8_D0.0001,scaling,100000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9910439325274832,0.9990460531204243,0.14839968175994359,19,1e-09,1.0,ok,,,0.0002526547369539056,0.01,True,True,True,9.33856031458233,0.9994027263029295,interval_aware_model_best,10000.0
scaling_d100000_p0.1_int8_D0.001,scaling,100000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9842115014402234,0.999390148601202,0.11624727388758806,19,1e-09,1.0,ok,,,0.0003418796716988526,0.01,True,True,True,9.315335974029868,0.9957163085532577,interval_aware_model_best,10000.0
scaling_d100000_p0.1_int8_D1e-05,scaling,100000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,0.684505095068614,0.9991952880418493,0.13660738498995056,19,1e-09,1.0,ok,,,0.0006010726872812053,0.003,True,True,True,0.0,0.9469854792524462,interval_aware_model_best,10000.0
scaling_d100000_p1_int4_D0.0001,scaling,100000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9222189789776557,0.9993711236488899,0.12339225930974237,19,1e-09,1.0,ok,,,0.000226596074193397,0.003,True,True,True,0.9756040298675871,1.0035286909226615,interval_aware_model_best,100000.0
scaling_d100000_p1_int4_D0.001,scaling,100000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9909301149137986,0.9989398259985165,0.15127662481904183,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,1.0255321657508178,0.9764200758097102,interval_aware_model_best,100000.0
scaling_d100000_p1_int4_D1e-05,scaling,100000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9928999268317388,0.9999152544836937,0.04650783516945483,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,0.4146406566015917,1.006900574388817,interval_aware_model_best,100000.0
scaling_d100000_p1_int8_D0.0001,scaling,100000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9797503458520984,0.9992297143203,0.1308074973589735,19,1e-09,1.0,ok,,,0.0002002714311439835,0.01,True,True,True,0.9470752707885411,0.9948591973158727,interval_aware_model_best,100000.0
scaling_d100000_p1_int8_D0.001,scaling,100000,coordinate,rtn,8,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9788439754150315,0.999357130040893,0.11376999216798957,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,0.9209051497192711,0.9994993836864252,interval_aware_model_best,100000.0
scaling_d100000_p1_int8_D1e-05,scaling,100000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9942965429307941,0.9999358725883161,0.040329001415974855,19,1e-09,1.0,ok,,,0.00013930202545775483,0.01,True,True,True,0.8512080106895997,0.9934860978188803,interval_aware_model_best,100000.0
scaling_d10000_p0.01_int4_D0.0001,scaling,10000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.991571458285712,0.9998591741080662,0.04060753446296306,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,100.91488354397862,0.9942435566729537,interval_aware_model_best,100.0
scaling_d10000_p0.01_int4_D0.001,scaling,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9963484038598062,0.9997007270758776,0.043534977234956744,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,80.07051208220992,0.9889587172000358,interval_aware_model_best,100.0
scaling_d10000_p0.01_int4_D1e-05,scaling,10000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,-0.04918293615073499,0.5888081969699643,2.5155985739432003,19,1e-09,1.0,ok;boundary_solution,,,0.00796974252226719,1e-09,False,True,True,0.0,0.047553471214863675,interval_aware_model_best,100.0
scaling_d10000_p0.01_int8_D0.0001,scaling,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9538451257989342,0.9982521627231913,0.10763639211471684,19,1e-09,1.0,ok,,,0.0,0.001,True,True,True,84.79712757962986,0.9949113273768522,interval_aware_model_best,100.0
scaling_d10000_p0.01_int8_D0.001,scaling,10000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9927042084491497,0.9997494660162153,0.039207026034151694,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,77.20673702516501,0.9937205756048153,interval_aware_model_best,100.0
scaling_d10000_p0.01_int8_D1e-05,scaling,10000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9041645936791712,0.9978265514392427,0.13624979780265686,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,87.97754618410639,1.0488416998014594,interval_aware_model_best,100.0
scaling_d10000_p0.1_int4_D0.0001,scaling,10000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9980530084525663,0.9995639622597998,0.08038486598435975,19,1e-09,1.0,ok,,,0.00014725442939211852,0.003,True,True,True,8.958162717124516,0.9973018606128066,interval_aware_model_best,1000.0
scaling_d10000_p0.1_int4_D0.001,scaling,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9892885930298945,0.9994369844867591,0.0892640635660875,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,9.359483892519505,0.9980774800371162,interval_aware_model_best,1000.0
scaling_d10000_p0.1_int4_D1e-05,scaling,10000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9020596763750562,0.9994576807926127,0.13512559585279987,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,20.907661394756456,1.0094839256702697,interval_aware_model_best,1000.0
scaling_d10000_p0.1_int8_D0.0001,scaling,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9959111034283589,0.9997129429676462,0.05500722444032817,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,10.153693161359977,0.996695294522058,interval_aware_model_best,1000.0
scaling_d10000_p0.1_int8_D0.001,scaling,10000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9985774823503546,0.9998931832312425,0.05204555857473919,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,9.461374274327095,0.9962539188416814,interval_aware_model_best,1000.0
scaling_d10000_p0.1_int8_D1e-05,scaling,10000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,-0.1909779395291471,-0.1716404376140197,3.95417277381787,19,1e-09,1.0,ok;boundary_solution,,,0.009942314249230543,1e-09,False,True,True,0.0,0.0018743495308163477,interval_aware_model_best,1000.0
scaling_d10000_p1_int4_D0.0001,scaling,10000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9544221573411893,0.9997150682141877,0.09129003991695064,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,0.8912990469210976,1.002794714597006,interval_aware_model_best,10000.0
scaling_d10000_p1_int4_D0.001,scaling,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9819612293425207,0.999641183984884,0.06439010397081332,19,1e-09,1.0,ok,,,0.00011084270649297512,0.01,True,True,True,1.0189648621025984,0.9994095390896846,interval_aware_model_best,10000.0
scaling_d10000_p1_int4_D1e-05,scaling,10000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9787666961782031,0.9998186393547426,0.06879613710051492,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,1.0572938036318071,1.011170607740537,interval_aware_model_best,10000.0
scaling_d10000_p1_int8_D0.0001,scaling,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9844847024209953,0.9996883164022342,0.0621566456026049,19,1e-09,1.0,ok,,,6.465521961551701e-05,0.01,True,True,True,0.9466309477662052,0.9967434658488417,interval_aware_model_best,10000.0
scaling_d10000_p1_int8_D0.001,scaling,10000,coordinate,rtn,8,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9969303909547198,0.9996519599868507,0.07081923495893572,19,1e-09,1.0,ok,,,0.0008036578533561212,0.01,True,True,True,0.9535840007075181,0.9876453111325345,interval_aware_model_best,10000.0
scaling_d10000_p1_int8_D1e-05,scaling,10000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9452670911903298,0.9996186434666755,0.09037320349096724,19,1e-09,1.0,ok,,,0.0003508095855517812,0.01,True,True,True,2.2372632771938767,0.9591623835907124,interval_aware_model_best,10000.0
scaling_d1000_p0.01_int4_D0.0001,scaling,1000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9952502233090703,0.9980932695628206,0.08730115036118541,19,1e-09,1.0,ok,,,0.0002421735002366976,0.003,True,True,True,113.73530853226629,0.9975788072135074,interval_aware_model_best,10.0
scaling_d1000_p0.01_int4_D0.001,scaling,1000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9800175428038997,0.9958246625672533,0.1028785137022688,19,1e-09,1.0,ok,,,0.0010905072933127258,0.01,True,True,True,134.49639633751076,0.9885251601523863,interval_aware_model_best,10.0
scaling_d1000_p0.01_int4_D1e-05,scaling,1000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9786803675124504,0.997871248547928,0.09786767461146169,19,1e-09,1.0,ok,,,0.000341828995899518,0.001,True,True,True,157.85200256394913,0.962548743018861,interval_aware_model_best,10.0
scaling_d1000_p0.01_int8_D0.0001,scaling,1000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.9731459484218653,0.9997006279535625,0.05248903885989987,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,95.90103956445608,0.9905326185762624,interval_aware_model_best,10.0
scaling_d1000_p0.01_int8_D0.001,scaling,1000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.01,MIA_loc,log,,0.994964644373812,0.9995177823541146,0.03786549404290587,19,1e-09,1.0,ok,,,0.0004037442660249635,0.01,True,True,True,94.3731191157451,0.9924357136573161,interval_aware_model_best,10.0
scaling_d1000_p0.01_int8_D1e-05,scaling,1000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.01,MIA_loc,log,,0.8227736351906453,0.9854777694490173,0.3066696298938609,19,1e-09,1.0,ok,,,0.0018999950240849994,0.0003,True,True,True,57.32633432424513,0.6954457424051229,interval_aware_model_best,10.0
scaling_d1000_p0.1_int4_D0.0001,scaling,1000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9909982210734634,0.99926432087567,0.06911205039617424,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,9.878548736617361,0.9961350262227013,interval_aware_model_best,100.0
scaling_d1000_p0.1_int4_D0.001,scaling,1000,coordinate,rtn,4,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9719909144596655,0.9989549077966637,0.06939163236211202,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,8.775955713151129,0.9974860675409859,interval_aware_model_best,100.0
scaling_d1000_p0.1_int4_D1e-05,scaling,1000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9077699819030843,0.9593488596542762,0.5337932965921672,19,1e-09,1.0,ok,,,0.003146831561588348,0.001,True,True,True,2.7708379348389256,0.7477188109272834,interval_aware_model_best,100.0
scaling_d1000_p0.1_int8_D0.0001,scaling,1000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9984809040068551,0.9998671707747383,0.03444666907532214,19,1e-09,1.0,ok,,,9.895461951625606e-06,0.003,True,True,True,9.759264205531132,1.0006663583346218,interval_aware_model_best,100.0
scaling_d1000_p0.1_int8_D0.001,scaling,1000,coordinate,rtn,8,0.001,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9861802127468878,0.9994910455866353,0.05705763753890969,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,8.27182726292684,0.9958072016282402,interval_aware_model_best,100.0
scaling_d1000_p0.1_int8_D1e-05,scaling,1000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,0.1,MIA_loc,log,,0.9729597996870012,0.9998883912090241,0.0575050407585042,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,10.572389147210655,1.0066211089830162,interval_aware_model_best,100.0
scaling_d1000_p1_int4_D0.0001,scaling,1000,coordinate,rtn,4,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9913791525821253,0.9996772872208145,0.06539718425782574,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,0.9867082724851615,0.9988263926063231,interval_aware_model_best,1000.0
scaling_d1000_p1_int4_D0.001,scaling,1000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9993355139191114,0.999458497488792,0.08303234928886401,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,1.000545114968349,0.9799097299029188,interval_aware_model_best,1000.0
scaling_d1000_p1_int4_D1e-05,scaling,1000,coordinate,rtn,4,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9315204382526894,0.9991658883647512,0.12437471976807497,19,1e-09,1.0,ok,,,0.0014537278255613018,0.01,True,True,True,1.0077761483782266,0.8671857242842597,interval_aware_model_best,1000.0
scaling_d1000_p1_int8_D0.0001,scaling,1000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9986989611649111,0.9988987273085399,0.11845387477968007,19,1e-09,1.0,ok,,,0.00010120819887105004,0.001,True,True,True,0.969278634102706,0.9986736382954405,interval_aware_model_best,1000.0
scaling_d1000_p1_int8_D0.001,scaling,1000,coordinate,rtn,8,0.001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9984308387845043,0.9996397842313538,0.07957901676836629,19,1e-09,1.0,ok,,,0.0,0.01,True,True,True,1.0146031923830467,0.9960862278502874,interval_aware_model_best,1000.0
scaling_d1000_p1_int8_D1e-05,scaling,1000,coordinate,rtn,8,1e-05,False,False,0.0,8.0,1.0,MIA_loc,log,,0.5048839978749082,0.8610087289478996,1.411501455511013,19,1e-09,1.0,ok;boundary_solution,,,0.003657914918042649,1e-09,False,True,True,0.0,0.5945595598426907,interval_aware_model_best,1000.0
