config_id,family,d,direction,qmode,qbits,Delta,clip_enabled,groupwise,scale_sigma,nonlinear_a,active_p,fit_model,fit_space,p,R2_linear,R2_log,RMSE_log,clean_points,h_fit_min,h_fit_max,status,alpha,beta,gamma,h_star,h_star_interior,left_tail_visible,right_tail_visible,c_vis,c_loc
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,1.5,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,1.5,-0.09682932921882736,-1.6824755054305092,7.48897455463733,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,1.015492305345098,0.011981036627820702,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,2.0,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,2.0,-0.0968292363658203,-1.6157669833576023,7.3952693994108305,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,0.9568442827568423,0.013850866538595063,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,2.5,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,2.5,-0.09682922146662709,-1.6133648145298514,7.391872926000656,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,0.8951982786109244,0.014151029736714745,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,3.0,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,3.0,-0.09682921875991557,-1.6181834052517807,7.3986844524051945,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,0.8620430381820541,0.01420564209491465,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,3.5,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,3.5,-0.09682921813067602,-1.6230101262196306,7.405501190613421,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,0.8447345643498996,0.014218378225319961,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,linear,4.0,1.1102230246251565e-16,-2.085226988758583,8.031525330246609,19,1e-09,1.0,right_tail_missing;boundary_solution,0.0,0.0,3899.046946074878,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,Mp,log,4.0,-0.0968292179323953,-1.6267906016508258,7.410835946034678,19,1e-09,1.0,left_tail_missing;boundary_solution,0.0,0.835584988209887,0.01422240804066052,1e-09,False,True,True,,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,1.0,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,1.0,0.9869400614837212,0.9935881117249915,0.3661402263230467,19,1e-09,1.0,ok,,0.6757894432355566,0.0017289530804982522,0.003,True,True,True,0.9436760184994568,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,1.5,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,1.5,0.9830481931529712,0.9914586088517573,0.4225895737340264,19,1e-09,1.0,ok,,1.0656971024824675,0.00907681189571874,0.01,True,True,True,0.9273651073332617,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,2.0,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,2.0,0.9817248498616957,0.9806338907575203,0.6363201282409836,19,1e-09,1.0,ok,,0.9689501312968172,0.011071387523188592,0.01,True,True,True,0.9222676617070318,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,2.5,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,2.5,0.9815067343019536,0.970624904594602,0.783689657602434,19,1e-09,1.0,ok,,0.8998888198954064,0.011379014859813075,0.03,True,True,True,0.9214458758287458,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,3.0,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,3.0,0.9814664914694343,0.9628565527766313,0.8812427888657323,19,1e-09,1.0,ok,,0.8652995856868376,0.011434523594146428,0.03,True,True,True,0.9212947977427149,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,3.5,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,3.5,0.9814570235272447,0.9567559215806972,0.950862665368855,19,1e-09,1.0,ok,,0.8476683696409745,0.011447443262525003,0.03,True,True,True,0.9212592779827545,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,linear,4.0,0.9995694712798332,0.2613910263486692,3.9297214043814273,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,21.231021166299758,1.0,False,True,True,1.0566157956310063,
combined_clean_d1e4_int4_D1e-3_a8,combined,10000,coordinate,rtn,4,0.001,False,False,0.0,8.0,1.0,MIAp,log,4.0,0.9814540114087063,0.9520937230108436,1.0008078037760002,19,1e-09,1.0,ok,,0.8384252817532878,0.011451527690625851,0.03,True,True,True,0.9212479797241667,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,M2,linear,2.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,M2,log,2.0,0.2643751604626744,0.33871466882310264,3.888692056562187,19,1e-09,1.0,ok,7.312909595183038e-15,0.9763955821064138,0.009085221543368549,0.0002941820023824724,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,M4,linear,4.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,M4,log,4.0,0.264375179798259,0.30985783911682707,3.9726324708468708,19,1e-09,1.0,ok,7.312909595183038e-15,0.8429844158472801,0.00920353990416345,0.004038376231777552,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA2,linear,2.0,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA2,log,2.0,0.9937876870771309,0.9800153368484796,0.6760168555564918,19,1e-09,1.0,ok,,0.9828092653024257,0.007916081839238642,0.003,True,True,True,0.9822080862967278,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,linear,,0.9938821177797122,0.2796253523001956,4.058712775122016,19,1e-09,1.0,ok,,,5.863420941909354,0.003,True,True,True,0.975193569011489,85.3804256864045
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIA_loc,log,,0.9937299206435724,0.9997912252586062,0.06909523298459837,19,1e-09,1.0,ok,,,0.0,0.003,True,True,True,0.986191363232663,0.9914929346454239
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,1.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,1.0,0.2643746956305931,0.3092202032742585,3.9744672435740926,19,1e-09,1.0,ok,7.312909595183038e-15,0.45801141745555646,0.006303914543814959,3.1725949744210325e-05,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,1.5,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,1.5,0.2643750399745455,0.3409263321527538,3.8821837610330148,19,1e-09,1.0,ok,7.312909595183038e-15,1.0570362876077275,0.008361635640851572,9.77198033039357e-05,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,2.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,2.0,0.2643751604626744,0.33871466882310264,3.888692056562187,19,1e-09,1.0,ok,7.312909595183038e-15,0.9763955821064138,0.009085221543368549,0.0002941820023824724,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,2.5,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,2.5,0.2643751766584743,0.32922505628636134,3.916494528288122,19,1e-09,1.0,ok,7.312909595183038e-15,0.9048423483098316,0.009183337111241863,0.000702751233061815,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,3.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,3.0,0.26437517917726294,0.3212458114192881,3.939720113691177,19,1e-09,1.0,ok,7.312909595183038e-15,0.869822424411426,0.009199155738846776,0.0014116065639104903,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,3.5,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,3.5,0.264375179669874,0.3148697781663514,3.9581811929860313,19,1e-09,1.0,ok,7.312909595183038e-15,0.8521911170379948,0.009202532238464123,0.0025019318877760872,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,linear,4.0,0.2654918326270753,-1.7965868855498277,7.996929488858823,19,1e-09,1.0,right_tail_missing,7.713154282845211e-15,0.0,0.0,0.0001,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,Mp,log,4.0,0.264375179798259,0.30985783911682707,3.9726324708468708,19,1e-09,1.0,ok,7.312909595183038e-15,0.8429844158472801,0.00920353990416345,0.004038376231777552,True,True,True,,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,1.0,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,1.0,0.9932005267449482,0.9920429315145152,0.4265654302167789,19,1e-09,1.0,ok,,0.5279030709408168,0.0046679973642616,0.001,True,True,True,1.0005868398852904,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,1.5,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,1.5,0.9937195981532672,0.9920410306595432,0.42661637803764224,19,1e-09,1.0,ok,,1.088981529177478,0.007162014290089669,0.003,True,True,True,0.986659088895884,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,2.0,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,2.0,0.9937876870771309,0.9800153368484796,0.6760168555564918,19,1e-09,1.0,ok,,0.9828092653024257,0.007916081839238642,0.003,True,True,True,0.9822080862967278,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,2.5,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,2.5,0.9937931861712994,0.9685127291384656,0.8485483990556083,19,1e-09,1.0,ok,,0.90696506593428,0.008015726085218833,0.01,True,True,True,0.981614660271891,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,3.0,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,3.0,0.9937939917337641,0.9597141118544898,0.9598106834552793,19,1e-09,1.0,ok,,0.8712101058854858,0.008031715146251672,0.01,True,True,True,0.9815192394494953,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,3.5,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,3.5,0.9937941607628729,0.9527952298068451,1.038967714469847,19,1e-09,1.0,ok,,0.8534280945234504,0.008035124564502283,0.01,True,True,True,0.981498878348952,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,linear,4.0,0.993840111681917,0.14067365407153254,4.432902424391016,19,1e-09,1.0,right_tail_missing;boundary_solution,,0.0,16.640190996840182,1.0,False,True,True,0.9760704819026302,
combined_clean_d1e4_int8_D1e-4_a8,combined,10000,coordinate,rtn,8,0.0001,False,False,0.0,8.0,1.0,MIAp,log,4.0,0.9937942109908754,0.9472999369057227,1.097778386489506,19,1e-09,1.0,ok,,0.8441806680648755,0.008036141634644056,0.03,True,True,True,0.9814928025427052,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,M2,linear,2.0,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,M2,log,2.0,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,M4,linear,4.0,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,M4,log,4.0,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,MIA2,linear,2.0,0.9986783918288633,0.9996853780351461,0.08768664272905542,14,1e-09,0.003,ok;boundary_solution,,765.162232237058,0.0,0.003,False,True,False,1.0591466027344816,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,MIA2,log,2.0,0.9943581260120189,0.9997980924164294,0.070244971173349,14,1e-09,0.003,ok;boundary_solution,,544.2392120705215,0.0034063135286714896,0.003,False,True,False,0.9959188113776513,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,MIA_loc,linear,,0.9986783918288575,0.9969577323341842,0.27267017309815134,14,1e-09,0.003,ok;boundary_solution,,,0.0,0.003,False,True,False,1.059146602734496,0.0
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,MIA_loc,log,,0.9938907393727208,0.9997028616302567,0.08521544007570947,14,1e-09,0.003,ok;boundary_solution,,,0.006197354175884427,0.003,False,True,False,0.992586448708007,0.0
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,linear,1.0,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,log,1.0,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,linear,1.5,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,log,1.5,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,linear,2.0,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,log,2.0,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,linear,2.5,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,log,2.5,-0.21361337490486165,-6.7776224706022585,13.786764342848,14,1e-09,0.003,right_tail_missing,1.0975611706153246e-18,0.0,0.0,3e-07,True,True,False,,
combined_clip_appendix_d1e4_int4,combined,10000,coordinate,rtn,4,0.001,True,False,0.0,8.0,1.0,Mp,linear,3.0,2.220446049250313e-16,-1.3428514242293628,7.566783305765123,14,1e-09,0.003,right_tail_missing;boundary_solution,0.0,0.0,11215.979216222804,1e-09,False,True,False,,
