configured_sparse_ratio,active_fraction,repeat,active_coordinates,int8_scale,code_step,h,delta_norm,loss_gap,abs_loss_gap,fd_projection,true_projection,projection_error,projection_error_sq,unit_fd_projection,unit_true_projection,unit_projection_error,unit_projection_error_sq,linear_gap,truncation_abs,truncation_rel,minibatch_gap_std,minibatch_signal_quality_snr,loss_noise_floor,loss_gap_floor_snr
0.005,0.0048828125,12,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.0007983461837284267,0.0007983461837284267,0.002607619415201819,0.0026076198555529118,-4.4035109282927754e-10,1.93909084955939e-19,0.0008246015685737598,0.0008246016222983599,-5.3724600072510564e-11,2.886332652951202e-21,0.0007983463185458822,1.3481745548497154e-10,1.688708926854322e-07,0.0013356417184695601,0.5977248035073421,0.0001,7.983461837284267
0.005,0.0048828125,13,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.0002459219831507653,0.0002459219831507653,-0.0008032492056190642,-0.0008032479090616107,-1.2965574535230354e-09,1.681061230286138e-18,-0.00025400967297900057,-0.0002540092682465911,-4.047324094792748e-10,1.6380832328289937e-19,-0.0002459215861980164,3.9695274888298937e-10,1.6141435773082661e-06,0.001347277662716806,0.18253251720574057,0.0001,2.459219831507653
0.005,0.0048828125,14,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.00020611147920135409,0.00020611147920135409,-0.0006732170902995694,-0.0006732073379680514,-9.752331517971953e-09,9.510797003642914e-17,-0.0002128899123144173,-0.00021288683637976646,-3.075934650839966e-09,9.461373976237983e-18,-0.00020610849343717224,2.9857641818480628e-09,1.448637138652517e-05,0.0013359005097299814,0.15428654881119427,0.0001,2.061114792013541
0.005,0.0048828125,15,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.00048034629435278475,0.00048034629435278475,0.001568943835022643,0.001568937674164772,6.160857870954675e-09,3.795616970610417e-17,0.0004961435475673778,0.0004961416125297546,1.935037623190805e-09,3.74437060316392e-18,0.0004803444081506261,1.8862021586556893e-09,3.926770306159607e-06,0.0013746673939749599,0.34942728434390613,0.0001,4.8034629435278475
0.005,0.0048828125,16,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.0002659948368091136,0.0002659948368091136,0.0008688126967271011,0.0008688149973750114,-2.3006479103531915e-09,5.292980807412507e-18,0.000274742666948013,0.0002747434191405773,-7.521925643114158e-10,5.657936538053834e-19,0.0002659955411732047,7.043640910873832e-10,2.648029692455378e-06,0.001370551181025803,0.19407873306126885,0.0001,2.659948368091136
0.005,0.0048828125,17,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.0003369784390088171,0.0003369784390088171,-0.001100664771716006,-0.0011006685672327876,3.795516781510827e-09,1.4405947638730307e-17,-0.00034806072233537676,-0.0003480619634501636,1.2411147868435744e-09,1.5403659141217713e-18,-0.0003369796010404848,1.162031667721261e-09,3.4483739197663016e-06,0.0013578537618741393,0.2481699049415396,0.0001,3.3697843900881708
0.005,0.0048828125,18,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.00027262992807663977,0.00027262992807663977,-0.0008904847397123067,-0.0008904768619686365,-7.877743670174804e-09,6.205884533297919e-17,-0.00028159596790735387,-0.00028159350040368736,-2.467503666507293e-09,6.088574344226935e-18,-0.00027262751623442126,2.411842218508816e-09,8.84665734340246e-06,0.0013573928736150265,0.20084820936960437,0.0001,2.7262992807663977
0.005,0.0048828125,19,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-3.924989141523838e-05,3.924989141523838e-05,-0.0001282009997479424,-0.00012819693074561656,-4.069002325834611e-09,1.6556779927647476e-17,-4.0540711143882776e-05,-4.053941665915772e-05,-1.294484725052785e-09,1.6756907033949844e-18,-3.924864565350663e-05,1.245761731747915e-09,3.1740247618878375e-05,0.0013548769056797028,0.02896934123734867,0.0001,0.3924989141523838
0.005,0.0048828125,20,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-7.143177936086431e-05,7.143177936086431e-05,-0.0002333159455386897,-0.00023331813281401992,2.1872753302304686e-09,4.7841733702348056e-18,-7.378097184844861e-05,-7.378165901172906e-05,6.87163280446647e-10,4.721933739941972e-19,-7.14324490149183e-05,6.696540539831907e-10,9.374647841673985e-06,0.0014155808603391051,0.05046110848358934,0.0001,0.7143177936086431
0.005,0.0048828125,21,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.0002351277944399044,0.0002351277944399044,0.0007679924002037232,0.0007680018898099661,-9.489606242842931e-09,9.005262664420353e-17,0.00024286049343274387,0.00024286351981572807,-3.02638298419638e-09,9.158993967033386e-18,0.0002351306997683756,2.90532847121148e-09,1.2356227723872228e-05,0.0013802041066810489,0.17035726332195303,0.0001,2.351277944399044
0.005,0.0048828125,22,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.0006536727305501699,0.0006536727305501699,-0.0021350759083110242,-0.0021350784227252007,2.514414176434804e-09,6.3222786506563124e-18,-0.0006751702080270993,-0.0006751710898242891,8.81797189737285e-10,7.775662838285735e-19,-0.0006536735003607299,7.698105599154847e-10,1.1776682999856421e-06,0.0013376886490732431,0.4886583518541758,0.0001,6.5367273055016994
0.005,0.0048828125,23,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.00010863449278986081,0.00010863449278986081,-0.0003548302958454493,-0.00035483180545270443,1.5096072551192517e-09,2.2789140647086815e-18,-0.0001122071790177261,-0.00011220765009056777,4.710728416639507e-10,2.2190962215334956e-19,-0.00010863495496972648,4.621798656680512e-10,4.254430498883603e-06,0.0013992016902193427,0.07764033845101415,0.0001,1.0863449278986081
0.005,0.0048828125,24,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.0005637173890136182,0.0005637173890136182,0.0018412568860964502,0.0018412719946354628,-1.5108539012540986e-08,2.2826795109347297e-16,0.0005822564855787665,0.0005822612438350916,-4.758256325087563e-09,2.2641003255235803e-17,0.0005637220146289944,4.625615376190398e-09,8.205490039686813e-06,0.001345024793408811,0.4191130094969782,0.0001,5.637173890136182
0.005,0.0048828125,25,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,5.7699333410710096e-05,5.7699333410710096e-05,0.00018846197941763053,0.00018846627790480852,-4.298487177989809e-09,1.847699201934279e-17,5.959690395703929e-05,5.95982710365206e-05,-1.3670794813089066e-09,1.868906308215829e-18,5.7700649431297435e-05,1.316020587338975e-09,2.2807725741560747e-05,0.0013989948201924562,0.04124342176104165,0.0001,0.576993334107101
0.005,0.0048828125,26,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.0002195590641349554,0.0002195590641349554,-0.0007171406215634987,-0.0007171466713771224,6.049813623698087e-09,3.6600244881482984e-17,-0.00022677975090297202,-0.00022678164532408118,1.894421109159593e-09,3.588831338829463e-18,-0.00021956091633991697,1.8522049615625827e-09,8.43595022483446e-06,0.001408373354934156,0.15589549700421604,0.0001,2.195590641349554
0.005,0.0048828125,27,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.000573350174818188,0.000573350174818188,-0.001872720228438951,-0.0018727290444076061,8.815968655182665e-09,7.772130332916325e-17,-0.0005922060669083683,-0.0005922089330852032,2.8661768348243674e-09,8.21496964848383e-18,-0.0005733528739064409,2.699088252921568e-09,4.7075516244155115e-06,0.0013368361396715045,0.42888590291931744,0.0001,5.7335017481818795
0.005,0.0048828125,28,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.000825895054731518,0.000825895054731518,-0.00269760164641768,-0.0026976000517606735,-1.5946570062694287e-09,2.542930967644177e-18,-0.0008530564452984075,-0.0008530559716746211,-4.736237863489298e-10,2.2431949099549673e-19,-0.0008258945665129046,4.882186134319219e-10,5.911391516877034e-07,0.001321336254477501,0.6250453296296662,0.0001,8.25895054731518
0.005,0.0048828125,29,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.00018334547348786145,0.00018334547348786145,0.0005988570198000113,0.0005988508928567171,6.12694329418708e-09,3.753943413018403e-17,0.0001893751960119828,0.00018937326967716217,1.926334820633426e-09,3.710765841184813e-18,0.00018334359766895617,1.875818905289423e-09,1.0231166668150515e-05,0.0014173791278153658,0.12935527967767907,0.0001,1.8334547348786145
0.005,0.0048828125,30,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,0.000376410927856341,0.000376410927856341,0.0012294621851743142,0.0012294655898585916,-3.404684277346845e-09,1.1591875028412807e-17,0.00038879003603307526,0.00038879114435985684,-1.1083267815884326e-09,1.2283882547861733e-18,0.0003764119702311154,1.0423747743865813e-09,2.769239176284876e-06,0.001356263179332018,0.27753531437882845,0.0001,3.76410927856341
0.005,0.0048828125,31,10,0.019134938247560514,8,0.15307950598048412,0.4840799570083618,-0.000395627343095839,0.000395627343095839,-0.0012922283115620878,-0.0012922321911901236,3.8796280357137475e-09,1.505151369549611e-17,-0.00040863842570640157,-0.00040863966569304466,1.2399866430954504e-09,1.5375668750551238e-18,-0.0003956285308789252,1.1877830861884917e-09,3.0022685258561158e-06,0.0013990873703733087,0.2827752944337397,0.0001,3.9562734309583902
0.01,0.009765625,0,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-1.000880729407072e-06,1.000880729407072e-06,-3.2691532514309034e-06,-3.280583769083023e-06,1.143051765211972e-08,1.3065673379542052e-16,-7.310048861160724e-07,-7.335911504924297e-07,2.5862643763573044e-09,6.6887634244148366e-18,-1.0043802853976475e-06,3.499555990575411e-09,0.003484293789368725,0.0019270515767857432,0.0005193845050460493,0.0001,0.01000880729407072
0.01,0.009765625,1,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.0005585966282524168,0.0005585966282524168,-0.0018245310653263785,-0.0018245353130623698,4.2477359912893725e-09,1.8043261051695108e-17,-0.00040797754679759024,-0.0004079784848727286,9.38075138347174e-10,8.799849651850697e-19,-0.000558597928735071,1.300482654182332e-09,2.328119363290941e-06,0.001952289487235248,0.286123872460881,0.0001,5.5859662825241685
0.01,0.009765625,2,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-7.328154606511816e-05,7.328154606511816e-05,-0.00023935779513967312,-0.00023937149671837687,1.3701578703757301e-08,1.877332589752556e-16,-5.352202981016142e-05,-5.352508742362261e-05,3.0576134611885806e-09,9.349000078041612e-18,-7.328574092691642e-05,4.194861798255487e-09,5.723980879771383e-05,0.001914642984047532,0.03827426140313734,0.0001,0.7328154606511816
0.01,0.009765625,3,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.00019881426123902202,0.00019881426123902202,-0.0006493823584208867,-0.0006493902183137834,7.859892896689563e-09,6.177791634743105e-17,-0.00014520630892891627,-0.00014520804688800126,1.7379590849960196e-09,3.020501781120202e-18,-0.0001988166676160654,2.4063770433756237e-09,1.2103497519748068e-05,0.001972834812477231,0.10077592912575217,0.0001,1.9881426123902202
0.01,0.009765625,4,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.0006498845759779215,0.0006498845759779215,0.0021227027478804847,0.002122698351740837,4.396139647623587e-09,1.9326043801408036e-17,0.00047465076156753084,0.0004746497725136578,9.890538730356578e-10,9.782275637668352e-19,0.0006498832300601505,1.3459177710057127e-09,2.07101477427128e-06,0.001945174066349864,0.33410098726919363,0.0001,6.498845759779215
0.01,0.009765625,5,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.0006403170991688967,0.0006403170991688967,-0.0020914527227783508,-0.002091451082378626,-1.640399724910091e-09,2.6909112574851024e-18,-0.0004676630435610681,-0.000467662641312927,-4.0224814110015675e-10,1.618035670185316e-19,-0.0006403165969457377,5.02223159002009e-10,7.843356886227469e-07,0.0019302975852042437,0.3317193701514915,0.0001,6.403170991688967
0.01,0.009765625,6,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.00043391212238930166,0.00043391212238930166,0.0014172769882227752,0.0014173146337270737,-3.76455042984912e-08,1.4171839938877195e-15,0.00031691276721800926,0.00031692118500359356,-8.417785584303051e-09,7.085911414330026e-17,0.00043392364789970243,1.1525510400776408e-08,2.6561148387654657e-05,0.0019233993953093886,0.22559647437109892,0.0001,4.339121223893017
0.01,0.009765625,7,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.0002084213774651289,0.0002084213774651289,0.0006807618568213182,0.0006807538447901607,8.012031157554785e-09,6.419264326962866e-17,0.0001522229780448553,0.00015222124056890607,1.7374759492207095e-09,3.0188226741204053e-18,0.0002084189245095859,2.452955543004974e-09,1.1769351313835008e-05,0.0019575264304876328,0.10647180759301919,0.0001,2.084213774651289
0.01,0.009765625,8,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.0002825866686180234,0.0002825866686180234,0.0009230062078135069,0.0009230119758285582,-5.768015051265535e-09,3.326999763162575e-17,0.00020639046136237748,0.00020639174908865243,-1.2877262749503258e-09,1.6582389591974421e-18,0.00028258843454781246,1.7659297890638102e-09,6.249122657442035e-06,0.0019918971229344606,0.1418681042129912,0.0001,2.825866686180234
0.01,0.009765625,9,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.00038751066313125193,0.00038751066313125193,0.0012657169901654083,0.0012657108018174767,6.1883479315297946e-09,3.829565012166909e-17,0.00028302292156113016,0.00028302150894887745,1.4126122527030778e-09,1.995473376486864e-18,0.0003875087685127636,1.8946184883548295e-09,4.8892273989728455e-06,0.001973948208615184,0.19631247741961205,0.0001,3.8751066313125193
0.01,0.009765625,10,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-7.532979361712933e-05,7.532979361712933e-05,-0.0002460479380784421,-0.00024606380611658096,1.586803813883762e-08,2.5179463437560525e-16,-5.50179912414325e-05,-5.5021519074216485e-05,3.5278327839842645e-09,1.2445604151754167e-17,-7.533465176000768e-05,4.8581428783534084e-09,6.448749366798577e-05,0.001894366112537682,0.03976517164161998,0.0001,0.7532979361712933
0.01,0.009765625,11,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.000730754341930151,0.000730754341930151,0.002386845767660479,0.0023868652060627937,-1.9438402314858605e-08,3.778514845543004e-16,0.0005337149360622918,0.0005337193142622709,-4.378199979101181e-09,1.9168635057001583e-17,0.0007307602931721978,5.95124204679897e-09,8.143904509322605e-06,0.0019336204277351499,0.3779202636921269,0.0001,7.30754341930151
0.01,0.009765625,12,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.0004471409192774445,0.0004471409192774445,-0.0014604858972253603,-0.001460499595850706,1.3698625345821488e-08,1.876523363651829e-16,-0.00032657457294425025,-0.00032657766132615507,3.088381904815113e-09,9.538102789989425e-18,-0.0004471451132350456,4.193957601128159e-09,9.379410569390636e-06,0.0019237130181863904,0.23243639516407358,0.0001,4.471409192774445
0.01,0.009765625,13,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.000572604185435921,0.000572604185435921,-0.0018702836208163666,-0.0018702989909797907,1.5370163424129057e-08,2.362419236844347e-16,-0.00041820812916653824,-0.0004182115662842989,3.437117760654758e-09,1.1813778500608378e-17,-0.0005726088911499685,4.7057140475925685e-09,8.218024764062078e-06,0.0018793839262798429,0.3046765365123483,0.0001,5.7260418543592095
0.01,0.009765625,14,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.00021481468866113573,0.00021481468866113573,0.0007016441792297204,0.000701636599842459,7.579387261476972e-09,5.744711125943939e-17,0.00015689240726396938,0.00015689073188696057,1.6753770088102655e-09,2.8068881216500323e-18,0.00021481236816342047,2.32049771525843e-09,1.0802439985639422e-05,0.0019044113578274846,0.11279847065509636,0.0001,2.1481468866113573
0.01,0.009765625,15,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-1.867864375526551e-05,1.867864375526551e-05,-6.1009616001918716e-05,-6.1011756770312786e-05,2.1407683940702447e-09,4.582889317050095e-18,-1.3642164795409113e-05,-1.3642667909152806e-05,5.031137436932345e-10,2.531234390930217e-19,-1.8679299170801876e-05,6.554155363645538e-10,3.508780122698885e-05,0.001980840926989913,0.009429653588412872,0.0001,0.18678643755265512
0.01,0.009765625,16,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.0003881750162690878,0.0003881750162690878,0.0012678869512375342,0.001267880667001009,6.284236525253006e-09,3.9491628705323976e-17,0.0002835081396051945,0.0002835067571140826,1.3824911119326641e-09,1.911281674572814e-18,0.00038817309229344227,1.9239756455223e-09,4.956488957425872e-06,0.001983967376872897,0.19565594716629064,0.0001,3.881750162690878
0.01,0.009765625,17,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-8.146346226567402e-05,8.146346226567402e-05,-0.0002660821961238224,-0.00026611052453517914,2.8328411356764397e-08,8.02498889998058e-16,-5.94977875050286e-05,-5.9504134696908295e-05,6.347191879697107e-09,4.02868447576929e-17,-8.147213526410544e-05,8.672998431415169e-09,0.00010645355498907947,0.001953470055013895,0.04170192527732122,0.0001,0.8146346226567402
0.01,0.009765625,18,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.0002470407634973526,0.0002470407634973526,0.0008069034516248291,0.0008069546893239021,-5.123769907303382e-08,2.6253018062987707e-15,0.0001804290959756926,0.0001804405328584835,-1.14368827908867e-08,1.3080228797248036e-16,0.00024705645038067595,1.5686883323351095e-08,6.349513764639629e-05,0.0019277690444141626,0.12814852703085436,0.0001,2.470407634973526
0.01,0.009765625,19,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.000620156351942569,0.000620156351942569,0.0020256021469707117,0.002025620313361287,-1.8166390575429653e-08,3.300177465390593e-16,0.0004529384072510782,0.0004529424768406898,-4.0695896115884936e-09,1.6561559606748985e-17,0.0006201619137467585,5.561804189511271e-09,8.968309833651634e-06,0.0019059849437326193,0.32537316413847156,0.0001,6.20156351942569
0.01,0.009765625,20,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-1.4474557247012854e-05,1.4474557247012854e-05,-4.7277906844232283e-05,-4.729139618575573e-05,1.348934152344618e-08,1.8196233473616932e-16,-1.0571661298945614e-05,-1.0574673069640994e-05,3.0117706953801024e-09,9.070762721550347e-18,-1.4478687130485676e-05,4.129883472822867e-09,0.00028523880898891513,0.001945529249496758,0.007439907290397678,0.0001,0.14474557247012854
0.01,0.009765625,21,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.00045802895328961313,0.00045802895328961313,0.0014960492273472798,0.001496035372838378,1.3854508901884818e-08,1.9194741691240568e-16,0.0003345267752689052,0.0003345236473251134,3.127943791784646e-09,9.784032364564107e-18,0.0004580247116068565,4.2416827566072075e-09,9.260816390727925e-06,0.002010003663599491,0.22787468579503992,0.0001,4.580289532896131
0.01,0.009765625,22,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.00047556692152284086,0.00047556692152284086,0.0015533330816453973,0.0015533443074673414,-1.1225821944108386e-08,1.2601907832082537e-16,0.0003473358344248675,0.00034733835491351783,-2.520488650312267e-09,6.352863036352954e-18,0.00047557035840939567,3.436886554812526e-09,7.226872941172409e-06,0.0019391293171793222,0.245247656930176,0.0001,4.755669215228409
0.01,0.009765625,23,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,1.5226600226014853e-05,1.5226600226014853e-05,4.9734287187848875e-05,4.972569877281785e-05,8.588415031025355e-09,7.376087274514224e-17,1.1120924638789736e-05,1.1118943803012371e-05,1.9808357773646793e-09,3.923710376887933e-18,1.5223970805354644e-05,2.6294206602090094e-09,0.00017271582386930076,0.001962452894076705,0.007758963423771079,0.0001,0.15226600226014853
0.01,0.009765625,24,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,4.305446054786444e-06,4.305446054786444e-06,1.4062777467204979e-05,1.403165515512228e-05,3.112231208269842e-08,9.68598309372876e-16,3.144532620607591e-06,3.1375602702610195e-06,6.972350346571541e-09,4.861366935533629e-17,4.295917678469264e-06,9.528376317180055e-09,0.0022180071943499716,0.0018645841628313065,0.0023090650133211327,0.0001,0.04305446054786444
0.01,0.009765625,25,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.00029361722408793867,0.00029361722408793867,-0.0009590350524301127,-0.0009590632980689406,2.8245638827970217e-08,7.978161128001387e-16,-0.00021444675589195566,-0.00021445307356771082,6.317675755153698e-09,3.991302694725685e-17,-0.00029362587174481446,8.647656875792557e-09,2.9451276975034735e-05,0.001958719687536359,0.14990262565709184,0.0001,2.9361722408793867
0.01,0.009765625,26,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.000992331886664033,0.000992331886664033,0.0032412303668870736,0.0032412484288215637,-1.8061934490155168e-08,3.2623347752665684e-16,0.0007247611393516587,0.0007247651810757816,-4.041724122917645e-09,1.6335533885774404e-17,0.0009923374164880507,5.529824017745308e-09,5.572523947868185e-06,0.001924575655721128,0.5156107444849767,0.0001,9.92331886664033
0.01,0.009765625,27,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,-0.00031259478419087827,0.00031259478419087827,-0.0010210210118875435,-0.0010210112668573856,-9.745030157826129e-09,9.496561277694075e-17,-0.00022830723771982396,-0.0002283050853293389,-2.1523904850551546e-09,4.6327848001559634e-18,-0.00031259180066207367,2.983528804600174e-09,9.544488365596984e-06,0.0019558104686439037,0.15982877134696055,0.0001,3.1259478419087827
0.01,0.009765625,28,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,1.435135072824778e-05,1.435135072824778e-05,4.687548028172175e-05,4.6915607526898384e-05,-4.012724517663463e-08,1.610195805465747e-15,1.0481675984439684e-05,1.049067941494286e-05,-9.003430503176735e-09,8.106176082553328e-17,1.4363636045983773e-05,1.2285317735992717e-08,0.0008553069499019939,0.0019183603581041098,0.0074810505062933175,0.0001,0.1435135072824778
0.01,0.009765625,29,20,0.019134938247560514,8,0.15307950598048412,0.6845923662185669,0.000390564207918942,0.000390564207918942,0.0012756907118864574,0.0012756810756400228,9.636246434694198e-09,9.285724535015665e-17,0.00028525311352525963,0.0002852509496733546,2.1638519050030426e-09,4.682255066785297e-18,0.00039056125769525456,2.950223687418242e-09,7.553805272002247e-06,0.0018864255398511887,0.207039291860813,0.0001,3.9056420791894197
