task,precision,batch_id,h,n_pairs,n_batches,true_directional_nmse,rho_emp,V_dir,V_h_dep,V_total,V_cross,directional_corr,sign_agreement,dh_std,dh_zero_fraction,source_path,nmse_ci_low,nmse_ci_high,rho_ci_low,rho_ci_high,active_fraction,visible_cosine,visible_norm_ratio,p_clip
sst-2,fp32,pooled,0.002,256,4,0.3506197146648615,0.3506209623344557,11641844509031.992,4081874725104.896,8906048977130.8,-6817670257006.087,0.8080254569713208,0.8125,57.88096261245404,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.26422135075504083,0.4680206087730222,0.2642228559370507,0.46802018281184193,0.9999998472618461,0.9999999999999701,1.0000000474602815,
sst-2,fp32,pooled,0.003,256,4,0.6612410367273884,0.661241013772915,11641844509031.992,7698065065338.959,8023145225449.443,-11316764348921.508,0.6232526320850251,0.71875,54.97853996471579,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.5149923298214597,0.871380385462072,0.514992953538797,0.8713741192212501,0.9999999990571719,0.9999999999999873,1.0000000086314598,
sst-2,fp32,pooled,0.005,256,4,1.1752467860830271,1.1752471898156396,11641844509031.992,13682045043510.484,10054708698860.934,-15269180853681.541,0.37790005612914757,0.625,61.39403690107142,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8489050270285401,1.688561443849814,0.8489078469347586,1.6885609206871244,0.9999999996228688,0.9999999999999956,0.9999999776177637,
sst-2,fp32,pooled,0.01,256,4,0.9717516243914114,0.9717489808171227,11641844509031.992,11312950536483.254,1900532855355.3135,-21054262190159.934,0.2423753468931266,0.53125,26.72130647551385,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8185281333144967,1.1326932426829197,0.8185248471967108,1.1326913016371905,0.9999999997171516,0.9999999999999991,0.9999999776515349,
sst-2,fp32,pooled,0.03,256,4,0.9504008887655769,0.9504005136700818,11641844509031.992,11064415001451.227,484436695064.00806,-22221822815419.21,0.224977019470088,0.515625,13.515587193041332,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8660850127621346,1.0340984365097368,0.8660848566600754,1.0340981494298889,0.9999999998114344,0.9999999999999994,0.9999999776106412,
sst-2,fp32,pooled,0.1,256,4,1.0380213441073614,1.0380209288079267,11641844509031.992,12084478250302.852,453835141446.82227,-23272487617888.023,0.01131602523389658,0.51171875,12.9808464448979,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.9593657497501853,1.137132812647352,0.9593658385802333,1.1371317807855543,0.9999999999057172,0.9999999999999999,1.00000001712347,
sst-2,fp16,pooled,1e-07,256,4,2812.6556220641082,2812.6683194220486,11641844509031.992,3.274464723019182e+16,3.276368627042267e+16,7397195721818.094,0.019799154955534408,0.46875,3505.755727892409,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2133.9481767145353,3896.0777240870625,2133.964020950248,3896.075518950557,0.012633136208845196,0.15506772196368723,0.2074073615725595,
sst-2,fp16,pooled,3e-07,256,4,240.03642330035268,240.0387886687665,11641844509031.992,2794494253818170.0,2793668786963213.0,-12467311363988.732,0.034249311998508426,0.55859375,1024.679674205071,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,180.11538987805068,334.8313193974784,180.11693248653629,334.8351775148605,0.03925882089413056,0.2680159429684752,0.3561408885513569,
sst-2,fp16,pooled,1e-06,256,4,28.043373627723643,28.043588165300378,11641844509031.992,326479092895756.75,347575595123334.5,9454657718545.729,0.25466088731972875,0.61328125,361.5663676073912,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,21.369973602784647,38.79298546093648,21.370173921444735,38.79328573259286,0.12486241167210882,0.4715105898805837,0.6185341399185004,
sst-2,fp16,pooled,3e-06,256,4,3.297387152693554,3.29740317169522,11641844509031.992,38387855008464.67,50428910908958.79,399211391462.11597,0.48647583586694765,0.65234375,137.63860129164033,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2.514471639805389,4.475371095527659,2.514484407383941,4.47539932918947,0.31855997676827574,0.720514581261418,0.900615768321779,
sst-2,fp16,pooled,1e-05,256,4,0.3721411719744741,0.37214155375233665,11641844509031.992,4332414104134.2744,15769780474138.018,-204478139028.24976,0.8509002705973072,0.8046875,76.78872523493412,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.27126379922281324,0.5171689945475146,0.27126401740879796,0.5171678104302979,0.64803804240711,0.9322494539209929,1.0365195640739249,
sst-2,fp16,pooled,3e-05,256,4,0.056391009374588616,0.056391257050533196,11641844509031.992,656498246251.1615,12307168654306.348,8825899023.192383,0.9731203578630789,0.91796875,68.05005580893383,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.042503611637219205,0.07836668695786707,0.04250386461657064,0.07836675927080851,0.8642657967053194,0.9905101533752532,1.0093288089364458,
sst-2,fp16,pooled,0.0001,256,4,0.01714668732404572,0.017146686672529166,11641844509031.992,199619060086.6757,11352751017226.006,-488712551892.66174,0.9914337258444124,0.9453125,65.32155601829575,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.012334436421457446,0.023881654230721392,0.012334490220011306,0.023881657503832164,0.9580916971453579,0.999112311247152,1.0008702082742582,
sst-2,fp16,pooled,0.0003,256,4,0.04996035137900195,0.04996037153227585,11641844509031.992,581630876992.2239,10909638714377.148,-1313836671647.0679,0.9746710830212859,0.8984375,64.0287514330098,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.0369271515079714,0.07008048247212884,0.036927164266355415,0.07008031033096902,0.9859740639498173,0.9998988575490371,1.0001000204874977,
sst-2,fp16,pooled,0.001,256,4,0.14483806669508423,0.14483844465764079,11641844509031.992,1686186651634.2896,9989419876593.658,-3338611284072.623,0.92442264437551,0.87890625,61.25042338973811,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.10992642241860813,0.20247484624989928,0.10992637050355965,0.20247484286203948,0.995744463523234,0.999991296246778,1.0000137499355168,
sst-2,fp16,pooled,0.0015,256,4,0.23501528743032382,0.2350160590662346,11641844509031.992,2736020416774.5815,9274882759475.348,-5102982166331.228,0.8742629549957898,0.859375,59.02080956219508,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.17434264644954323,0.3240937455525644,0.17434290396358618,0.32409422028528967,0.9971702877658506,0.99999624467551,1.0000083519905092,
sst-2,fp16,pooled,0.002,256,4,0.34989454771300293,0.34989579357664435,11641844509031.992,4073432423183.6484,8903261474811.537,-6812015457404.102,0.8084206998102641,0.8125,57.8708540206186,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.2638365324053513,0.46676745742053183,0.2638390920554565,0.4667670354125691,0.9978695545069154,0.9999979487590652,0.9999995874411858,
sst-2,fp16,pooled,0.003,256,4,0.6612059468731208,0.6612059272647528,11641844509031.992,7697656593666.569,8021440367292.986,-11318060735405.574,0.6232406067660504,0.71875,54.97290800660269,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.5148847854681966,0.871804169048095,0.5148854083058059,0.8717981363111371,0.9985793852598236,0.9999991312954396,0.9999998786190964,
sst-2,fp16,pooled,0.005,256,4,1.1753897648071578,1.175390159752832,11641844509031.992,13683709477288.742,10055808328109.588,-15269745658211.148,0.37788505575244385,0.625,61.39588348286166,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8485327304940449,1.689220786884189,0.8485355432547984,1.6892202836651726,0.9991385200068209,0.9999997077703788,1.0000016850981628,
sst-2,fp16,pooled,0.01,256,4,0.9715282228738847,0.9715255732314443,11641844509031.992,11310349660108.648,1901292177663.2888,-21050901991477.35,0.24270574531641045,0.53125,26.726271988684093,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8183018047481762,1.1324243599932124,0.8182985146168247,1.1324224105062213,0.9995596640285005,0.9999999290706427,0.999999887292267,
sst-2,fp16,pooled,0.03,256,4,0.9504205230196335,0.9504201463522862,11641844509031.992,11064643562084.746,484495463331.65924,-22221992607785.08,0.22493711141528308,0.51953125,13.516385995438826,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8660825375362295,1.0341613994643712,0.8660823799664078,1.0341611110425957,0.999861509776178,0.9999999837183982,0.9999999375147836,
sst-2,fp16,pooled,0.1,256,4,1.0376423920337285,1.0376419831309507,11641844509031.992,12080066623654.125,453415555222.3347,-23268495577463.78,0.012158778917556139,0.515625,12.975659724275955,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.9592331337113057,1.1367295667911013,0.9592332357821431,1.136728539100547,0.9999627426386998,0.9999999886258023,1.0000005213439804,
sst-2,int8,pooled,1e-07,256,4,3918.0920311767472,3918.1213286178004,11641844509031.992,4.561415927529027e+16,4.559684744129294e+16,-28953678506360.953,-0.013176589865009759,0.4921875,4111.672525759868,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2757.163147683437,5533.756584898,2757.1904485938135,5533.778703976847,0.0009743500766549621,0.02396805124773871,55.94630699684281,0.007890065511067709
sst-2,int8,pooled,3e-07,256,4,665.928443897048,665.932619894516,11641844509031.992,7752684014304260.0,7796806490337654.0,32480631524363.023,0.09070298579035672,0.5078125,1713.9935318887788,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,487.10057935484184,970.0247309405582,487.10452779234873,970.0237045888917,0.0024085727719424547,0.04062329581812984,27.180053920419237,0.007890701293945312
sst-2,int8,pooled,1e-06,256,4,152.14792232347168,152.1487481324225,11641844509031.992,1771292068001534.5,1791670522258196.8,8736609747630.295,0.10563571861560835,0.53125,819.166938533795,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,110.6889738016508,207.57883959758934,110.68964803342746,207.57941436976927,0.0073068315778803085,0.07263456928605881,13.659416051995088,0.00789181391398112
sst-2,int8,pooled,3e-06,256,4,42.13433665431197,42.134527265094896,11641844509031.992,490523614881803.75,499619084336172.9,-2546375054662.8623,0.13295091556243865,0.55859375,433.5405211027533,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,29.015091341462536,61.454659156349464,29.01527216879849,61.454791342945654,0.020936899232505586,0.12607337591975012,7.709397735594917,0.007893721262613933
sst-2,int8,pooled,1e-05,256,4,13.045593124044181,13.045615671420485,11641844509031.992,151875029171268.28,173396007904189.47,9879134223889.195,0.36590500003891324,0.60546875,255.08282341040388,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,9.667932442998135,18.748556243206945,9.667911081898739,18.748490824631574,0.06316646615539635,0.2359014076031123,4.189117125802317,0.007898171742757162
sst-2,int8,pooled,3e-05,256,4,4.021297966181549,4.021301491320665,11641844509031.992,46815366685893.65,68867660356863.39,10410449161937.75,0.6042993628720849,0.68359375,160.61501034791817,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2.7830234248895502,5.8591024861271706,2.7830243233233176,5.859071389489436,0.15352304727976576,0.41022987773703806,2.4236044272052526,0.007922808329264324
sst-2,int8,pooled,0.0001,256,4,0.5880049592388864,0.5880086027877354,11641844509031.992,6845504723627.971,18064451936882.277,-422897295777.685,0.7879280987571115,0.76953125,82.46919466168495,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.4148567687926475,0.8779657163310041,0.4148590600167436,0.8779685423484102,0.3964575904817808,0.7271851956053864,1.368366361561264,0.007995923360188803
sst-2,int8,pooled,0.0003,256,4,0.13527285455978894,0.1352733683188924,11641844509031.992,1574831520181.5596,11920296622718.746,-1296379406494.8054,0.9351927235089467,0.88671875,67.04790665799418,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.09591981671226528,0.18929119162676647,0.0959202846211719,0.1892911201313689,0.7232093781574677,0.9499374311222397,1.048906247517389,0.00817426045735677
sst-2,int8,pooled,0.001,256,4,0.1483688112642713,0.14836915468122627,11641844509031.992,1727290628735.3525,10133433179494.19,-3235701958273.1553,0.9226268430826117,0.87890625,61.71060144842251,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.11181864523364467,0.21010387552810264,0.11181885855897522,0.21010337747990632,0.9117131356833451,0.9942677077265196,1.0016477973719264,0.008925437927246094
sst-2,int8,pooled,0.0015,256,4,0.23175810787958323,0.23175893819222382,11641844509031.992,2698101522012.2256,9332191728786.543,-5007754302257.677,0.8760963266299222,0.86328125,59.1859138702374,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.1736237859356978,0.323205591624457,0.1736246555027249,0.32320595431248667,0.9408454347565243,0.9968419525870928,0.9987790910537337,0.009514808654785158
sst-2,int8,pooled,0.002,256,4,0.34802626471882253,0.348027468268593,11641844509031.992,4051681670455.0254,8750201926979.68,-6943324252507.337,0.8090814807928967,0.83203125,57.38209367377221,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.26487996230987243,0.46260846115672993,0.26488230996393625,0.4626079109980386,0.955583789189956,0.997721266826071,0.99757904579921,0.01015011469523112
sst-2,int8,pooled,0.003,256,4,0.6612416428565374,0.6612415789146545,11641844509031.992,7698071644631.215,8011058434445.324,-11328857719217.883,0.6235202740265439,0.7109375,54.92829527692572,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.5117239962658872,0.8731522289506825,0.5117249947227354,0.8731479916452319,0.9703855060094035,0.998274900487874,0.9962212183941832,0.011788686116536459
sst-2,int8,pooled,0.005,256,4,1.1891463915489808,1.1891465768170477,11641844509031.992,13843859545751.738,10225437625626.36,-15260266429157.371,0.3724217012881075,0.63671875,62.02766801932862,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8495311459838837,1.7083537311796282,0.8495316200350925,1.7083546016275735,0.9822027626548735,0.9983266362952575,0.9939409697915808,0.01657009124755859
sst-2,int8,pooled,0.01,256,4,0.9661943850086132,0.966192134787168,11641844509031.992,11248258599041.89,1681656962474.0015,-21208446145599.883,0.23765371788131653,0.546875,25.168563412103982,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.8208892482556347,1.133491619943588,0.8208870145455193,1.1334898106107743,0.9910905031062969,0.9969643474084663,0.9843135010092439,0.03811438878377279
sst-2,int8,pooled,0.03,256,4,1.037006303609446,1.0370074506822735,11641844509031.992,12072679495550.691,789137847038.0034,-22925386157544.68,0.05292593347340917,0.53515625,17.176615766660912,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,0.9444341741436074,1.1479120936072549,0.9444349193491618,1.147913595111959,0.9970579161076383,0.9782193909114469,0.8876789191284792,0.2209920883178711
sst-2,int8,pooled,0.1,256,4,1.116820407976338,1.1168196689157033,11641844509031.992,13001840930145.207,469432832740.3437,-24174252606436.855,-0.17962963414493646,0.484375,12.959025721754374,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,1.0294079926062405,1.221424462678426,1.02940850223759,1.2214228431721903,0.9991062021571303,0.8737316094097584,0.5232073968681739,0.6645503044128418
sst-2,int4,pooled,1e-07,256,4,22951.50669781649,22951.591101073383,11641844509031.992,2.671988548335787e+17,2.6714259626787094e+17,-67900410216778.86,-0.006893783272450362,0.49609375,10003.244811447501,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,16632.05652905696,33079.084779080236,16632.118648642685,33079.1089088678,0.00043414728262534193,0.007406946086418216,284.37927397793,0.023653666178385418
sst-2,int4,pooled,3e-07,256,4,3994.2639800070856,3994.2843875979374,11641844509031.992,4.650083776526926e+16,4.662572549298478e+16,113245883206483.83,0.10015460120033264,0.54296875,4173.801157735528,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2792.8430101266995,5744.031531924729,2792.8578765858997,5744.053553372326,0.0011272316570338837,0.009521395994735473,109.14982321477127,0.023654301961263023
sst-2,int4,pooled,1e-06,256,4,1629.4684591293149,1629.4828224471808,11641844509031.992,1.8970185649068664e+16,1.8947528067390324e+16,-34299426187372.125,-0.00877640172099504,0.48046875,2670.7458335554065,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,1173.4367864791188,2311.8769418768584,1173.4448706648554,2311.886943629876,0.003515606607326716,0.01668757877473653,49.19686092732035,0.023655891418457028
sst-2,int4,pooled,3e-06,256,4,428.04661520481676,428.04754965690864,11641844509031.992,4983263015577881.0,5003752834599443.0,8847974512530.322,0.06258784269789076,0.5,1371.2051943089857,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,326.398374830546,594.5466552733535,326.3984103033457,594.5463976254345,0.010088492717608602,0.029748278892102523,27.939274174730702,0.02366209030151367
sst-2,int4,pooled,1e-05,256,4,114.80375073902205,114.80439170987563,11641844509031.992,1336534877240373.5,1311862989060888.5,-36313732688517.04,-0.05516178532658246,0.48046875,703.0122014055562,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,82.95388038224763,165.23610014684328,82.95420687835792,165.2373542980041,0.02728861323296109,0.055301008085584795,14.926380429772346,0.023672898610432945
sst-2,int4,pooled,3e-05,256,4,37.68642150781945,37.686514055835204,11641844509031.992,438740536725482.06,414804346506394.4,-35578034728119.7,-0.09223882633642874,0.484375,395.0471519855891,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,26.246523630062562,56.181182703137075,26.246747316625108,56.18110110009955,0.04597879319105966,0.0960691411369666,8.649210015355186,0.0237123171488444
sst-2,int4,pooled,0.0001,256,4,8.618189160950761,8.618222923921966,11641844509031.992,100332011224474.58,84548777303613.38,-27425078429893.195,-0.06567136096217387,0.453125,178.56231696654493,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,6.319630224728425,12.206385514425074,6.3196614876141,12.2063846837901,0.06772525832630376,0.17787001921739515,4.759128290987173,0.023819764455159504
sst-2,int4,pooled,0.0003,256,4,3.2340494365031205,3.2340724633258238,11641844509031.992,37650568748981.31,27609561932797.844,-21682851325215.465,0.05600442909775266,0.515625,100.88158878060725,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,2.489449788048775,4.379634718696349,2.4894705378339768,4.379645980955408,0.11299940958305991,0.3130095889880299,2.795301391470732,0.024198214213053383
sst-2,int4,pooled,0.001,256,4,1.3827042423054865,1.382706680241216,11641844509031.992,16097256172968.055,7644693262694.873,-20094407419305.17,0.16186624876137565,0.5859375,53.26796251665508,0.0,/scratch/jy03364/MeZO_/experiments/large_model_extension/opt27b_radius_plateau_20260921/probes/sst-2_multprecision_probe/raw_probe_metrics.jsonl,1.1497554940756831,1.6995512494702754,1.1497578404103088,1.6995536148591002,0.26758277619580917,0.583856444228259,1.5961344247612543,0.02604071299235026
