precision,eps,eps_float,seed,train_loss_final,train_loss_last100_mean,train_max_global_step,train_log_file,dev_loss,dev_acc,test_loss,test_acc,probe_rows,probe_mae_mean,probe_rmse_mean,probe_sign_acc_mean,probe_corr_mean
fp16,1e-3,0.001,seed13,0.73321533203125,0.9930207824707031,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43905592_23.out,1.4288440942764282,0.4875,1.4863826036453247,0.337,100,1.8010454441723414,2.299180565748205,0.98375,0.9977830583973136
fp16,3e-3,0.003,seed13,1.04962158203125,1.31595458984375,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43905592_24.out,1.4121532440185547,0.4375,1.468508005142212,0.32,100,7.216141015170142,8.985067384477311,0.93625,0.9723140887729546
fp16,1e-2,0.01,seed13,1.7943115234375,1.6844683074951172,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43905592_25.out,1.6980125904083252,0.2125,1.7081648111343384,0.124,100,29.996345860920847,37.43669002258894,0.66125,0.4632663305164634
fp32,1e-8,1e-08,seed13,0.6906837821006775,0.9607174307107925,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_0.out,1.3820029497146606,0.475,1.422272801399231,0.345,100,10.371834938824177,12.788154255004134,0.876875,0.9549803841011721
fp32,3e-8,3e-08,seed13,0.6315913796424866,0.897732298374176,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_1.out,1.3201777935028076,0.5125,1.373833417892456,0.37,100,4.083429540544748,5.081494361310109,0.95875,0.9922494710941251
fp32,1e-7,1e-07,seed13,0.5975831747055054,0.9398413985967636,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_2.out,1.4408423900604248,0.5125,1.4750128984451294,0.356,100,1.2370773823559285,1.5283915259232541,0.9875,0.9993271179757193
fp32,3e-7,3e-07,seed13,0.5979275107383728,0.8989410358667373,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_3.out,1.4129374027252197,0.5,1.4707844257354736,0.348,100,0.42522828058339657,0.5270035383488372,0.99625,0.9999169944973352
fp32,1e-6,1e-06,seed13,0.6022188663482666,0.9057091498374938,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_4.out,1.3910619020462036,0.5,1.4530127048492432,0.349,100,0.1353000096604228,0.1659104500369447,0.999375,0.999991971371311
fp32,3e-6,3e-06,seed13,0.626604437828064,0.9305579566955566,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_5.out,1.411238193511963,0.5125,1.4704877138137817,0.339,100,0.08060720158508047,0.12953717627779365,1.0,0.9999651097678239
fp32,1e-5,1e-05,seed13,0.6394422054290771,0.9325483369827271,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_6.out,1.4059516191482544,0.5,1.4717504978179932,0.323,100,0.23763696100562812,0.30096237836757406,0.996875,0.9992204874911798
fp32,3e-5,3e-05,seed13,0.6279711723327637,0.9287949103116989,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_7.out,1.409872055053711,0.5125,1.4718111753463745,0.328,100,0.025854820838430895,0.044575275014387516,0.999375,0.9999911387674102
fp32,1e-4,0.0001,seed13,0.6360275149345398,0.9257196432352066,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_8.out,1.4045908451080322,0.5,1.4683679342269897,0.329,100,0.12432361723855138,0.20011526203913568,0.999375,0.9999283933637274
fp32,3e-4,0.0003,seed13,0.6557698249816895,0.9331546974182129,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_9.out,1.403822660446167,0.5125,1.4685815572738647,0.325,100,0.48609890004619954,0.6625271138630094,0.996875,0.9992903580802622
fp32,1e-3,0.001,seed13,0.7314739227294922,0.9927519851922989,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_10.out,1.4288699626922607,0.4875,1.4863779544830322,0.338,100,1.7850309837094391,2.2779883398982026,0.984375,0.9978662071703138
fp32,3e-3,0.003,seed13,1.0495643615722656,1.3160544800758363,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_11.out,1.4122936725616455,0.4375,1.4685231447219849,0.32,100,7.371982134291902,9.202616750201768,0.934375,0.9697304087965533
fp32,1e-2,0.01,seed13,1.7919138669967651,1.6845463013648987,20000,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep/jobs/sst5_bs32_h_precision_sweep_43872552_12.out,1.6980345249176025,0.2125,1.7082066535949707,0.124,100,30.002960097193718,37.44322660299576,0.66125,0.4630442253428836
