setting,precision,quantizer,direction_family,sparse_p,h_vis_min,h_loc_max,valid_window,default_h_valid,geometry_rows,locality_rows,valid_rows,policy,selected_h,selected_h_active,selection_status,alignment,norm_ratio,code_change_frac,richardson_relerr,corr_fd_true,nMSE_fd_true,score,failure_mode,notes,training_best_h,training_best_h_active,training_best_acc,factor_to_training_best,training_notes
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,geometry_lower_bound,7.5e-05,0.0007499999999999999,selected,0.9089181935736492,1.1001690193617863,0.01765364568434986,,0.9100186578456589,0.20903847215526894,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.0012,0.0119999999999999,0.3266978922716627,15.999999999999869,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,richardson_upper_bound,0.0024,0.023999999999999997,selected,0.9995869934844765,1.00041258626595,0.08770887435183738,0.2057725561667335,0.9584203459408817,0.08255746399754334,0.2057725561667335,ok,Estimator 3 upper-bound only; ignores quantization visibility.,0.0012,0.0119999999999999,0.3266978922716627,2.0000000000000164,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,smallest_valid,0.0003,0.0029999999999999996,selected,0.9917791766346729,1.00827689616027,0.02137270184458506,0.2363696159463124,0.985136525854088,0.03232151751957463,0.2363696159463124,ok,,0.0012,0.0119999999999999,0.3266978922716627,3.999999999999967,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,log_midpoint_valid,0.0006,0.005999999999999999,selected,0.997595017150566,1.002414106755377,0.025080143694923236,0.16344386333622085,0.9929355239623543,0.015078112869051311,0.16344386333622085,ok,,0.0012,0.0119999999999999,0.3266978922716627,1.9999999999999836,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,score_min_valid,0.0012,0.011999999999999999,selected,0.9991670523765387,1.0008334779750379,0.0366432450437547,0.10532832248574366,0.993941077632658,0.012282053827083953,0.10532832248574366,ok,,0.0012,0.0119999999999999,0.3266978922716627,1.0000000000000082,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,probe_best_corr_fd_true,0.0012,0.011999999999999999,retrospective_only,0.9991670523765387,1.0008334779750379,0.0366432450437547,0.10532832248574366,0.993941077632658,0.012282053827083953,0.10532832248574366,ok,Calibration/evaluation only; not deployable.,0.0012,0.0119999999999999,0.3266978922716627,1.0000000000000082,training oracle retrospective only
historical_groupwise256_int8_probe,int8,groupwise_int8_block256_historical,sparse,0.01,0.0007499999999999999,0.023999999999999997,"[0.003, 0.024]",False,6,4,4,probe_best_nMSE_fd_true,0.0012,0.011999999999999999,retrospective_only,0.9991670523765387,1.0008334779750379,0.0366432450437547,0.10532832248574366,0.993941077632658,0.012282053827083953,0.10532832248574366,ok,Calibration/evaluation only; not deployable.,0.0012,0.0119999999999999,0.3266978922716627,1.0000000000000082,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,geometry_lower_bound,1e-05,1e-05,selected,0.9999999972731268,1.0000000791861667,0.9998623606027014,,0.999999710660428,6.666072230573788e-07,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,3e-05,,0.48711943793911,,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,3e-05,,0.48711943793911,,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,3e-05,,0.48711943793911,,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,3e-05,,0.48711943793911,,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,probe_best_corr_fd_true,1e-05,1e-05,retrospective_only,0.9999999972731268,1.0000000791861667,0.9998623606027014,,0.999999710660428,6.666072230573788e-07,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
legacy_probe_window_h100_20260512,fp32,identity,dense,,1e-05,,none,False,11,0,0,probe_best_nMSE_fd_true,1e-05,1e-05,retrospective_only,0.9999999972731268,1.0000000791861667,0.9998623606027014,,0.999999710660428,6.666072230573788e-07,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,geometry_lower_bound,0.001,0.001,selected,0.7181631742624479,1.392432103401006,0.9690901735292996,,0.8595888313023646,0.270916278999858,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.0003,0.0003,0.3501170960187353,3.3333333333333335,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,probe_best_corr_fd_true,0.003,0.003,retrospective_only,0.9467247091642914,1.0562734989199134,0.984404381681966,,0.9375666196909768,0.1263930602270424,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.0003,0.0003,0.3501170960187353,10.000000000000002,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,dense,,0.001,,none,False,7,0,0,probe_best_nMSE_fd_true,0.003,0.003,retrospective_only,0.9467247091642914,1.0562734989199134,0.984404381681966,,0.9375666196909768,0.1263930602270424,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.0003,0.0003,0.3501170960187353,10.000000000000002,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,geometry_lower_bound,0.000328633534503,0.006,selected,0.9775259258171274,1.0231340858153752,0.0109397773351627,,0.9906913979566744,0.0174639459681587,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.000328633534503,0.006,0.3243559718969555,1.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,0.000328633534503,0.006,0.3243559718969555,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,0.000328633534503,0.006,0.3243559718969555,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,0.000328633534503,0.006,0.3243559718969555,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,0.000328633534503,0.006,0.3243559718969555,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,probe_best_corr_fd_true,0.000328633534503,0.006,retrospective_only,0.9775259258171274,1.0231340858153752,0.0109397773351627,,0.9906913979566744,0.0174639459681587,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.000328633534503,0.006,0.3243559718969555,1.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.003,0.006,,none,False,3,0,0,probe_best_nMSE_fd_true,0.000328633534503,0.006,retrospective_only,0.9775259258171274,1.0231340858153752,0.0109397773351627,,0.9906913979566744,0.0174639459681587,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.000328633534503,0.006,0.3243559718969555,1.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,geometry_lower_bound,0.00015,0.0014999999999999,selected,0.8028896404306884,1.2598385175174234,0.024100579298123,,0.7927410289820659,0.5187769559033438,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.0012,0.0119999999999999,0.3266978922716627,8.000000000000465,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,0.0012,0.0119999999999999,0.3266978922716627,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,0.0012,0.0119999999999999,0.3266978922716627,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,0.0012,0.0119999999999999,0.3266978922716627,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,0.0012,0.0119999999999999,0.3266978922716627,,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,probe_best_corr_fd_true,0.0012,0.0119999999999999,retrospective_only,0.990750041160201,1.0093906741856846,0.1432206005389905,,0.9824555882747362,0.0349332765675584,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.0012,0.0119999999999999,0.3266978922716627,1.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.01,0.0014999999999999,,none,False,5,0,0,probe_best_nMSE_fd_true,0.0012,0.0119999999999999,retrospective_only,0.990750041160201,1.0093906741856846,0.1432206005389905,,0.9824555882747362,0.0349332765675584,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,0.0012,0.0119999999999999,0.3266978922716627,1.0,training oracle retrospective only
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,geometry_lower_bound,0.0002598076211353,0.0015,selected,0.8070016720647883,1.2404226610309217,0.0697051948626073,,0.9245233902848458,0.2279048484305766,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,probe_best_corr_fd_true,0.0010392304845413,0.006,retrospective_only,0.9769387188180638,1.02370418618349,0.1164800119622057,,0.981232862543972,0.0370592248068165,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.03,0.0015,,none,False,5,0,0,probe_best_nMSE_fd_true,0.0010392304845413,0.006,retrospective_only,0.9769387188180638,1.02370418618349,0.1164800119622057,,0.981232862543972,0.0370592248068165,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,geometry_lower_bound,0.0004743416490252,0.0015,selected,0.8081609263043076,1.2381300854470665,0.1937490309498933,,0.9569491078838158,0.107272073329046,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,probe_best_corr_fd_true,0.001897366596101,0.006,retrospective_only,0.978558734318142,1.0219371795515266,0.2949185329181599,,0.9824614024168168,0.0374947301964057,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,,,,,training oracle unavailable
legacy_probe_window_h100_20260512,int8,legacy_int8_fp16master_probe,sparse,0.1,0.0015,,none,False,5,0,0,probe_best_nMSE_fd_true,0.0009486832980505,0.003,retrospective_only,0.9320082203322698,1.0731663113737002,0.2304172500251275,,0.9817639174690634,0.0366726427715055,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,,,,,training oracle unavailable
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,geometry_lower_bound,1e-05,1e-05,selected,1.000000003360479,1.0000002602441982,0.9976220503548795,,0.9388946189564407,0.16111008891785145,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,1e-05,,0.4637002341920375,1.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,richardson_upper_bound,0.004,0.004,selected,0.9999999999205378,0.9999999992810706,0.9999939419736831,0.1991337759251975,0.9510703357264941,0.10099429171608207,0.1991337759251975,ok,Estimator 3 upper-bound only; ignores quantization visibility.,1e-05,,0.4637002341920375,400.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,smallest_valid,3e-05,3e-05,selected,0.9999999952550447,0.9999998991648945,0.9992076746773044,0.2879629201388889,0.9927174866398589,0.01643505093051224,0.2879629201388889,ok,,1e-05,,0.4637002341920375,3.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,log_midpoint_valid,0.001,0.001,selected,0.9999999986920433,0.9999999968217986,0.9999761133882892,0.035899160779696494,0.9986357498024822,0.0030329996793771693,0.035899160779696494,ok,,1e-05,,0.4637002341920375,100.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,score_min_valid,0.001,0.001,selected,0.9999999986920433,0.9999999968217986,0.9999761133882892,0.035899160779696494,0.9986357498024822,0.0030329996793771693,0.035899160779696494,ok,,1e-05,,0.4637002341920375,100.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,probe_best_corr_fd_true,0.001,0.001,retrospective_only,0.9999999986920433,0.9999999968217986,0.9999761133882892,0.035899160779696494,0.9986357498024822,0.0030329996793771693,0.035899160779696494,ok,Calibration/evaluation only; not deployable.,1e-05,,0.4637002341920375,100.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp16,fp16_forward_oracle,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,probe_best_nMSE_fd_true,0.0003,0.0003,retrospective_only,0.9999999998524562,1.0000000033228222,0.9999206897402595,1.6404508577677204,0.9984613567382755,0.002974110212512626,1.6404508577677204,too_large_locality,Calibration/evaluation only; not deployable.,1e-05,,0.4637002341920375,29.999999999999996,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,geometry_lower_bound,1e-05,1e-05,selected,0.9999999972731268,1.0000000791861665,0.9998623606027013,,0.9999992271963561,1.5530719737265915e-06,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,richardson_upper_bound,0.004,0.004,selected,0.9999999992944042,1.0000000005391023,0.9999995786616099,0.22295333789153157,0.9337904691113869,0.12851100440429417,0.22295333789153157,ok,Estimator 3 upper-bound only; ignores quantization visibility.,3e-05,,0.48711943793911,133.33333333333334,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,smallest_valid,3e-05,3e-05,selected,0.999999998355555,1.0000000251905568,0.9999540725956436,0.0019918677835807776,0.9999744773293731,5.078252565741401e-05,0.0019918677835807776,ok,,3e-05,,0.48711943793911,1.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,log_midpoint_valid,0.001,0.001,selected,1.0000000002056293,1.0000000012488048,0.999998535072016,0.03754609041174684,0.9983311547128392,0.003324547918037188,0.03754609041174684,ok,,3e-05,,0.48711943793911,33.333333333333336,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,score_min_valid,3e-05,3e-05,selected,0.999999998355555,1.0000000251905568,0.9999540725956436,0.0019918677835807776,0.9999744773293731,5.078252565741401e-05,0.0019918677835807776,ok,,3e-05,,0.48711943793911,1.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,probe_best_corr_fd_true,1e-05,1e-05,retrospective_only,0.9999999972731268,1.0000000791861665,0.9998623606027013,,0.9999992271963561,1.5530719737265915e-06,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
roberta_sst5_current_dense_probe_ckpt1k,fp32,identity,dense,,1e-05,0.004,"[3e-05, 0.004]",True,11,4,4,probe_best_nMSE_fd_true,1e-05,1e-05,retrospective_only,0.9999999972731268,1.0000000791861665,0.9998623606027013,,0.9999992271963561,1.5530719737265915e-06,1.0,locality_unavailable,Calibration/evaluation only; not deployable.,3e-05,,0.48711943793911,3.0,training oracle retrospective only
rtnclip_g128_int4_current_probe,int4,G128_groupwise_RTNClip_fake_quant,dense,,0.003,,none,False,4,0,0,geometry_lower_bound,0.003,0.003,selected,0.7140307335529359,1.3355694610441684,0.3539319387995709,1.6080931263858091,,,1.6080931263858091,too_large_locality,Estimator 1/2 lower-bound only; ignores locality.,,,,,training oracle unavailable
