model,task,h,visibility_mse,alignment,norm_ratio,active_frac,Q_term,C_term,bound_proxy,G,L,d,fd_nmse,corr
OPT-1.3B,mnli,0.001,1.9948292599263637,0.5472039286391596,1.6848600275743757,0.20909803187371132,9960.80942435938,129675295.8404978,131958290.66543062,70.66338710602987,0.0015243859175549399,1315758080.0,0.9249629400481156,0.3045196791130102
OPT-1.3B,mnli,0.003,0.32073134776813794,0.8650628301690537,1.12786512831013,0.5331166739989487,1601.5124179872337,234354407.51969078,235581278.78828955,70.66338710602987,0.0015243859175549399,1315758080.0,1.0178749943133938,0.21891287299807194
OPT-1.3B,mnli,0.01,0.04325896581875188,0.9781815452701289,0.988086156610768,0.8336640979654882,216.00561164386065,1533844023.2624784,1534995445.4466887,70.66338710602987,0.0015243859175549399,1315758080.0,1.093490206464805,0.11411621679827554
OPT-1.3B,mnli,0.03,0.06965307397183573,0.9711799274311284,0.8578506487033106,0.9429554398456177,347.7996887211656,7843161991.47063,7846465579.678901,70.66338710602987,0.0015243859175549399,1315758080.0,1.0801614026255493,-0.07327822594263544
OPT-1.3B,mnli,0.1,0.40332010328849444,0.8802939000620591,0.4581121219439539,0.9828138735093592,2013.9040300711906,7087434756.68852,7094992804.848522,70.66338710602987,0.0015243859175549399,1315758080.0,1.0410762299857708,0.01816099661174589
OPT-1.3B,trec,1e-05,254.25460777157798,0.05098362988607826,15.965040532577307,0.0019227267993200156,67104037.29053729,353033976.7383776,727969169.956178,513.735892365805,0.002801316374034775,1315758080.0,79.4942474695763,0.08379134780641759
OPT-1.3B,trec,3e-05,84.49901047631113,0.08864244795532929,9.226851679522017,0.00578835030965921,22301364.76075197,354481088.08625656,554607221.0453657,513.735892365805,0.002801316374034775,1315758080.0,21.323090001394863,0.18687594757974801
OPT-1.3B,trec,0.0001,25.16447951750097,0.16341127980336048,5.0818645695955835,0.019570469791587032,6641524.363076312,362433848.84037566,467200053.83125067,513.735892365805,0.002801316374034775,1315758080.0,8.540871395466343,0.14458451680639112
OPT-1.3B,trec,0.0003,8.126156117208033,0.2891199841816621,2.9742170927535736,0.060612252357208914,2144692.235460883,382709790.977863,442153513.47196186,513.735892365805,0.002801316374034775,1315758080.0,2.826629427062646,0.11908742604814075
OPT-1.3B,trec,0.001,1.9948292599263637,0.5472039286391596,1.6848600275743757,0.20909803187371132,526484.4488742334,437916905.237163,468811559.8980535,513.735892365805,0.002801316374034775,1315758080.0,1.0973754525257724,0.35307435546220856
OPT-1.3B,trec,0.003,0.32073134776813794,0.8650628301690537,1.12786512831013,0.5331166739989487,84648.8821166737,791421035.1672943,807875522.8892447,513.735892365805,0.002801316374034775,1315758080.0,0.6867451273294122,0.5642654933893364
OPT-1.3B,trec,0.01,0.04325896581875188,0.9781815452701289,0.988086156610768,0.8336640979654882,11417.10382711932,5179831851.780142,5195223604.128531,513.735892365805,0.002801316374034775,1315758080.0,0.9383934949997083,0.2510064994546858
OPT-1.3B,trec,0.03,0.06965307397183573,0.9711799274311284,0.8578506487033106,0.9429554398456177,18383.15739554162,26486565573.779194,26530715882.061615,513.735892365805,0.002801316374034775,1315758080.0,0.9846515242287227,0.1510862782296585
OPT-1.3B,trec,0.1,0.40332010328849444,0.8802939000620591,0.4581121219439539,0.9828138735093592,106446.08366511538,23934454705.520317,24035511217.836002,513.735892365805,0.002801316374034775,1315758080.0,1.0056719197679356,-0.0019626534608025523
RoBERTa-large,sst-2,1e-05,446.8876360932198,0.038576441350618614,21.15465973060857,0.0010957124229970597,320342.4010984499,8519.757574284586,433346.40816753684,26.773678470484928,2.5277084722664352e-05,407985332.0,2073.8255669397868,-0.5641645524690172
RoBERTa-large,sst-2,3e-05,148.1541704278726,0.06704811158724988,12.197944865856496,0.0032852641697650236,106201.33307450377,8476.025102021078,174682.86342421346,26.773678470484928,2.5277084722664352e-05,407985332.0,371.52440637230177,-0.2595180974101465
RoBERTa-large,sst-2,0.0001,44.23174874599049,0.12319146626104885,6.699430811787225,0.01103217827535193,31706.638209874876,8569.484269106351,73243.35089544166,26.773678470484928,2.5277084722664352e-05,407985332.0,104.73285581734194,0.5125952840563078
RoBERTa-large,sst-2,0.0003,14.519647933337485,0.21636590879500886,3.8996337550067803,0.03374492668543381,10408.117178473993,8854.02724300162,38461.49368613163,26.773678470484928,2.5277084722664352e-05,407985332.0,57.258157264581406,0.11660642654020485
RoBERTa-large,sst-2,0.001,3.9844175177510026,0.4080924487944118,2.1831859537492644,0.11809850402708458,2856.149446812693,9664.201458526139,23027.948851521556,26.773678470484928,2.5277084722664352e-05,407985332.0,15.174167210295186,0.2939916816651378
RoBERTa-large,sst-2,0.0015,2.428472831174989,0.506491082206956,1.8045689082331595,0.18068409214626707,1740.801836770148,10150.31360545405,20298.18022564711,26.773678470484928,2.5277084722664352e-05,407985332.0,6.578071537451299,0.6488447625700098
RoBERTa-large,sst-2,0.002,1.6427635126786435,0.5883004777908085,1.5827153614984855,0.24212200691680982,1177.5819369024266,10677.616588372384,18947.100505318536,26.773678470484928,2.5277084722664352e-05,407985332.0,6.925782955014171,0.6819956886447749
RoBERTa-large,sst-2,0.003,0.8764657083975,0.7140241497077924,1.3355514571440075,0.3539333240180865,628.2767900294765,12181.143855595477,18342.27884387323,26.773678470484928,2.5277084722664352e-05,407985332.0,1.164207632858186,0.855222473239727
RoBERTa-large,sst-2,0.005,0.3538119229559129,0.8535359552320185,1.1404776734059792,0.5206839091394103,253.62295078871733,17992.4465074324,22518.44461736768,26.773678470484928,2.5277084722664352e-05,407985332.0,1.0023377498551693,0.34375411761482433
RoBERTa-large,sst-2,0.01,0.10025084882476748,0.9516008144923183,1.0277254421970965,0.7236138776042942,71.8628018117393,47458.22517077712,51223.5855181597,26.773678470484928,2.5277084722664352e-05,407985332.0,1.2504334284554286,0.5471624352835501
RoBERTa-large,sst-5,1e-05,447.1423007340991,0.038609144758240135,21.160725312419046,0.001096757620129309,1578320.1030692856,29182.045982507483,2036727.5435609426,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,3e-05,148.23534986888976,0.06711389690433757,12.201356936502952,0.0032873475743518347,523240.21301377105,29031.439911441346,798770.4707995304,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.0001,44.23591115038636,0.12323350694082887,6.699790177997446,0.011033426952798757,156143.64315703668,29325.021966022072,320804.0376674873,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.0003,14.520094266974976,0.21637406430937023,3.899702993780743,0.03374375378835264,51252.93814162281,30294.387470169204,160355.3548232102,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.001,3.9843395678873126,0.4080732842099004,2.1831404303125956,0.1180878363168415,14063.896945394436,33061.32304200319,90251.59429088516,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.0015,2.428520616394346,0.5064732017018984,1.8045624592017506,0.18067820308168847,8572.176918355928,34726.71721111895,77805.91160287743,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.002,1.6426026588352738,0.5883279388745339,1.5826781902928313,0.24211543165339347,5798.048615705626,36527.84077290372,71431.91602420837,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.003,0.876470501313277,0.7140307335529359,1.3355694610441684,0.3539319387995709,3093.7601065674917,41677.529559346105,67481.66423710833,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.004,0.5316461475899055,0.7985847445664357,1.210147305842537,0.4465386810491695,1876.6012544169428,49942.062588039335,71180.62007635829,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.005,0.35382114607431014,0.853541437042182,1.1405155313823212,0.5207088208880372,1248.9156736530408,61565.634937373856,80351.97190740767,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,sst-5,0.01,0.10025089589619762,0.9516030162028327,1.027755470808882,0.7236121410880396,353.86498679257784,162387.54936386086,177902.3203936209,59.412067463076085,4.6754019099807734e-05,407988407.0,nan,nan
RoBERTa-large,rte,1e-05,446.9726888353721,0.03858262386279926,21.156680095716748,0.0010963072585621222,240658.53082652699,7107.622522293328,330482.7778903148,23.203854674420274,2.3083018130487348e-05,407985332.0,275.821683825908,0.46091054380107066
RoBERTa-large,rte,3e-05,148.17521369772757,0.06704522515465551,12.198809336830424,0.0032863793106706852,79780.33138068502,7070.441954135345,134351.602890053,23.203854674420274,2.3083018130487348e-05,407985332.0,52.624857244686,0.5513307786741773
RoBERTa-large,rte,0.0001,44.2288937819958,0.12316096706618429,6.699182664686916,0.011026904207298108,23813.671088924224,7145.317918989826,57047.77976169335,23.203854674420274,2.3083018130487348e-05,407985332.0,6.731606172764243,0.3779458252185458
RoBERTa-large,rte,0.0003,14.51923464531735,0.21633659658875376,3.899546622306286,0.03373226498465881,7817.429936428736,7383.006580243207,30394.663928586462,23.203854674420274,2.3083018130487348e-05,407985332.0,9.658419994123705,0.9366155183660468
RoBERTa-large,rte,0.001,3.984526981271817,0.4080915935566089,2.183215734609007,0.11808435804985823,2145.3445217202425,8059.737335325216,18521.550660292192,23.203854674420274,2.3083018130487348e-05,407985332.0,12.3917743397191,-0.3121079245432489
RoBERTa-large,rte,0.0015,2.4285552867016573,0.5064857571380685,1.804593265788162,0.1806646552262191,1307.5799974523277,8465.13961775204,16426.695040411112,23.203854674420274,2.3083018130487348e-05,407985332.0,17.136777694762383,-0.5944697647612674
RoBERTa-large,rte,0.002,1.642808934043664,0.5882943616300931,1.5827284653960867,0.2421006244766572,884.5193327712639,8904.712905334027,15402.213876252958,23.203854674420274,2.3083018130487348e-05,407985332.0,17.640828311621256,-0.2272599261224219
RoBERTa-large,rte,0.003,0.876489949303521,0.7140126938755895,1.335546342002364,0.3539056515082352,471.9187296056325,10158.103556521766,15008.971623854983,23.203854674420274,2.3083018130487348e-05,407985332.0,2.8322472724314416,-0.5043027148747975
RoBERTa-large,rte,0.005,0.35382544284162615,0.8535298606419671,1.140477008621098,0.5206655290016959,190.5062957318041,15004.461888981969,18576.355150986034,23.203854674420274,2.3083018130487348e-05,407985332.0,0.708465125016981,0.7393199572849891
RoBERTa-large,rte,0.01,0.10025549042537615,0.9515989363068332,1.027730572046237,0.7236043989065961,53.97944804173593,39577.775507878454,42555.03152623303,23.203854674420274,2.3083018130487348e-05,407985332.0,0.913175889088433,0.679553086566785
RoBERTa-large,mnli,1e-05,446.73943628616667,0.03855537356071401,21.151129885516003,0.0010944155389254321,138289.74071048052,23594.6958939717,276128.112618838,17.59413156631867,4.2078903117565655e-05,407986357.0,3766.444694808402,0.34813951236428253
RoBERTa-large,mnli,3e-05,148.13613392496447,0.06702316968934635,12.197176515492043,0.0032835454399288795,45856.05363304859,23483.33862117597,134970.27630421086,17.59413156631867,4.2078903117565655e-05,407986357.0,151.62939738006395,-0.17530559421635827
RoBERTa-large,mnli,0.0001,44.22716152747496,0.123168151479293,6.6990582824751055,0.011027330177100853,13690.67112328368,23742.9741859182,73492.33364186424,17.59413156631867,4.2078903117565655e-05,407986357.0,268.6383113131318,0.40197281393280265
RoBERTa-large,mnli,0.0003,14.519497103689428,0.21635963047367954,3.8996066362989015,0.033740019503575455,4494.560646823197,24536.11554224763,50033.44356311877,17.59413156631867,4.2078903117565655e-05,407986357.0,38.35204296611384,0.5216048295967491
RoBERTa-large,mnli,0.001,3.9845069922363194,0.4081006435345154,2.183221235075463,0.11810152268128758,1233.4179480463285,26783.7315126734,39512.458967363804,17.59413156631867,4.2078903117565655e-05,407986357.0,11.707486612520952,0.16840570318792616
RoBERTa-large,mnli,0.0015,2.4285123731705793,0.506500934164538,1.804597835388394,0.18069416699906116,751.754421301696,28130.946318594182,38079.99670564664,17.59413156631867,4.2078903117565655e-05,407986357.0,9.287416348471735,-0.19912836297203684
RoBERTa-large,mnli,0.002,1.6427820382201628,0.5883056652260601,1.5827329328145237,0.2421265028118682,508.52887311201465,29591.749576776256,37858.69557342344,17.59413156631867,4.2078903117565655e-05,407986357.0,5.921598653393241,-0.2890608918959829
RoBERTa-large,mnli,0.003,0.8764715400662745,0.7140212309280367,1.3355498768047585,0.35393078035743986,271.31480270355934,33756.93841230679,40080.940910641504,17.59413156631867,4.2078903117565655e-05,407986357.0,4.222957742850276,-0.14357159315478624
RoBERTa-large,mnli,0.005,0.3538153221720347,0.8535336106888316,1.1404742780670611,0.5206848079141713,109.52475915115645,49861.12616035613,54644.4193492515,17.59413156631867,4.2078903117565655e-05,407986357.0,0.9797315734488607,0.3833506960570362
RoBERTa-large,mnli,0.01,0.10025219062831035,0.9516002223607821,1.027726261060534,0.7236141469512196,31.033413040271586,131519.428048662,135591.004362578,17.59413156631867,4.2078903117565655e-05,407986357.0,1.5981633867125795,0.84046325830027
RoBERTa-large,trec,1e-05,446.7862964519579,0.03856383832046064,21.152247419450212,0.0010949270858682692,5882505.755835473,53582.04649929767,7058935.426799573,114.74433630207825,6.340415255508683e-05,407989432.0,2137.106456566271,-0.5687424628431693
RoBERTa-large,trec,3e-05,148.1625756086481,0.06704129711082826,12.198284468930936,0.0032853085880238946,1950747.3947581085,53337.26757521544,2649212.6675101807,114.74433630207825,6.340415255508683e-05,407989432.0,913.1390908533489,0.16352161405189425
RoBERTa-large,trec,0.0001,44.23045564007853,0.12317046859374765,6.69931111480534,0.01102903696719547,582349.7988908547,53915.52182932649,990653.2059217144,114.74433630207825,6.340415255508683e-05,407989432.0,407.3303881324565,0.9200329339116282
RoBERTa-large,trec,0.0003,14.519866762796333,0.21635919379362628,3.899656353796285,0.03373919433879212,191172.38036260568,55711.016939641755,453285.0224971355,114.74433630207825,6.340415255508683e-05,407989432.0,104.52916765036689,0.24715094470739205
RoBERTa-large,trec,0.001,3.9845482166796673,0.40807865639942065,2.183205805003788,0.11808096858498918,52461.608615031626,60809.57041470683,226234.3213929811,114.74433630207825,6.340415255508683e-05,407989432.0,0.72365468857931,0.610738866350353
RoBERTa-large,trec,0.0015,2.4285718240351137,0.5064781898523801,1.8045891155285685,0.18066116007337332,31975.21465361811,63868.84729364249,186225.920788366,114.74433630207825,6.340415255508683e-05,407989432.0,7.651926544287181,-0.22717820584597845
RoBERTa-large,trec,0.002,1.6428357560631541,0.5882856388407783,1.5827280683566423,0.24209466383127334,21630.007159301887,67185.94562318372,165058.52579347286,114.74433630207825,6.340415255508683e-05,407989432.0,1.4691732862414801,0.7615803379724685
RoBERTa-large,trec,0.003,0.8764979229595736,0.7140110632310643,1.3355492524265284,0.35390298997303843,11540.201921439066,76643.50713470254,147664.17806242043,114.74433630207825,6.340415255508683e-05,407989432.0,0.7233934671641353,0.989405544970822
RoBERTa-large,trec,0.005,0.35382570625645915,0.8535323956280922,1.1404875431123689,0.5206668152772848,4658.562203328407,113212.77057804525,163802.09519389944,114.74433630207825,6.340415255508683e-05,407989432.0,0.3882230407672971,0.9091216130393712
RoBERTa-large,trec,0.01,0.10025424035966843,0.9515996042650401,1.027731378868307,0.7236039133868196,1319.9736667081881,298615.05021827825,339642.1518481554,114.74433630207825,6.340415255508683e-05,407989432.0,1.0845376677983471,0.15041084803902602
