d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,h,A_true,A_interval_uniform,A_interval_grad,p_active,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,V_norm,V_align,p_clip,p_clip_base,disp_rms,relative_disp,locality_proxy,M_loc_true,V_dir_theory,V_dir_empirical,rho_theory,rho_empirical,synthetic_source
1000,1000,1.0,1e-05,8,nl,128,0.0,64,1e-08,70259.2002681423,1144.229859375,927.2588085080056,0.00459375,0.00459375,,0.99540625,0.00459375,0.0,33.653104066848755,0.075917964335531,0.0,0.0,2.9639718681507858e-06,0.0082911660421582,0.1929462505504489,62472.19396031898,0.5330460561090149,0.49511285033077,65241.84274247919,70240.36428044572,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,3e-08,8617.133459975206,289.891416015625,266.8375155612721,0.010546875,0.010546875,,0.989453125,0.010546875,0.0,17.010021805763245,0.1179121499881148,0.0,0.0,2.9641851421882717e-06,0.0082917626808756,0.0214446410536766,7822.847164676357,0.5330460561090149,0.5099752657115459,8210.038060619461,8581.452283988738,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,1e-07,687.5273440630414,59.19120556640625,56.049895321786174,0.024390625,0.024390625,,0.975609375,0.024390625,0.0,7.780592203140259,0.1774926213547587,0.0,0.0,2.965943459556087e-06,0.008296681088555,0.0019346014960319,675.838321795082,0.5330460561090149,0.6575032789260149,850.0619374224735,689.1557467691731,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,3e-07,103.43762807211117,15.427265747070312,13.906609522225088,0.06075,0.06075,,0.93925,0.06075,0.0,4.0832295417785645,0.2970709316432476,0.0,0.0,2.9813048269173063e-06,0.0083396478858022,0.0002194444878114,100.07356418639807,0.5330460561090149,0.620834588073194,118.83772319550243,102.03358653540276,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,1e-06,30.705223009092634,3.259294845581054,2.9894007364912745,0.1760625,0.1760625,,0.8239375,0.1760625,0.0,2.106300249695778,0.5103084482252598,0.0,0.0,3.130660922979649e-06,0.0087573525118229,2.401718745659309e-05,28.92325477095465,0.5330460561090149,0.4550884440541267,26.25561314519837,30.75325515430453,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,3e-06,7.435958169955947,0.4749044284820556,0.4573132677408886,0.47128125,0.49390625,,0.52871875,0.44875,0.02253125,1.2258559688925743,0.8263603113591671,0.0,0.0,4.197187036837957e-06,0.0117396665475929,8.627497095403669e-06,8.069772655036784,0.5330460561090149,0.483972879126668,6.784465462258236,7.472386808100595,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,1e-05,2.3681184769844177,0.0422163729667663,0.0415911347679535,0.809015625,1.601703125,,0.190984375,0.354109375,0.45490625,1.022844895720482,0.9796380326151848,0.0,0.0,1.0436186151522783e-05,0.0291876920455812,2.9701467951781524e-05,2.429959026988926,0.5330460561090149,0.3929678462445736,1.7442393770314493,2.3659949019289463,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,3e-05,0.5220243928442453,0.0047187433242797,0.0046777337057057,0.935484375,4.7875625,,0.064515625,0.134609375,0.800875,1.0026439726352692,0.9976386986672878,0.0,0.0,3.00891209082941e-05,0.0841492099617755,0.0002281075903738,0.5196969708484228,0.5330460561090149,0.488666171208024,0.4781853041885847,0.5216133334069213,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.0001,0.1623726036274491,0.0004232826568186,0.0004134457482981,0.98025,15.98525,,0.01975,0.0416875,0.9385625,1.000088106840849,0.9997888803482056,0.0,0.0,0.0001002137729248,0.2802503630446833,0.0025271181802963,0.1648000472572188,0.5330460561090149,0.57955327257514,0.1777404654256574,0.1634773860997286,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.0003,0.2138023266191566,0.000292948778253,0.0007808773529966,0.993265625,47.6258125,,0.006734375,0.0141875,0.979078125,0.9977115616202354,0.9998564273118972,0.005109375,0.0,0.000298245964736,0.8340811188095084,0.022022248362191,0.2091612473137498,0.5330460561090149,0.7053318805992603,0.2887044250970176,0.2181848848919692,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.001,0.6844214206636993,0.0855768089294433,0.0905724224663614,0.997703125,135.82303125,,0.002296875,0.003578125,0.994125,0.7916674092411995,0.9735106192529202,0.34484375,0.0,0.0008038866352688,2.24851514580321,0.1044818433001637,0.3132378645268882,0.5330460561090149,0.7151516079902649,0.9196170694663672,0.6854466193359241,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.003,1.001836562778941,0.4826078071594238,0.4771084792687073,0.999375,209.27375,,0.000625,0.001234375,0.998140625,0.3699752800166607,0.8839460238814354,0.747765625,0.0,0.0011446261549937,3.201773055283712,0.0476945559494197,0.1235523485608513,0.5330460561090149,0.4272862840443849,0.8012539168251305,0.9995762940548082,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.01,1.00351160829129,0.8041140289306641,0.8248688338749697,0.999859375,240.766421875,,0.000140625,0.000484375,0.999375,0.123235342092812,0.8269398286938667,0.92228125,0.0,0.001270961514594,3.555256051644079,0.0065237016533501,0.0137299090517752,0.5330460561090149,0.6040824539959431,1.1452951222985437,1.0106154283802962,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.03,0.9995085430397326,0.93532527923584,0.9534777332119438,0.9999375,250.212609375,,6.25e-05,9.375e-05,0.99984375,0.0419642378110438,0.8077469989657402,0.97409375,0.0,0.0013065343480909,3.654782031901797,0.0008094460026768,0.0020280642733745,0.5330460561090149,0.4235933367162943,0.7944415165020307,0.9997180797588844,main
1000,1000,1.0,1e-05,8,nl,128,0.0,64,0.1,0.9999630843100344,0.9761122131347656,0.9926599478516344,1.0,253.5136875,,0.0,0.0,1.0,0.0127314472338184,0.7998221516609192,0.9915,0.0,0.0013186582087545,3.688700542653662,7.559134701295989e-05,0.0001571894641995,0.5330460561090149,0.564815241843462,1.0556124800558568,0.9962374022285674,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,1e-08,57.03955237149864,73.5701494140625,57.23909296042344,0.00603125,0.00603125,,0.99396875,0.00603125,0.0,8.239730179309845,0.0834277663379907,0.0,0.0,3.30447202848059e-06,0.0081933829107436,0.2980906441807747,1.26281839427427e-06,1007554.1550292968,1113522.650390625,62.36359495428108,56.42875714895204,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,3e-08,52.07086258518644,54.40808715820312,59.83618781227117,0.016640625,0.016640625,,0.983359375,0.016640625,0.0,6.972518563270569,0.1321190260350704,0.0,0.0,3.3045940358829875e-06,0.0081936854866752,0.0331260717939585,3.061156665984724e-07,1007554.1550292968,982514.6328125,50.45908726318296,51.7450441277123,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,1e-07,34.15074463811164,28.859375732421874,28.141221940618784,0.05340625,0.05340625,,0.94659375,0.05340625,0.0,5.375354588031769,0.1888829544186592,0.0,0.0,3.306032536933996e-06,0.0081972522172421,0.0029865414253436,2.9223373918058013e-08,1007554.1550292968,915603.0546875,30.39665320031012,33.44929232614884,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,3e-07,7.854659938657062,9.337294677734375,9.00779518213145,0.136828125,0.137515625,,0.863171875,0.136140625,0.0006875,3.195058107376098,0.2998921386897564,0.0,0.0,3.317310966338388e-06,0.0082252148899828,0.0003363900268595,3.879066025023661e-09,1007554.1550292968,1022081.912109375,7.980895147555265,7.867455603609153,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,1e-06,2.176966867799703,2.6176165618896485,2.655810547952748,0.34878125,0.449234375,,0.65121875,0.2756875,0.07309375,1.915606513619423,0.5399789400398731,0.0,0.0,3.4623409267948446e-06,0.0085847599221104,3.592874850255612e-05,5.779774398631941e-10,1007554.1550292968,1037033.55078125,2.224916898870873,2.1616699521085323,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,3e-06,0.4965306754153754,0.5324607620239258,0.5153220633139607,0.6051875,1.324796875,,0.3948125,0.341515625,0.263671875,1.2441041097044945,0.8091147541999817,0.0,0.0,4.457703179916259e-06,0.0110517579773728,1.0976673252116598e-05,4.982721627132184e-11,1007554.1550292968,1099923.2109375,0.5502688089567661,0.5040584827506798,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,1e-05,0.0741831356212267,0.0520044565200805,0.0494596909337094,0.842421875,4.431328125,,0.157578125,0.258578125,0.58384375,1.0279716923832891,0.9750213846564292,0.0,0.0,1.0529536628024523e-05,0.0261047869202755,3.075930794693704e-05,5.9397037334030956e-12,1007554.1550292968,778894.599609375,0.0577200062102147,0.074664828995585,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,3e-05,0.0082938455466994,0.005746509194374,0.0055497144108383,0.945453125,13.27746875,,0.054546875,0.113890625,0.8315625,1.0032290443778038,0.9971543028950692,0.000109375,0.0,3.027964905095349e-05,0.075056934250446,0.0002340300425203,7.952879524347918e-13,1007554.1550292968,840872.5,0.0069241918572529,0.0082967373484033,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.0001,0.0068509023179274,0.0084418202638626,0.0085414562938364,0.982921875,42.26178125,,0.017078125,0.035078125,0.94784375,0.9751219004392624,0.9960489720106124,0.048734375,0.0,9.817998897607976e-05,0.243383657748967,0.0023268942313734,8.361851787025981e-14,1007554.1550292968,1444419.34375,0.0096801972925873,0.0067524178804807,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.0003,0.0736053788897439,0.0958137645721435,0.0960278899886218,0.99453125,94.41971875,,0.00546875,0.01140625,0.983125,0.8716030418872833,0.9554119743406772,0.21509375,0.0,0.0002647815624983,0.6564141061177147,0.0136715479893609,1.6577444060519376e-14,1007554.1550292968,1247402.1484375,0.089407870588186,0.0722167038242535,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.001,0.3869199623493258,0.3226397953033447,0.3231280871625701,0.99834375,165.40903125,,0.00165625,0.0033125,0.99503125,0.6481440402567387,0.8485997505486012,0.52,0.0,0.0006580990691294,1.631255976955023,0.0470042482484132,8.238015075718772e-15,1007554.1550292968,926582.45703125,0.3515137026964167,0.382231596350591,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.003,0.6393843016726474,0.592225757598877,0.5889180853864795,0.999359375,216.956828125,,0.000640625,0.001171875,0.9981875,0.3688787966966629,0.7280891127884388,0.78984375,0.0,0.0011292721579595,2.799598813780719,0.0452274829149246,1.359927784330589e-15,1007554.1550292968,1208725.1328125,0.7854320883145942,0.6547107713672943,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.01,0.8613362429354909,0.8421781463623047,0.8447018517548308,0.999828125,242.66528125,,0.000171875,0.000421875,0.99940625,0.133527566678822,0.6502766720950603,0.932296875,0.0,0.0013798759578222,3.4212093472128187,0.0090672068763524,2.412242256773794e-16,1007554.1550292968,1243049.6484375,1.0655279450978614,0.8636639009010249,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.03,0.9580868191349844,0.9376145706176758,0.9317487735636708,0.9999375,250.9511875,,6.25e-05,0.000109375,0.999828125,0.0469572611618787,0.6248362399637699,0.9779375,0.0,0.0014562474083436,3.6106794421372337,0.0012493879257817,2.3263661155119774e-17,1007554.1550292968,1148561.0390625,1.104118892277386,0.9685680949690384,main
1000,1000,1.0,1e-05,8,lin,128,1.0,64,0.1,0.9850955133161396,0.9856678009033204,0.9708039382458944,0.99996875,253.775109375,,3.125e-05,4.6875e-05,0.999921875,0.0142561488319188,0.6127593591809273,0.993265625,0.0,0.0014815978332882,3.673586857241835,0.0001204677701025,4.266816302011517e-18,1007554.1550292968,1001854.564453125,0.9767548954631872,0.982311693021374,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,1e-08,28395.34709009302,6444.00775,28861.32032477619,0.003265625,0.003265625,,0.996734375,0.003265625,0.0,65.79689931869507,0.0515271066688001,0.0,0.0,8.392707484040595e-06,0.0081493628899226,12.403616964817047,433.8594580866933,4.855711079668254,3.890399932861328,22753.151613829057,28398.810481004468,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,3e-08,3910.76685009088,1292.2556171875,5114.66233688066,0.00690625,0.00690625,,0.99309375,0.00690625,0.0,34.79658317565918,0.0604810784570872,0.0,0.0,8.39277209142018e-06,0.0081494257253056,1.378222070634365,86.3644426685968,4.855711079668254,4.884590610861778,3985.8607986932616,3962.2948951325934,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,1e-07,414.89981949332594,235.2191796875,542.8765871794214,0.01665625,0.01665625,,0.98334375,0.01665625,0.0,15.261729776859283,0.0967760737985372,0.0,0.0,8.393425518697092e-06,0.0081500602230396,0.1240786295384168,40.6696621491291,4.855711079668254,5.177717700600624,438.5723380430471,411.2971552745333,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,3e-07,90.30721100450975,46.59732885742188,94.69381268933334,0.0500625,0.0500625,,0.9499375,0.0500625,0.0,6.895825386047363,0.1794567890465259,0.0,0.0,8.398774016712489e-06,0.0081552537210414,0.0138216891791671,9.194769043735324,4.855711079668254,4.298197858035564,79.1310234306265,89.39499760329599,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,1e-06,17.75806691576788,9.484540283203126,22.74108639960112,0.163796875,0.165109375,,0.836203125,0.162484375,0.0013125,3.265940561890602,0.3405382707715034,0.0,0.0,8.454808953449567e-06,0.0082096613990509,0.0012774862989317,3.3151841439107748,4.855711079668254,4.762142673134804,17.329214410842262,17.669705465015497,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,3e-06,3.4306972557205264,2.114929077148437,6.390102065412753,0.391828125,0.487453125,,0.608171875,0.317171875,0.07465625,1.792167402803898,0.5833709351718426,0.0,0.0,8.921476979778193e-06,0.0086627039518792,0.0001759881888574,2.1285624014122755,4.855711079668254,5.469529762864113,3.822799924271796,3.3937857096368256,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,1e-05,0.6179657534935338,0.3201011199951172,1.332126944499082,0.70109375,1.62078125,,0.29890625,0.345640625,0.355453125,1.1656277924776075,0.8740755431354046,0.0,0.0,1.3046521726336372e-05,0.0126672521169811,7.24752453606925e-05,0.6777038783173894,4.855711079668254,5.494839563965797,0.6990938909754126,0.6177792659132187,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,3e-05,0.3022879216632927,0.0365600979328155,0.1551385830728732,0.87753125,4.833453125,,0.12246875,0.20771875,0.6698125,1.0187052339315414,0.9822517335414886,0.0,0.0,3.1101354215602934e-05,0.0301924428588856,0.0002603947414172,0.2914113655066925,4.855711079668254,5.607497826218605,0.3462902564974925,0.2998637694327809,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.0001,0.2425985034954073,0.0033308303654193,0.0145805015753239,0.963328125,16.137234375,,0.036671875,0.077515625,0.8858125,1.001407228410244,0.9983377531170844,0.000140625,0.0,0.0001003179171388,0.097388990617841,0.0025361607258673,0.2306299799450087,4.855711079668254,4.692825153470039,0.2337798911317197,0.2418942897824665,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.0003,0.2349711028383543,0.0066037764847278,0.0017586337335403,0.98675,46.73615625,,0.01325,0.027203125,0.959546875,0.9777788184583188,0.9968862533569336,0.043921875,0.0,0.0002936062715348,0.2850291239106943,0.0206794743426144,0.2385256167890338,4.855711079668254,4.371884733438492,0.210041876224065,0.2332867236354024,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.001,0.2997619581365883,0.1164537153244018,0.0078451344764406,0.996421875,113.987515625,,0.003578125,0.0073125,0.989109375,0.8268587067723274,0.9475819319486618,0.283140625,0.0,0.0008326328982077,0.8082862558654043,0.1204019840806722,0.2615899469262044,4.855711079668254,3.820170968770981,0.2388150919509877,0.3035510969163441,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.003,0.4145698414905463,0.3858391418457031,0.0702454796897047,0.99875,183.012453125,,0.00125,0.002359375,0.996390625,0.5549556761980057,0.8343669548630714,0.6185625,0.0,0.0017033641566886,1.6535547930366337,0.2343242485076189,0.244152267249981,4.855711079668254,4.000556141138077,0.3424478030843231,0.4156491080191564,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.01,0.9286605981805915,0.6979615058898926,0.3154720570937732,0.999671875,228.335515625,,0.000328125,0.00078125,0.998890625,0.2755927126854658,0.680344857275486,0.856921875,0.0,0.0028323373238646,2.7494594722740437,0.1612355774268508,0.2044574746513332,4.855711079668254,5.599496960639954,1.0815921613332669,0.9379233667568684,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.03,0.9770076113634985,0.8790034561157226,0.644224968880623,0.99984375,245.64346875,,0.00015625,0.000265625,0.999578125,0.1086458493955433,0.6078793369233608,0.950484375,0.0,0.0033825466288842,3.284190641410792,0.036388796987012,0.0579833808501802,4.855711079668254,3.029397174715996,0.6205759190076723,0.9946986782884822,main
1000,1000,1.0,1e-05,8,nl,128,1.0,64,0.1,1.0009705474350843,0.964660614013672,0.9245770169421692,0.9999375,252.21603125,,6.25e-05,4.6875e-05,0.999890625,0.0343237300403416,0.580965593457222,0.98515625,0.0,0.0035770430783031,3.473240281482212,0.0040937752055469,0.0057028310482412,4.855711079668254,5.828047726303339,1.1949592033091474,0.995595251746532,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,1e-08,326.94399748611784,483.03428515625,303.8673858092828,0.0019375,0.0019375,,0.9980625,0.0019375,0.0,21.530526280403137,0.0507150946650654,0.0,0.0,2.900208863093489e-06,0.1425058431855595,0.1768711982294917,8.835152565705011e-10,1079497.4864501953,1228862.90234375,377.603304755987,331.7065049176258,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,3e-08,124.45286018070152,167.285427734375,130.71930855816163,0.006078125,0.006078125,,0.993921875,0.006078125,0.0,12.843120098114014,0.096203536260873,0.0,0.0,2.900409763320318e-06,0.1425157157995016,0.0196577998576685,1.4648687073235086e-10,1079497.4864501953,1172736.9296875,132.012426211393,121.51666641329749,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,1e-07,54.76033465875431,48.01495141601563,40.90758351803726,0.019765625,0.019765625,,0.980234375,0.019765625,0.0,7.003846496343613,0.1694985907524824,0.0,0.0,2.902201727388485e-06,0.1426037630944834,0.0017735786532284,7.487765874133749e-11,1079497.4864501953,871796.857421875,43.84574765921158,54.291746966855726,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,3e-07,11.966709948653786,14.138541748046874,13.079516694325562,0.0551875,0.0551875,,0.9448125,0.0551875,0.0,3.89036637544632,0.279176864773035,0.0,0.0,2.91647971193034e-06,0.1433052747785029,0.000200971596314,9.29103217687269e-12,1079497.4864501953,864697.7177734375,9.212050246416553,11.500417870496952,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,1e-06,3.2683648897616604,3.1096406860351564,3.1159592707333337,0.165734375,0.165734375,,0.834265625,0.165734375,0.0,2.0447654128074646,0.4993003532290458,0.0,0.0,3.0656189743336246e-06,0.1506322028533702,2.2082219288677152e-05,1.1570248898413374e-12,1079497.4864501953,1181073.5390625,3.655980532786893,3.3415546662632067,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,3e-06,0.4290014896337254,0.4739274673461914,0.4784700793227934,0.45553125,0.48009375,,0.54446875,0.431125,0.02440625,1.212258480489254,0.8231617286801338,0.0,0.0,4.160233601674779e-06,0.2043917499226018,8.329749221047678e-06,1.128881169515738e-13,1079497.4864501953,1293699.533203125,0.5090450568361145,0.4247608082410917,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,1e-05,0.0471815910627316,0.0425801699161529,0.0425364877796296,0.807359375,1.600609375,,0.192640625,0.3490625,0.458296875,1.0208574533462524,0.9794101379811764,0.000125,0.0,1.0424016330578032e-05,0.5120689977966745,2.9577558052551467e-05,2.730591710129904e-14,1079497.4864501953,952003.9453125,0.0406386608074351,0.0460810403258654,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,3e-05,0.014628334029097,0.0111605955958366,0.0110495831820074,0.93278125,4.678984375,,0.06721875,0.1321875,0.80059375,0.9672388806939124,0.9947860464453696,0.102046875,0.0,2.9097210251789963e-05,1.429464851074968,0.0001994125614146,2.1583116522920166e-14,1079497.4864501953,1006765.67578125,0.0137102811613477,0.0147007535201429,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,0.0001,0.2798280318773965,0.2588418207168579,0.2605537142467594,0.980890625,10.447640625,,0.019109375,0.040296875,0.94059375,0.5779203064739704,0.9302081614732742,0.60559375,0.0,5.922643545792604e-05,2.910013280460516,0.0003077470191783,3.730185630671091e-15,1079497.4864501953,1163199.1484375,0.3039379712427748,0.2820671562853851,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,0.0003,0.712238953106198,0.6515259284973145,0.6577727320242928,0.9936875,13.400828125,,0.0063125,0.013359375,0.980328125,0.2323661278933286,0.8530999757349491,0.86203125,0.0,7.17346453781e-05,3.524724937048166,7.356485502896248e-05,9.638691863172537e-16,1079497.4864501953,1250200.37109375,0.8342148070064505,0.7203107662935327,main
1000,1000,1.0,1e-05,4,lin,128,0.0,64,0.001,0.8854397838862161,0.8877593307495117,0.8885102840495612,0.998328125,14.5253125,,0.001671875,0.00415625,0.994171875,0.0733293294906616,0.8172341585159302,0.958953125,0.0,7.607199675906523e-05,3.737885531085919,8.372533898182155e-06,7.77281177466115e-17,1079497.4864501953,912176.12109375,0.7462372904135901,0.8831203324320331,main
