model,task,precision,perturbation_mode,h_policy,h_value,seed,run_type,steps,accuracy,last_accuracy,loss,status,source_path
nan,nan,int4,dense,3e-3,0.003,16,full,20000,0.3430913348946136,0.3278688524590163,1.5639591261709602,complete,analysis/smoke_simple2pt_single_method_int4/lowbit_sweep_reference.csv
nan,nan,int4,dense,4e-3,0.004,16,full,20000,0.3149882903981265,0.275175644028103,1.5574159287177989,complete,analysis/smoke_simple2pt_single_method_int4/lowbit_sweep_reference.csv
nan,nan,int4,dense,5e-3,0.005,16,full,20000,0.2704918032786885,0.2599531615925058,1.6029507281908666,complete,analysis/smoke_simple2pt_single_method_int4/lowbit_sweep_reference.csv
nan,nan,int4,dense,1e-2,0.01,16,full,20000,0.2576112412177986,0.2400468384074941,1.610170887002342,complete,analysis/smoke_simple2pt_single_method_int4/lowbit_sweep_reference.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4800936768149882,0.2587822014051522,1.250216722488403,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.4625292740046838,0.4402810304449648,1.3087759017944336,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.4718969555035129,0.2985948477751756,1.333630084991455,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4707259953161593,0.3138173302107728,1.2461341619491575,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.455503512880562,0.455503512880562,1.3664021492004397,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,2,medium,2001,0.360655737704918,0.360655737704918,1.5405956506729126,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.455503512880562,0.4414519906323185,1.4091805219650269,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2798594847775175,0.2798594847775175,1.5873194932937622,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3395784543325527,0.32903981264637,1.5177359580993652,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3114754098360656,0.2177985948477751,1.5580506324768066,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3278688524590163,0.3220140515222482,1.530879259109497,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2950819672131147,0.2716627634660422,1.558345079421997,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2681498829039813,0.2681498829039813,1.5873888731002808,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3793911007025761,0.3793911007025761,1.4912534952163696,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.265807962529274,0.265807962529274,1.5958597660064695,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3243559718969555,0.2494145199063231,1.5533255338668823,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3548009367681499,0.3548009367681499,1.523168444633484,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3091334894613583,0.2786885245901639,1.5528090000152588,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2775175644028103,0.2775175644028103,1.5877147912979126,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3325526932084309,0.3325526932084309,1.542285442352295,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3395784543325527,0.1943793911007025,1.5373059511184692,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2482435597189695,0.2482435597189695,1.6061662435531616,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.32903981264637,0.32903981264637,1.5434802770614624,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3407494145199063,0.2470725995316159,1.544956088066101,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2564402810304449,0.2564402810304449,1.6164264678955078,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3126463700234192,0.3126463700234192,1.5485763549804688,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3676814988290398,0.3676814988290398,1.5306928157806396,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3711943793911007,0.3711943793911007,1.5153218507766724,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/all_summary.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4800936768149882,0.2587822014051522,1.250216722488403,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.4625292740046838,0.4402810304449648,1.3087759017944336,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.4718969555035129,0.2985948477751756,1.333630084991455,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4707259953161593,0.3138173302107728,1.2461341619491575,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.455503512880562,0.455503512880562,1.3664021492004397,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,2,medium,2001,0.360655737704918,0.360655737704918,1.5405956506729126,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.455503512880562,0.4414519906323185,1.4091805219650269,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2798594847775175,0.2798594847775175,1.5873194932937622,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4800936768149882,0.2587822014051522,1.250216722488403,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.4625292740046838,0.4402810304449648,1.3087759017944336,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.4718969555035129,0.2985948477751756,1.333630084991455,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4707259953161593,0.3138173302107728,1.2461341619491575,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.455503512880562,0.455503512880562,1.3664021492004397,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,2,medium,2001,0.360655737704918,0.360655737704918,1.5405956506729126,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.455503512880562,0.4414519906323185,1.4091805219650269,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_dense.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2798594847775175,0.2798594847775175,1.5873194932937622,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/cluster_dense_l4_first_chunk/summary_sparse_screen.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4800936768149882,0.2587822014051522,1.250216722488403,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.4625292740046838,0.4402810304449648,1.3087759017944336,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.4718969555035129,0.2985948477751756,1.333630084991455,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4707259953161593,0.3138173302107728,1.2461341619491575,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.455503512880562,0.455503512880562,1.3664021492004397,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.455503512880562,0.4414519906323185,1.4091805219650269,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_5k_runs.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4800936768149882,0.2587822014051522,1.250216722488403,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.4625292740046838,0.4402810304449648,1.3087759017944336,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.4718969555035129,0.2985948477751756,1.333630084991455,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,0,medium,5001,0.4707259953161593,0.3138173302107728,1.2461341619491575,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,1,medium,5001,0.455503512880562,0.455503512880562,1.3664021492004397,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,2,medium,2001,0.360655737704918,0.360655737704918,1.5405956506729126,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,2,medium,5001,0.455503512880562,0.4414519906323185,1.4091805219650269,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/dense_all.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3126463700234192,0.3126463700234192,1.5485763549804688,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_all.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3676814988290398,0.3676814988290398,1.5306928157806396,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_all.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3711943793911007,0.3711943793911007,1.5153218507766724,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_all.csv
nan,nan,int8,sparse,nan,,16,pilot,501,0.3711943793911007,0.3711943793911007,1.5153218507766724,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_by_run.csv
nan,nan,int8,sparse,nan,,16,pilot,501,0.3676814988290398,0.3676814988290398,1.5306928157806396,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_by_run.csv
nan,nan,int8,sparse,nan,,16,pilot,501,0.3126463700234192,0.3126463700234192,1.5485763549804688,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_by_run.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3126463700234192,0.3126463700234192,1.5485763549804688,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3676814988290398,0.3676814988290398,1.5306928157806396,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3711943793911007,0.3711943793911007,1.5153218507766724,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3126463700234192,0.3126463700234192,1.5485763549804688,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary_residual.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3676814988290398,0.3676814988290398,1.5306928157806396,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary_residual.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3711943793911007,0.3711943793911007,1.5153218507766724,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/residual_local_h100/summary_residual.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3325526932084309,0.3325526932084309,1.542285442352295,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/sparse_a100_offset19_limit6/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.3395784543325527,0.1943793911007025,1.5373059511184692,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/sparse_a100_offset19_limit6/summary.csv
nan,nan,int8,sparse,nan,,0,pilot,501,0.2482435597189695,0.2482435597189695,1.6061662435531616,nan,experiments/int8_update_sparse_plan/next_round_window_sparse_20260516/sparse_a100_offset19_limit6/summary.csv
