model,task,precision,perturbation_mode,h,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy,nMSE_loss,corr_loss,source_path
roberta-large,sst-5,int4,dense,3e-06,interval,3747.625320806544,0.0015076754385964,0.0536784873349199,54.14016590774591,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2892.641249951977,0.0003198099415204,0.0732378444648043,22.80469092927657,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2294.5296844819773,0.000548245614035,0.0496788703590591,29.441546060234288,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,108.62711845916957,2.2843567251461987e-05,0.0885584558353904,1.3453642130120451,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,3941.6903612383135,0.000593932748538,0.0597498160115313,40.00453632905406,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,117.087907935763,6.853070175438596e-05,0.0869595860627058,2.3194814449558474,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,3198.2176666807204,0.0003883406432748,0.0676484302893962,28.62787926027784,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2918.32169891579,0.0010508040935672,0.0399615437452273,45.886336679298,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,4675.844497759937,0.0011650219298245,0.0484247723848443,53.336513461005126,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,50.54581082437261,2.2843567251461987e-05,0.1000696371591915,0.8696006934037239,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,13463.615642924418,0.0014619883040935,0.0283277188384454,116.17100153860488,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,377.1327809587154,9.137426900584796e-05,0.0971603663744056,4.854647803215089,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,357.7718923090786,6.853070175438596e-05,0.0921583148492295,4.0437465534356125,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,75.06606431065224,2.2843567251461987e-05,0.0882565071162118,1.1207398933587625,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,433.693985495854,9.137426900584796e-05,0.0903047190997841,5.150448895869354,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,3479.282550085241,0.0004340277777777,0.055745200694685,32.248248865068305,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,11933.017995454547,0.0012792397660818,0.0354244743076475,102.33762859741044,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2664.06308927808,0.0007309941520467,0.0532876095766829,35.91480678809724,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,1559.880391779437,0.0004568713450292,0.0646063181527972,21.87740599735101,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,5099.075731758175,0.0008223684210526,0.0709777479973997,46.10514091554595,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,1048.1001802743233,0.000296966374269,0.0721135364725186,14.565402249263862,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,960.4721510815338,0.0002741228070175,0.0689077111763871,13.412524303629356,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,248.31894017691863,4.568713450292397e-05,0.0811599213999058,2.758420775505838,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2258.921806862877,0.0001827485380116,0.0718113332674109,16.903934757292518,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,182.0087020107225,2.2843567251461987e-05,0.1191554447194126,1.665571080269879,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,23216.61301535028,0.0021929824561403,0.0468046083852999,144.58721971130126,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,833.296579045402,0.0002055921052631,0.0750774549650902,10.810185925518386,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,130.4468143395945,2.2843567251461987e-05,0.1023468180753982,1.4624727403462456,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,1108.5996062719487,0.000251279239766,0.0751564496467343,13.567700091577786,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,212.16813411313305,9.137426900584796e-05,0.0760390925205204,3.640518172360253,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,9069.722474476372,0.000890899122807,0.0406368340246889,74.31215942215485,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,5380.454713094821,0.001781798245614,0.0410312010079019,70.83520023288203,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,663.749759079389,9.137426900584796e-05,0.0859763253654718,6.400277295496277,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,322.52781012586473,0.0001599049707602,0.0708060846268148,5.988538178549125,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,65.04445932023428,2.2843567251461987e-05,0.1439389426065951,1.0255592859035954,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,6941.959523134459,0.0014619883040935,0.034206890258168,83.42776806971357,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,76.25158769225212,2.2843567251461987e-05,0.1089668072385242,1.1445412334634582,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2626.8819771181884,0.0009365862573099,0.0426664989308619,41.10130534210106,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,75.77812483649636,2.2843567251461987e-05,0.1351821401203828,1.0735057733936682,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,4511.9111507111165,0.0013706140350877,0.0301999713795997,65.16594291489751,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,3678.457812735798,0.0007081505847953,0.0531081687677859,42.36405117985026,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,6108.178811801216,0.0013706140350877,0.0322835816553379,75.80156409600569,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,415.4462068137218,0.0002284356725146,0.0787136421397263,8.12012748326645,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,2720.4413841595147,0.0008680555555555,0.0456169526677924,40.27892259436058,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,5348.330652928588,0.0008223684210526,0.0518007558386816,54.00898195774649,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,820.7676551108408,0.000296966374269,0.0731158842770765,12.819935418324082,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,1338.1196192243722,0.0008223684210526,0.0607805759967288,27.5008393810362,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,105.713999877262,2.2843567251461987e-05,0.1227390838033025,1.3243638229150851,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,70.49125823890529,2.2843567251461987e-05,0.1767808438221879,1.0304898892961936,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,210.6164358551416,9.137426900584796e-05,0.0870053055749192,3.580919578371281,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,723.9916343215446,0.0001827485380116,0.068937729463868,9.594224632532034,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,3e-06,interval,3033.95633576118,0.0001142178362573,0.0658149886666798,15.289291479294995,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,208.0619714002244,0.0006396198830409,0.0663114752703622,8.832598618488921,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,470.961285808356,0.0011193347953216,0.0674905554280491,17.04882044328292,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,536.1052468274063,0.0018503289473684,0.0443021392099684,22.362401046897837,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,156.8119383881937,0.0006853070175438,0.0673129937884504,8.232828610088385,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,953.20791732796,0.0012335526315789,0.0420698661014244,28.4325700555067,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,492.8229109666912,0.0006396198830409,0.0501682860361037,14.704550549219588,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,1e-05,interval,1214.6458865531802,0.0013020833333333,0.0461757652134297,30.01974865738453,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
