model,task,precision,perturbation_mode,h,A_uniform,p_active,V_norm,V_align,p_clip,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,disp_rms,relative_disp,locality_proxy,source_path,p_clip_base,p_clip_delta,p_active_norm,locality_rel_disp_limit,locality_relaxed_for_int4,score_geom,nMSE_loss,corr_loss,normalized_curve,metric_type,merge_source
roberta-large,sst-5,int4,dense,0.001,4.430447045162584,0.1040990747416486,2.282765158023005,0.3900023138786004,0.0276120836838099,0.1041344353320515,0.0,0.8959009252583514,0.104063870614035,3.520412761355443e-05,0.0032268767250035,0.0752044308930859,270340.1783709603,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,dense,0.003,1.0040297476687212,0.3213476578146279,1.3804228668245344,0.68874958595957,0.0305129037991668,0.3322681346631418,0.0,0.6786523421853721,0.3109125285388128,0.0104351292758151,0.00576791819431,0.1344250314490967,306619.35943693464,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,dense,0.01,0.1153451760248642,0.701507018294881,1.0360306974601423,0.9449591646432488,0.0458173115436994,1.151566599325082,1.0,0.2984929817051189,0.4012988914924297,0.3002081268024513,0.0116915299663698,0.2724786015459962,465852.4795843461,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,dense,0.03,0.0311170547486392,0.892670750971321,0.9571005920364972,0.9847059186768498,0.1411583816490427,3.359924027927982,3.0,0.107329249028679,0.185866528478731,0.7068042224925899,0.0294352535922571,0.6860074565125822,2079668.8286641475,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,dense,0.1,0.180823497570693,0.9674322703877272,0.6823359034465148,0.9414442304972672,0.5393399085255948,8.26905403849235,9.0,0.0325677296122726,0.0590679887146519,0.9083642816730754,0.0709536838721717,1.653621092503515,6319207.2003313815,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,29447108.442038585,4.850346471200833e-06,3385.677155818604,0.009644410449388,0.0265360890811503,4.850346471200833e-06,0.0,0.9999951496535288,4.850346471200833e-06,0.0,2.4253542793952712e-05,0.0005652443642569,25792882.531013533,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,3118004.925908355,5.163272049987983e-06,1138.3072353029163,0.0108119141735448,0.0265360890811503,5.163272049987983e-06,0.0,0.99999483672795,5.163272049987983e-06,0.0,2.369137706190751e-05,0.0005521427314556,2511886.26646625,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,273306.04892465705,4.537420892413682e-06,313.37169960475035,0.007364947190724,0.0265360890811503,4.537420892413682e-06,0.0,0.9999954625791077,4.537420892413682e-06,0.0,2.339844841758897e-05,0.0005453158415972,235913.712857858,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,31299.72256710905,5.476197628775134e-06,107.8837154183538,0.0116198091152909,0.0265360890811503,5.476197628775134e-06,0.0,0.9999945238023712,5.476197628775134e-06,0.0,2.372990898543928e-05,0.0005530407426372,32983.78629719665,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,7148.042819599377,1.2360560362092443e-05,67.65701202970104,0.0145287901153449,0.0265360890811503,1.2360560362092443e-05,0.0,0.999987639439638,1.2360560362092443e-05,0.0,3.779224795580495e-05,0.0008807725679956,10886.51358313959,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1959.5455130699104,3.270072298325723e-05,41.209857119508754,0.0204557551108242,0.0265360890811503,3.270072298325723e-05,0.0,0.9999672992770168,3.270072298325723e-05,0.0,5.943701958164301e-05,0.0013852178476429,5211.078820507254,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,490.574426431948,9.966679684370744e-05,21.799790053375105,0.0367587216067159,0.0265364020067291,9.966679684370744e-05,0.0,0.9999003332031564,9.966679684370744e-05,0.0,9.921980452635328e-05,0.0023123811563391,2703.849967982006,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-05,166.26500935045254,0.0002979051510053,12.853050442647302,0.0635006237778696,0.0265389054113594,0.0002979051510053,0.0,0.9997020948489946,0.0002979051510053,0.0,0.0001732051355389,0.0040366567291005,2593.251032368147,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.0001,46.82335674137155,0.0009893142173355,6.879236129710431,0.1199502591118236,0.0265453203857245,0.0009893142173355,0.0,0.9990106857826644,0.0009893142173355,0.0,0.0003078329923264,0.0071742452442153,2270.3228315438723,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.0003,15.843249204128114,0.0030023644656733,4.062913590468778,0.2084461274012234,0.0265711367459745,0.0030023644656733,0.0,0.9969976355343266,0.0030023644656733,0.0,0.0005453219512221,0.0127090776903247,2467.766220352841,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.001,4.4291791174081725,0.0104230816410318,2.2836323410685524,0.3911416897882049,0.0266462388848834,0.0104268367479772,0.0,0.9895769183589682,0.0104193265340863,3.755106945445806e-06,0.0010218616622818,0.0238151411759559,2722.271134206286,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.003,1.0073932980947422,0.0321473140971721,1.38271710835482,0.6887178857418457,0.0269457086637827,0.0332461522670832,0.0,0.9678526859028278,0.0310988569454458,0.0010484571517263,0.001825071203957,0.0425344544988154,3075.41559909373,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.01,0.1153375099386039,0.0702974795722182,1.0366588790909983,0.9450098309774376,0.0284843637346791,0.1151785177841864,0.0,0.9297025204277818,0.0403229642313546,0.0299745153408635,0.0036970871010738,0.0861629851689237,4658.9313747544575,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.03,0.0313419173537936,0.0891559395778258,0.956698579714072,0.9846023311901766,0.0379669475486661,0.3355851457982857,0.0,0.910844060422174,0.0185555480453416,0.0706003915324841,0.0093031199737178,0.2168151754085904,20755.92204117677,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,0.1,0.1812934083137732,0.0968093169210125,0.6819414967099776,0.941273802252658,0.0779097072017944,0.8278967207902748,0.0,0.9031906830789874,0.005930565569174,0.0908787513518385,0.0224684916687767,0.5236426033518568,63548.71368095286,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,1e-08,812640.2761289417,0.0003143337438916,900.1316914508004,0.0147587488540793,0.0075402547464551,0.0003143337438916,0.0,0.9996856662561084,0.0003143337438916,0.0,1.275178903538166e-05,0.0002971886189031,666536.1829186435,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,3e-08,104105.5751022215,0.0003628372086037,322.5999850301593,0.0148395449871091,0.0075402547464551,0.0003628372086037,0.0,0.9996371627913962,0.0003628372086037,0.0,1.3688519206161277e-05,0.0003190197160901,97428.86121313975,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,1e-07,11092.595280502796,0.0004576536589762,105.30888573737737,0.0181493938823484,0.0075402547464551,0.0004576536589762,0.0,0.9995423463410238,0.0004576536589762,0.0,1.4897329425310706e-05,0.0003471918132404,12303.935299375404,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,3e-07,1989.1830908119705,0.0008536609789313,44.60487833077538,0.0299876159442451,0.0075407241348233,0.0008536609789313,0.0,0.9991463390210686,0.0008536609789313,0.0,1.8931528050085048e-05,0.0004412113985983,3567.618648178985,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,1e-06,416.1936017548396,0.0021596558819995,20.42203394987162,0.051699743202504,0.0075457309440839,0.0021596558819995,0.0,0.9978403441180004,0.0021596558819995,0.0,2.8898347557830847e-05,0.0006734945171588,1743.0168483127902,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,3e-06,123.4291188438158,0.0056778781643034,11.151679382065486,0.0878615323880785,0.00754932958824,0.0056778781643034,0.0,0.9943221218356966,0.0056778781643034,0.0,4.733002703019266e-05,0.00110305662419,1391.4984405902862,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,1e-05,35.98081714969131,0.0184749697088039,6.078750341736679,0.1622586930031314,0.0075541799347112,0.0184749697088039,0.0,0.981525030291196,0.0184749697088039,0.0,8.595589768688115e-05,0.0020032573036824,1361.4570795167372,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,3e-05,11.477309756122088,0.0552590585696547,3.529068777424737,0.2801368529986561,0.0075607513718657,0.0552595279580229,0.0,0.9447409414303451,0.0552585891812865,4.693883681807258e-07,0.0001497103755584,0.0034890962847837,1391.776359375817,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.0001,2.775320207315897,0.1841380840443002,1.9393181412714129,0.5119406901138703,0.0075840643274853,0.1844788599995994,0.0,0.8158619159556998,0.1838160836237282,0.0003220004205719,0.0002739501925998,0.0063845848736282,1404.306039743285,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.0003,0.4592764096502669,0.4889016249599455,1.2037733757918554,0.8264802773329434,0.0076712141011776,0.5545613909917487,1.0,0.5110983750400545,0.4299128064167267,0.0589888185432187,0.0004779934958791,0.011139944872902,1446.1346141366917,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.001,0.0444334195264744,0.8132222322358408,1.0182044239289043,0.9783429875619614,0.007986643084595,1.848634611822078,2.0,0.1867777677641592,0.3231989255387327,0.4900233066971081,0.0010789601785246,0.0251458587040245,3378.986404426456,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.003,0.006825460807586,0.9362348418849636,0.9989247374649576,0.9965841931300098,0.0091028486241288,5.543155097182168,5.0,0.0637651581150364,0.1250179932207802,0.8112168486641833,0.0030196130563406,0.0703740182139057,23031.89033922489,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.01,0.0033456042397918,0.9808506756689096,0.9943582287380266,0.998333737540934,0.0148730398341744,18.434476982446128,16.0,0.0191493243310902,0.0383349480293198,0.9425157276395898,0.009963327452208,0.2322017339673657,245688.81787029217,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.03,0.0089989595283323,0.9935851820976528,0.972580411764802,0.9957605213628092,0.0629573407333974,54.13826256834295,47.0,0.0064148179023471,0.0128491936533685,0.9807359884442842,0.0292939676452528,0.682714696936327,2040027.9655470487,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,dense,0.1,0.1355708609606249,0.9980784804834576,0.7411477480181188,0.9537452536415584,0.4158738697128094,140.70991329458062,148.0,0.0019215195165424,0.0038572771469198,0.9942212033365376,0.0759927939544091,1.7710607836469234,8314824.076043046,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-08,670798.5840692107,3.254426019386365e-05,764.294332946069,0.0163707366883788,0.0075402547464551,3.254426019386365e-05,0.0,0.9999674557398062,3.254426019386365e-05,0.0,3.660645249780296e-06,8.531368446090828e-05,7273.959525563533,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-08,104550.56070875363,3.442181366658656e-05,291.0979682047169,0.014649489206442,0.0075402547464551,3.442181366658656e-05,0.0,0.9999655781863334,3.442181366658656e-05,0.0,4.338408110893255e-06,0.0001011093824668,1909.821149657042,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-07,11127.70623341495,5.053748097412481e-05,100.1190599624446,0.0201672033710413,0.0075402547464551,5.053748097412481e-05,0.0,0.9999494625190258,5.053748097412481e-05,0.0,4.721970862243433e-06,0.0001100485582969,179.48505358593377,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-07,1992.306749365909,8.542868300889209e-05,42.982474148278776,0.0316330090265536,0.0075402547464551,8.542868300889209e-05,0.0,0.9999145713169912,8.542868300889209e-05,0.0,5.9894142286453e-06,0.0001395871385349,48.32428647113606,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-06,421.646238971969,0.0002143540214691,20.30950170874203,0.0517603051354291,0.0075405676720339,0.0002143540214691,0.0,0.9997856459785308,0.0002143540214691,0.0,9.19030933360666e-06,0.0002141860511155,19.606696679469,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-06,124.77310326553769,0.000572497346391,11.182075972691491,0.0879094497982646,0.0075407241348233,0.000572497346391,0.0,0.9994275026536088,0.000572497346391,0.0,1.5053445867441065e-05,0.0003508302070137,14.571006008443971,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,1e-05,35.94569838870859,0.0018556486822078,6.070459758493344,0.1628815658910996,0.0075419758371385,0.0018556486822078,0.0,0.9981443513177922,0.0018556486822078,0.0,2.7203569246599968e-05,0.0006339966220584,13.774948654501694,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,3e-05,11.37228458848841,0.0055032656913402,3.511728124174501,0.2796951777024455,0.0075424452255066,0.0055032656913402,0.0,0.9944967343086598,0.0055032656913402,0.0,4.709011298587006e-05,0.0010974652735733,13.653176965124556,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.0001,2.7760966925789785,0.0184385138788752,1.9408127451220183,0.5129045438448616,0.0075458874068733,0.0184713710646479,0.0,0.9815614861211248,0.0184073777837859,3.1136095089321475e-05,8.668331001444247e-05,0.0020202101143351,14.08784652604418,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.0003,0.4587484980957745,0.0488691182508211,1.2038578373133673,0.8267281857869803,0.0075527717696066,0.0554133308799967,0.0,0.9511308817491788,0.0429761037511014,0.0058930144997196,0.000151092344956,0.0035213039676031,14.440902040076686,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.001,0.0443723403380138,0.0813199701594168,1.0181580412485924,0.9783685225710188,0.0075890711367459,0.1848003910318032,0.0,0.9186800298405832,0.0323837293719458,0.0489362407874709,0.0003415302761464,0.0079595820476603,33.9318257378771,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.003,0.0068510277994863,0.0936321835195866,0.9989653217714344,0.9965715245584594,0.0076956222963229,0.5536352877413282,0.0,0.9063678164804132,0.0125480027837859,0.0810841807358006,0.0009540465659179,0.0222346668775455,229.56436791361088,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.01,0.0033233741448169,0.0981542710586397,0.99437033445213,0.9983449958317608,0.0082825142193383,1.842990999008652,0.0,0.9018457289413604,0.0038320866378274,0.0943221844208123,0.003147313198751,0.0733501519039618,2447.0916442710286,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.03,0.0091580406545917,0.0992405922053993,0.9721784732239444,0.9956899461309954,0.0131098606604982,5.407338981014179,0.0,0.9007594077946006,0.0012654710406152,0.0979751211647841,0.0092583108131895,0.215770869194406,20359.29258049687,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int8,sparse_p0p1,0.1,0.1359964442245402,0.0998661304373948,0.740700894223638,0.9536062988027756,0.0484638796262917,14.089904926950654,0.0,0.9001338695626051,0.0003891229572218,0.099477007480173,0.0240648976289011,0.5608478677411721,83627.73191175678,interval_aware_h_probe/interval_geometry_summary.csv,,,,,,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,1e-07,4064.374065366616,0.0007510259746759,63.74847603037054,0.025391359299691,0.0081077023172013,,,0.999248974025324,0.0007510259746759,0.0,,0.0004318587984798,1655.2936198333286,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,0.0,0.0007510259746759,0.15,False,4.670256472802688,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,3e-07,842.4490132569777,0.0015328624693458,29.03765287447498,0.0410542386655047,0.0081077023172013,,,0.998467137530654,0.0015328624693458,0.0,,0.0005901843173961,641.7915836190192,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,0.0,0.0015328624693458,0.15,False,4.121563697109578,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,1e-06,209.7290872741157,0.0042990841299234,14.515928068432512,0.0719389106095725,0.0081133326660327,,,0.9957009158700766,0.0042990841299234,0.0,,0.0009835794313431,445.11802196783714,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,5.630348831400789e-06,0.0042990841299234,0.15,False,3.628213906195596,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,3e-06,65.08435080735927,0.012179382913768,8.128891801673605,0.123577485256948,0.0081159914418697,,,0.987820617086232,0.012179382913768,0.0,,0.0016520767030799,393.1597596396312,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,8.289124668400469e-06,0.012179382913768,0.15,False,3.1635966662876456,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,1e-05,,0.0366473336600595,4.4773737480934095,0.2218009629446102,0.0080099900563557,,,,,,,,,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,0.0,0.0366473336600595,0.15,False,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,1e-05,18.533255454637946,0.0400247422551423,4.42003883083148,0.2267146049479262,0.0081224037835944,,,0.9599752577448576,0.040024429457985,3.127971572994345e-07,,0.0029927609648954,380.773269317005,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,1.4701466393100132e-05,0.0400247422551423,0.15,False,2.542648052515209,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,3e-05,5.491104391960674,0.1187162179070116,2.546124278989146,0.3911306091886252,0.0081344464741504,,,0.8812837820929883,0.1181478654721985,0.000568352434813,,0.0051710265707833,377.0434774566471,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,2.674415694909997e-05,0.1187162179070116,0.15,False,1.864306909510229,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
facebook/opt-1.3b,sst-5,int8,dense,3e-05,,0.1093746156742175,2.580985352305278,0.3844801566436572,0.0080099900563557,,,,,,,,,interval_h_selection_8h_bundle/all_interval_metrics.csv,0.0081077023172013,0.0,0.1093746156742175,0.15,False,,,,,,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
