precision,h,direction_seed,batch_index,direction_index,d_star,d_h,e_h,norm_u2,vector_error_h,z_dir_norm2,loss_plus,loss_minus,loss_base
fp32,0.0015,730000,0,0,15.072630044239387,14.57051436106364,-0.5021156831757487,407932189.6846677,102847928.6432448,92675738353.54216,1.77198588848114,1.7282743453979492,1.7509217262268066
fp32,0.002,730000,0,0,15.072630044239387,13.982206583023071,-1.0904234612163162,407932189.6846677,485040888.459966,92675738353.54216,1.7769986391067505,1.7210698127746582,1.7509217262268066
fp32,0.003,730000,0,0,15.072630044239387,12.71742582321167,-2.355204221027717,407932189.6846677,2262794521.54831,92675738353.54216,1.7818683385849,1.70556378364563,1.7509217262268066
fp32,0.005,730000,0,0,15.072630044239387,12.201869487762451,-2.8707605564769363,407932189.6846677,3361877755.572594,92675738353.54216,1.787160038948059,1.6651413440704346,1.7509217262268066
fp32,0.01,730000,0,0,15.072630044239387,1.289057731628418,-13.78357231261097,407932189.6846677,77501758135.09418,92675738353.54216,1.727006912231445,1.701225757598877,1.7509217262268066
fp32,1e-09,730001,0,1,18.610883943766087,-59.60464477539062,-78.21552871915671,407934642.8128296,2495609090955.94,141294282588.48505,1.750921607017517,1.7509217262268066,1.7509217262268066
fp32,3e-09,730001,0,1,18.610883943766087,19.868214925130207,1.2573309813641202,407934642.8128296,644896206.3045423,141294282588.48505,1.7509219646453855,1.7509218454360962,1.7509217262268066
fp32,1e-08,730001,0,1,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.8128296,217085033.34354177,141294282588.48505,1.7509219646453855,1.750921607017517,1.7509217262268066
fp32,3e-08,730001,0,1,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.8128296,217085033.34354177,141294282588.48505,1.750922441482544,1.750921368598938,1.7509217262268066
fp32,1e-07,730001,0,1,18.610883943766087,17.881393432617188,-0.7294905111488994,407934642.8128296,217085033.34354177,141294282588.48505,1.750923752784729,1.7509201765060425,1.7509217262268066
fp32,3e-07,730001,0,1,18.610883943766087,19.272168477376304,0.6612845336102176,407934642.8128296,178388691.11477256,141294282588.48505,1.7509276866912842,1.7509161233901978,1.7509217262268066
fp32,1e-06,730001,0,1,18.610883943766087,18.596649169921875,-0.0142347738442119,407934642.8128296,82659.30160199199,141294282588.48505,1.750940442085266,1.7509032487869265,1.7509217262268066
fp32,3e-06,730001,0,1,18.610883943766087,18.636385599772137,0.0255016560060497,407934642.8128296,265293.95526179986,141294282588.48505,1.750977635383606,1.750865817070007,1.7509217262268066
fp32,1e-05,730001,0,1,18.610883943766087,18.61453056335449,0.0036466195884052,407934642.8128296,5424.64733534347,141294282588.48505,1.7511072158813477,1.7507349252700806,1.7509217262268066
fp32,3e-05,730001,0,1,18.610883943766087,18.622477849324543,0.0115939055584561,407934642.8128296,54834.022383535455,141294282588.48505,1.7514749765396118,1.7503576278686523,1.7509217262268066
fp32,0.0001,730001,0,1,18.610883943766087,18.678903579711918,0.0680196359458271,407934642.8128296,1887379.3304804664,141294282588.48505,1.7527326345443726,1.7489968538284302,1.7509217262268066
fp32,0.0003,730001,0,1,18.610883943766087,18.863280614217125,0.2523966704510378,407934642.8128296,25987100.816514708,141294282588.48505,1.7563806772232056,1.7450627088546753,1.7509217262268066
fp32,0.001,730001,0,1,18.610883943766087,18.925607204437256,0.3147232606711689,407934642.8128296,40406224.49230421,141294282588.48505,1.769302248954773,1.7314510345458984,1.7509217262268066
fp32,0.0015,730001,0,1,18.610883943766087,19.144455591837566,0.5335716480714794,407934642.8128296,116138463.97283152,141294282588.48505,1.778558611869812,1.721125245094299,1.7509217262268066
fp32,0.002,730001,0,1,18.610883943766087,19.329696893692017,0.7188129499259297,407934642.8128296,210776589.70885897,141294282588.48505,1.7878966331481934,1.7105778455734253,1.7509217262268066
fp32,0.003,730001,0,1,18.610883943766087,18.931070963541668,0.3201870197755809,407934642.8128296,41821348.47314189,141294282588.48505,1.805148005485535,1.691561579704285,1.7509217262268066
fp32,0.005,730001,0,1,18.610883943766087,18.50451231002808,-0.1063716337380107,407934642.8128296,4615749.6697141295,141294282588.48505,1.837496519088745,1.6524513959884644,1.7509217262268066
fp32,0.01,730001,0,1,18.610883943766087,-1.6462445259094238,-20.25712846967551,407934642.8128296,167396492161.7681,141294282588.48505,1.5777608156204224,1.6106857061386108,1.7509217262268066
fp32,1e-09,730002,0,2,-3.882064043981298,119.20928955078124,123.09135359476254,407906208.6035517,6180383303962.489,6147318607.314333,1.7509218454360962,1.750921607017517,1.7509217262268066
fp32,3e-09,730002,0,2,-3.882064043981298,-19.868214925130207,-15.986150881148909,407906208.6035517,104243295108.1246,6147318607.314333,1.7509218454360962,1.7509219646453855,1.7509217262268066
fp32,1e-08,730002,0,2,-3.882064043981298,-11.920928955078123,-8.038864911096827,407906208.6035517,26360265301.865032,6147318607.314333,1.7509218454360962,1.7509220838546753,1.7509217262268066
fp32,3e-08,730002,0,2,-3.882064043981298,-7.947285970052084,-4.065221926070786,407906208.6035517,6741069958.381758,6147318607.314333,1.750921607017517,1.7509220838546753,1.7509217262268066
fp32,1e-07,730002,0,2,-3.882064043981298,-2.9802322387695312,0.9018318052117666,407906208.6035517,331750366.1962726,6147318607.314333,1.7509214878082275,1.7509220838546753,1.7509217262268066
fp32,3e-07,730002,0,2,-3.882064043981298,-3.576278686523437,0.3057853574578604,407906208.6035517,38141141.47797244,6147318607.314333,1.7509207725524902,1.750922918319702,1.7509217262268066
fp32,1e-06,730002,0,2,-3.882064043981298,-3.874301910400391,0.0077621335809072,407906208.6035517,24576.641834009413,6147318607.314333,1.7509180307388306,1.7509257793426514,1.7509217262268066
fp32,3e-06,730002,0,2,-3.882064043981298,-3.83456548055013,0.0474985634311679,407906208.6035517,920282.7153957336,6147318607.314333,1.750910401344299,1.7509334087371826,1.7509217262268066
fp32,1e-05,730002,0,2,-3.882064043981298,-3.886222839355468,-0.0041587953741704,407906208.6035517,7054.974040898813,6147318607.314333,1.7508823871612549,1.750960111618042,1.7509217262268066
fp32,3e-05,730002,0,2,-3.882064043981298,-3.8862228393554688,-0.0041587953741708,407906208.6035517,7054.97404090032,6147318607.314333,1.7508000135421753,1.7510331869125366,1.7509217262268066
fp32,0.0001,730002,0,2,-3.882064043981298,-3.857612609863281,0.0244514341180166,407906208.6035517,243875.957905599,6147318607.314333,1.7504788637161257,1.751250386238098,1.7509217262268066
fp32,0.0003,730002,0,2,-3.882064043981298,-3.738800684611003,0.143263359370295,407906208.6035517,8372026.165117116,6147318607.314333,1.7494858503341677,1.751729130744934,1.7509217262268066
fp32,0.001,730002,0,2,-3.882064043981298,-3.889739513397217,-0.0076754694159189,407906208.6035517,24030.90943125501,6147318607.314333,1.7441656589508057,1.7519451379776,1.7509217262268066
fp32,0.0015,730002,0,2,-3.882064043981298,-3.7186940511067705,0.1633699928745273,407906208.6035517,10886916.595951678,6147318607.314333,1.7394907474517822,1.7506468296051023,1.7509217262268066
fp32,0.002,730002,0,2,-3.882064043981298,-3.503471612930298,0.378592431051,407906208.6035517,58466106.04053554,6147318607.314333,1.7337257862091064,1.7477396726608276,1.7509217262268066
fp32,0.003,730002,0,2,-3.882064043981298,-3.521899382273356,0.3601646617079419,407906208.6035517,52913015.59852825,6147318607.314333,1.717317819595337,1.738449215888977,1.7509217262268066
fp32,0.005,730002,0,2,-3.882064043981298,-2.042531967163086,1.839532076818212,407906208.6035517,1380304952.082824,6147318607.314333,1.6830227375030518,1.7034480571746826,1.7509217262268066
fp32,0.01,730002,0,2,-3.882064043981298,10.531508922576904,14.413572966558204,407906208.6035517,84742957685.77942,6147318607.314333,1.962552785873413,1.751922607421875,1.7509217262268066
fp32,1e-09,730003,0,3,-6.894551592988107,-298.0232238769531,-291.12867228396505,407865078.6714351,34568973381788.426,19387802088.38317,1.750921368598938,1.7509219646453855,1.7509217262268066
fp32,3e-09,730003,0,3,-6.894551592988107,-19.868214925130207,-12.9736633321421,407865078.6714351,68650194214.07556,19387802088.38317,1.7509218454360962,1.7509219646453855,1.7509217262268066
fp32,1e-08,730003,0,3,-6.894551592988107,-11.920928955078123,-5.026377362090018,407865078.6714351,10304494793.766386,19387802088.38317,1.750921607017517,1.7509218454360962,1.7509217262268066
fp32,3e-08,730003,0,3,-6.894551592988107,-11.920928955078129,-5.026377362090019,407865078.6714351,10304494793.766394,19387802088.38317,1.750921607017517,1.7509223222732544,1.7509217262268066
fp32,1e-07,730003,0,3,-6.894551592988107,-7.152557373046875,-0.2580057800587676,407865078.6714351,27150347.572119776,19387802088.38317,1.7509210109710691,1.750922441482544,1.7509217262268066
fp32,3e-07,730003,0,3,-6.894551592988107,-6.755193074544271,0.1393585184438359,407865078.6714351,7921064.758759732,19387802088.38317,1.7509196996688845,1.750923752784729,1.7509217262268066
fp32,1e-06,730003,0,3,-6.894551592988107,-7.033348083496094,-0.1387964905079863,407865078.6714351,7857302.849835318,19387802088.38317,1.7509149312973022,1.7509289979934692,1.7509217262268066
fp32,3e-06,730003,0,3,-6.894551592988107,-6.834665934244791,0.0598856587433163,407865078.6714351,1462723.3189354688,19387802088.38317,1.7509011030197144,1.7509421110153198,1.7509217262268066
fp32,1e-05,730003,0,3,-6.894551592988107,-6.884336471557616,0.010215121430491,407865078.6714351,42560.19311656277,19387802088.38317,1.750852108001709,1.75098979473114,1.7509217262268066
fp32,3e-05,730003,0,3,-6.894551592988107,-6.896257400512695,-0.0017058075245879,407865078.6714351,1186.7973675733874,19387802088.38317,1.7507071495056152,1.751120924949646,1.7509217262268066
fp32,0.0001,730003,0,3,-6.894551592988107,-6.897449493408203,-0.0028979004200957,407865078.6714351,3425.1803067198093,19387802088.38317,1.7501509189605713,1.751530408859253,1.7509217262268066
fp32,0.0003,730003,0,3,-6.894551592988107,-7.38521416982015,-0.4906625768320429,407865078.6714351,98193421.55776036,19387802088.38317,1.7481915950775146,1.7526227235794067,1.7509217262268066
fp32,0.001,730003,0,3,-6.894551592988107,-7.582247257232666,-0.6876956642445586,407865078.6714351,192889725.54789236,19387802088.38317,1.7399450540542605,1.7551095485687256,1.7509217262268066
fp32,0.0015,730003,0,3,-6.894551592988107,-8.20934772491455,-1.3147961319264434,407865078.6714351,705071821.3609077,19387802088.38317,1.731637716293335,1.7562657594680786,1.7509217262268066
fp32,0.002,730003,0,3,-6.894551592988107,-8.85888934135437,-1.9643377483662627,407865078.6714351,1573797487.6666975,19387802088.38317,1.7210673093795776,1.7565028667449951,1.7509217262268066
fp32,0.003,730003,0,3,-6.894551592988107,-10.00891129175822,-3.1143596987701114,407865078.6714351,3955979790.143814,19387802088.38317,1.6976062059402466,1.757659673690796,1.7509217262268066
fp32,0.005,730003,0,3,-6.894551592988107,-10.835003852844238,-3.940452259856131,407865078.6714351,6332987971.382386,19387802088.38317,1.6568162441253662,1.7651662826538086,1.7509217262268066
fp32,0.01,730003,0,3,-6.894551592988107,2.7279317378997803,9.622483330887889,407865078.6714351,37765119004.23576,19387802088.38317,1.8282407522201536,1.7736821174621582,1.7509217262268066
fp32,1e-09,730004,0,4,-8.624743654892013,-59.60464477539062,-50.9799011204986,407966370.6536033,1060284328847.852,30347069408.52374,1.7509217262268066,1.7509218454360962,1.7509217262268066
fp32,3e-09,730004,0,4,-8.624743654892013,0.0,8.624743654892013,407966370.6536033,30347069310.54921,30347069408.52374,1.7509217262268066,1.7509217262268066,1.7509217262268066
fp32,1e-08,730004,0,4,-8.624743654892013,-17.881393432617188,-9.256649777725174,407966370.6536033,34956829014.29329,30347069408.52374,1.750921607017517,1.7509219646453855,1.7509217262268066
fp32,3e-08,730004,0,4,-8.624743654892013,-7.947285970052084,0.6774576848399292,407966370.6536033,187235723.0654277,30347069408.52374,1.750921607017517,1.7509220838546753,1.7509217262268066
fp32,1e-07,730004,0,4,-8.624743654892013,-9.5367431640625,-0.9119995091704868,407966370.6536033,339323215.75171936,30347069408.52374,1.7509210109710691,1.750922918319702,1.7509217262268066
fp32,3e-07,730004,0,4,-8.624743654892013,-8.742014567057293,-0.1172709121652797,407966370.6536033,5610543.984280143,30347069408.52374,1.750919222831726,1.7509244680404663,1.7509217262268066
fp32,1e-06,730004,0,4,-8.624743654892013,-8.52346420288086,0.1012794520111537,407966370.6536033,4184726.225127176,30347069408.52374,1.750913381576538,1.7509304285049438,1.7509217262268066
fp32,3e-06,730004,0,4,-8.624743654892013,-8.6824099222819,-0.0576662673898873,407966370.6536033,1356650.7140557277,30347069408.52374,1.750895857810974,1.7509479522705078,1.7509217262268066
fp32,1e-05,730004,0,4,-8.624743654892013,-8.630752563476562,-0.0060089085845493,407966370.6536033,14730.434555790593,30347069408.52374,1.7508351802825928,1.7510077953338623,1.7509217262268066
fp32,3e-05,730004,0,4,-8.624743654892013,-8.61684481302897,0.0078988418630423,407966370.6536033,25453.71654097396,30347069408.52374,1.7506603002548218,1.7511773109436035,1.7509217262268066
fp32,0.0001,730004,0,4,-8.624743654892013,-8.629560470581055,-0.0048168156890415,407966370.6536033,9465.51880148008,30347069408.52374,1.7500247955322266,1.7517507076263428,1.7509217262268066
fp32,0.0003,730004,0,4,-8.624743654892013,-8.786519368489584,-0.1617757135975708,407966370.6536033,10677043.52962685,30347069408.52374,1.7479676008224487,1.7532395124435425,1.7509217262268066
fp32,0.001,730004,0,4,-8.624743654892013,-8.406341075897217,0.2184025789947963,407966370.6536033,19459867.98744321,30347069408.52374,1.7399163246154783,1.756729006767273,1.7509217262268066
fp32,0.0015,730004,0,4,-8.624743654892013,-7.838328679402669,0.7864149754893441,407966370.6536033,252306195.55965868,30347069408.52374,1.733734130859375,1.757249116897583,1.7509217262268066
fp32,0.002,730004,0,4,-8.624743654892013,-6.879091262817383,1.7456523920746303,407966370.6536033,1243196848.9902525,30347069408.52374,1.7286335229873655,1.7561498880386353,1.7509217262268066
fp32,0.003,730004,0,4,-8.624743654892013,-4.501779874165853,4.1229637807261605,407966370.6536033,6934951118.015593,30347069408.52374,1.7205615043640137,1.7475721836090088,1.7509217262268066
fp32,0.005,730004,0,4,-8.624743654892013,3.2163619995117188,11.841105654403732,407966370.6536033,57201692281.82743,30347069408.52374,1.7339024543762207,1.7017388343811035,1.7509217262268066
fp32,0.01,730004,0,4,-8.624743654892013,0.5900800228118896,9.214823677703905,407966370.6536033,34641638399.8947,30347069408.52374,1.7103134393692017,1.698511838912964,1.7509217262268066
fp32,1e-09,730005,0,5,14.460989103585236,119.20928955078124,104.748300447196,407978773.08937097,4476427324157.38,85316604841.02258,1.7509218454360962,1.750921607017517,1.7509217262268066
fp32,3e-09,730005,0,5,14.460989103585236,19.868214925130207,5.407225821544971,407978773.08937097,11928520528.408108,85316604841.02258,1.7509218454360962,1.7509217262268066,1.7509217262268066
fp32,1e-08,730005,0,5,14.460989103585236,29.802322387695312,15.341333284110076,407978773.08937097,96020458937.59196,85316604841.02258,1.7509220838546753,1.7509214878082275,1.7509217262268066
fp32,3e-08,730005,0,5,14.460989103585236,13.907750447591146,-0.5532386559940896,407978773.08937097,124871291.29390828,85316604841.02258,1.7509222030639648,1.750921368598938,1.7509217262268066
fp32,1e-07,730005,0,5,14.460989103585236,16.09325408935547,1.6322649857702327,407978773.08937097,1086973350.7546227,85316604841.02258,1.7509232759475708,1.750920057296753,1.7509217262268066
fp32,3e-07,730005,0,5,14.460989103585236,14.503796895345053,0.0428077917598166,407978773.08937097,747623.9719604782,85316604841.02258,1.7509260177612305,1.7509173154830933,1.7509217262268066
fp32,1e-06,730005,0,5,14.460989103585236,14.424324035644531,-0.0366650679407047,407978773.08937097,548456.9645818899,85316604841.02258,1.7509361505508425,1.750907301902771,1.7509217262268066
fp32,3e-06,730005,0,5,14.460989103585236,14.44419225056966,-0.0167968530155757,407978773.08937097,115104.7938215968,85316604841.02258,1.7509651184082031,1.7508784532546997,1.7509217262268066
fp32,1e-05,730005,0,5,14.460989103585236,14.472007751464842,0.0110186478796059,407978773.08937097,49532.94807467685,85316604841.02258,1.7510656118392944,1.7507761716842651,1.7509217262268066
fp32,3e-05,730005,0,5,14.460989103585236,14.454126358032228,-0.0068627455530094,407978773.08937097,19214.689092663662,85316604841.02258,1.7513467073440552,1.7504794597625732,1.7509217262268066
fp32,0.0001,730005,0,5,14.460989103585236,14.423727989196776,-0.0372611143884586,407978773.08937097,566433.9121075303,85316604841.02258,1.7522822618484497,1.7493975162506104,1.7509217262268066
fp32,0.0003,730005,0,5,14.460989103585236,14.402071634928388,-0.0589174686568494,407978773.08937097,1416203.7057777783,85316604841.02258,1.7549092769622805,1.7462680339813232,1.7509217262268066
fp32,0.001,730005,0,5,14.460989103585236,14.421701431274414,-0.0392876723108219,407978773.08937097,629723.8836193582,85316604841.02258,1.7630754709243774,1.7342320680618286,1.7509217262268066
fp32,0.0015,730005,0,5,14.460989103585236,14.295140902201334,-0.165848201383902,407978773.08937097,11221711.508665504,85316604841.02258,1.7678226232528689,1.7249372005462646,1.7509217262268066
fp32,0.002,730005,0,5,14.460989103585236,13.888150453567505,-0.5728386500177312,407978773.08937097,133875835.0474013,85316604841.02258,1.770757079124451,1.7152044773101809,1.7509217262268066
fp32,0.003,730005,0,5,14.460989103585236,12.418826421101889,-2.0421626824833474,407978773.08937097,1701446270.7534604,85316604841.02258,1.7714771032333374,1.696964144706726,1.7509217262268066
fp32,0.005,730005,0,5,14.460989103585236,8.014440536499023,-6.446548567086213,407978773.08937097,16954777130.83665,85316604841.02258,1.744953751564026,1.6648093461990356,1.7509217262268066
fp32,0.01,730005,0,5,14.460989103585236,-7.348465919494629,-21.809455023079863,407978773.08937097,194056053359.2618,85316604841.02258,1.7359222173690796,1.882891535758972,1.7509217262268066
fp32,1e-09,730006,0,6,9.338873174904736,-59.60464477539062,-68.94351795029536,407978347.3314466,1939206216632.141,35581648932.724266,1.7509217262268066,1.7509218454360962,1.7509217262268066
fp32,3e-09,730006,0,6,9.338873174904736,-59.60464477539063,-68.94351795029536,407978347.3314466,1939206216632.141,35581648932.724266,1.7509217262268066,1.7509220838546753,1.7509217262268066
fp32,1e-08,730006,0,6,9.338873174904736,0.0,-9.338873174904736,407978347.3314466,35581648860.40644,35581648932.724266,1.7509218454360962,1.7509218454360962,1.7509217262268066
fp32,3e-08,730006,0,6,9.338873174904736,7.947285970052084,-1.3915872048526534,407978347.3314466,790056168.3571922,35581648932.724266,1.7509222030639648,1.7509217262268066,1.7509217262268066
fp32,1e-07,730006,0,6,9.338873174904736,7.748603820800781,-1.590269354103956,407978347.3314466,1031759541.7302548,35581648932.724266,1.750922679901123,1.7509211301803589,1.7509217262268066
fp32,3e-07,730006,0,6,9.338873174904736,9.139378865559896,-0.1994943093448409,407978347.3314466,16236713.88761947,35581648932.724266,1.7509244680404663,1.750918984413147,1.7509217262268066
fp32,1e-06,730006,0,6,9.338873174904736,9.357929229736328,0.0190560548315907,407978347.3314466,148150.4933004168,35581648932.724266,1.7509311437606812,1.7509124279022217,1.7509217262268066
fp32,3e-06,730006,0,6,9.338873174904736,9.37779744466146,0.0389242697567215,407978347.3314466,618127.4947147401,35581648932.724266,1.7509498596191406,1.7508935928344729,1.7509217262268066
fp32,1e-05,730006,0,6,9.338873174904736,9.34600830078125,0.0071351258765126,407978347.3314466,20770.18634184498,35581648932.724266,1.7510148286819458,1.7508279085159302,1.7509217262268066
fp32,3e-05,730006,0,6,9.338873174904736,9.336074193318684,-0.0027989815860518,407978347.3314466,3196.223917519205,35581648932.724266,1.7511969804763794,1.7506368160247805,1.7509217262268066
fp32,0.0001,730006,0,6,9.338873174904736,9.299516677856444,-0.039356497048292,407978347.3314466,631931.4762927055,35581648932.724266,1.751802682876587,1.7499427795410156,1.7509217262268066
fp32,0.0003,730006,0,6,9.338873174904736,9.45448875427246,0.1156155793677236,407978347.3314466,5453431.144152112,35581648932.724266,1.7535361051559448,1.7478634119033811,1.7509217262268066
fp32,0.001,730006,0,6,9.338873174904736,10.311245918273926,0.9723727433691884,407978347.3314466,385747098.0476848,35581648932.724266,1.7603659629821775,1.73974347114563,1.7509217262268066
fp32,0.0015,730006,0,6,9.338873174904736,10.844945907592772,1.506072732688036,407978347.3314466,925398957.2923764,35581648932.724266,1.765466570854187,1.7329317331314087,1.7509217262268066
fp32,0.002,730006,0,6,9.338873174904736,11.203169822692873,1.8642966477881335,407978347.3314466,1417970356.251328,35581648932.724266,1.77038836479187,1.7255756855010986,1.7509217262268066
fp32,0.003,730006,0,6,9.338873174904736,12.148876984914144,2.810003810009407,407978347.3314466,3221446564.105296,35581648932.724266,1.7803213596343994,1.7074280977249146,1.7509217262268066
fp32,0.005,730006,0,6,9.338873174904736,13.879776000976562,4.540902826071825,407978347.3314466,8412431304.475417,35581648932.724266,1.7854722738265991,1.6466745138168335,1.7509217262268066
fp32,0.01,730006,0,6,9.338873174904736,3.5915493965148926,-5.747323778389845,407978347.3314466,13476230865.25257,35581648932.724266,1.7920904159545898,1.720259428024292,1.7509217262268066
fp32,1e-09,730007,0,7,-5.862654578345997,178.81393432617188,184.67658890451787,407918566.1849472,13912243199382.604,14020454470.895763,1.7509220838546753,1.7509217262268066,1.7509217262268066
fp32,3e-09,730007,0,7,-5.862654578345997,-59.60464477539063,-53.74199019704463,407918566.1849472,1178151018950.782,14020454470.895763,1.7509214878082275,1.7509218454360962,1.7509217262268066
fp32,1e-08,730007,0,7,-5.862654578345997,-17.881393432617188,-12.018738854271191,407918566.1849472,58923871006.64845,14020454470.895763,1.750921607017517,1.7509219646453855,1.7509217262268066
fp32,3e-08,730007,0,7,-5.862654578345997,-3.973642985026042,1.889011593319955,407918566.1849472,1455602252.7173162,14020454470.895763,1.750921607017517,1.7509218454360962,1.7509217262268066
fp32,1e-07,730007,0,7,-5.862654578345997,-4.76837158203125,1.094282996314747,407918566.1849472,488464239.2661391,14020454470.895763,1.7509214878082275,1.750922441482544,1.7509217262268066
fp32,3e-07,730007,0,7,-5.862654578345997,-5.960464477539063,-0.0978098991930656,407918566.1849472,3902465.7040059296,14020454470.895763,1.7509199380874634,1.75092351436615,1.7509217262268066
fp32,1e-06,730007,0,7,-5.862654578345997,-5.960464477539063,-0.0978098991930656,407918566.1849472,3902465.7040059296,14020454470.895763,1.7509158849716189,1.7509278059005735,1.7509217262268066
fp32,3e-06,730007,0,7,-5.862654578345997,-5.900859832763672,-0.0382052544176749,407918566.1849472,595414.8535955495,14020454470.895763,1.7509039640426636,1.7509393692016602,1.7509217262268066
fp32,1e-05,730007,0,7,-5.862654578345997,-5.853176116943359,0.0094784614026384,407918566.1849472,36647.905954859285,14020454470.895763,1.7508633136749268,1.7509803771972656,1.7509217262268066
fp32,3e-05,730007,0,7,-5.862654578345997,-5.86708386739095,-0.0044292890449533,407918566.1849472,8002.791771485788,14020454470.895763,1.7507452964782717,1.751097321510315,1.7509217262268066
fp32,0.0001,730007,0,7,-5.862654578345997,-5.919933319091797,-0.0572787407457999,407918566.1849472,1338321.317231855,14020454470.895763,1.7503119707107544,1.7514959573745728,1.7509217262268066
fp32,0.0003,730007,0,7,-5.862654578345997,-6.09874725341797,-0.2360926750719727,407918566.1849472,22737279.398245007,14020454470.895763,1.7489031553268433,1.752562403678894,1.7509217262268066
fp32,0.001,730007,0,7,-5.862654578345997,-6.2988996505737305,-0.4362450722277335,407918566.1849472,77630885.67148964,14020454470.895763,1.7434556484222412,1.756053447723389,1.7509217262268066
fp32,0.0015,730007,0,7,-5.862654578345997,-6.136457125345866,-0.2738025469998693,407918566.1849472,30580771.658605754,14020454470.895763,1.7389930486679075,1.757402420043945,1.7509217262268066
fp32,0.002,730007,0,7,-5.862654578345997,-5.688518285751343,0.1741362925946541,407918566.1849472,12369497.59254463,14020454470.895763,1.7338682413101196,1.756622314453125,1.7509217262268066
fp32,0.003,730007,0,7,-5.862654578345997,-3.770033518473307,2.0926210598726898,407918566.1849472,1786301059.49254,14020454470.895763,1.7227133512496948,1.745333552360535,1.7509217262268066
fp32,0.005,730007,0,7,-5.862654578345997,1.3962864875793457,7.258941065925343,407918566.1849472,21494137033.68173,14020454470.895763,1.7079970836639404,1.694034218788147,1.7509217262268066
fp32,0.01,730007,0,7,-5.862654578345997,1.508849859237671,7.371504437583668,407918566.1849472,22165918652.31142,14020454470.895763,1.6830346584320068,1.6528576612472534,1.7509217262268066
fp32,1e-09,730008,0,8,9.480839268221114,59.60464477539062,50.12380550716951,407929920.8576184,1024881451887.8972,36667316709.00745,1.7509218454360962,1.7509217262268066,1.7509217262268066
fp32,3e-09,730008,0,8,9.480839268221114,-19.868214925130207,-29.34905419335132,407929920.8576184,351377364814.6858,36667316709.00745,1.7509217262268066,1.7509218454360962,1.7509217262268066
fp32,1e-08,730008,0,8,9.480839268221114,-5.960464477539063,-15.441303745760177,407929920.8576184,97264306197.96204,36667316709.00745,1.7509217262268066,1.7509218454360962,1.7509217262268066
fp32,3e-08,730008,0,8,9.480839268221114,7.947285970052084,-1.5335532981690303,407929920.8576184,959363761.9504396,36667316709.00745,1.7509220838546753,1.750921607017517,1.7509217262268066
fp32,1e-07,730008,0,8,9.480839268221114,11.32488250732422,1.8440432391031043,407929920.8576184,1387163847.008155,36667316709.00745,1.750922918319702,1.750920653343201,1.7509217262268066
fp32,3e-07,730008,0,8,9.480839268221114,9.139378865559896,-0.3414604026612178,407929920.8576184,47562673.39482556,36667316709.00745,1.7509244680404663,1.750918984413147,1.7509217262268066
